date,season,tourney_name,surface,player,player_rank,opponent,opponent_rank,odds_for,odds_against,won
2008-02-22,2008,SAP Open,Hard,Stepanek R.,34.0,Lu Y.H.,115.0,1.22,4.0,1
2008-02-22,2008,SAP Open,Hard,Roddick A.,6.0,Nishikori K.,131.0,1.16,4.5,1
2008-02-22,2008,SAP Open,Hard,Blake J.,9.0,Levine J.,173.0,1.11,6.0,1
2008-02-22,2008,SAP Open,Hard,Isner J.,106.0,Haas T.,26.0,2.2,1.61,1
2008-02-22,2008,ABN AMRO World Tennis Tournament,Hard,Gabashvili T.,132.0,Simon G.,36.0,2.75,1.4,0
2008-02-22,2008,ABN AMRO World Tennis Tournament,Hard,Simon G.,36.0,Gabashvili T.,132.0,1.4,2.75,1
2008-02-22,2008,ABN AMRO World Tennis Tournament,Hard,Soderling R.,59.0,Seppi A.,42.0,1.36,3.0,1
2008-02-22,2008,ABN AMRO World Tennis Tournament,Hard,Llodra M.,58.0,Haase R.,94.0,1.8,1.9,1
2008-02-22,2008,Copa Telmex,Clay,Nalbandian D.,11.0,Starace P.,35.0,1.3,3.4,1
2008-02-23,2008,ABN AMRO World Tennis Tournament,Hard,Simon G.,36.0,Soderling R.,59.0,2.75,1.4,0
2008-02-23,2008,ABN AMRO World Tennis Tournament,Hard,Karlovic I.,24.0,Llodra M.,58.0,1.53,2.37,0
2008-02-23,2008,SAP Open,Hard,Blake J.,9.0,Ginepri R.,138.0,1.3,3.4,0
2008-02-23,2008,SAP Open,Hard,Stepanek R.,34.0,Ginepri R.,138.0,1.66,2.1,1
2008-02-23,2008,SAP Open,Hard,Ginepri R.,138.0,Stepanek R.,34.0,2.1,1.66,0
2008-02-23,2008,Copa Telmex,Clay,Chela J.I.,25.0,Almagro N.,29.0,2.25,1.57,1
2008-02-23,2008,Copa Telmex,Clay,Acasuso J.,51.0,Volandri F.,41.0,1.61,2.2,1
2008-02-23,2008,Copa Telmex,Clay,Nalbandian D.,11.0,Chela J.I.,25.0,1.4,2.75,1
2008-02-23,2008,ABN AMRO World Tennis Tournament,Hard,Llodra M.,58.0,Karlovic I.,24.0,2.37,1.53,1
2008-02-23,2008,ABN AMRO World Tennis Tournament,Hard,Soderling R.,59.0,Simon G.,36.0,1.4,2.75,1
2008-02-23,2008,SAP Open,Hard,Fish M.,77.0,Roddick A.,6.0,4.5,1.16,0
2008-02-23,2008,SAP Open,Hard,Roddick A.,6.0,Fish M.,77.0,1.16,4.5,1
2008-02-23,2008,SAP Open,Hard,Ginepri R.,138.0,Blake J.,9.0,3.4,1.3,1
2008-02-23,2008,Copa Telmex,Clay,Chela J.I.,25.0,Nalbandian D.,11.0,2.75,1.4,0
2008-02-23,2008,Copa Telmex,Clay,Volandri F.,41.0,Acasuso J.,51.0,2.2,1.61,0
2008-02-23,2008,Copa Telmex,Clay,Almagro N.,29.0,Chela J.I.,25.0,1.57,2.25,0
2008-02-24,2008,Copa Telmex,Clay,Acasuso J.,51.0,Nalbandian D.,11.0,3.2,1.36,0
2008-02-24,2008,ABN AMRO World Tennis Tournament,Hard,Llodra M.,58.0,Soderling R.,59.0,3.2,1.36,1
2008-02-24,2008,ABN AMRO World Tennis Tournament,Hard,Soderling R.,59.0,Llodra M.,58.0,1.36,3.2,0
2008-02-24,2008,Copa Telmex,Clay,Nalbandian D.,11.0,Acasuso J.,51.0,1.36,3.2,1
2008-02-24,2008,SAP Open,Hard,Stepanek R.,34.0,Roddick A.,6.0,3.4,1.33,0
2008-02-24,2008,SAP Open,Hard,Garcia-Lopez G.,75.0,Roddick A.,6.0,6.0,1.11,0
2008-02-24,2008,SAP Open,Hard,Roddick A.,6.0,Garcia-Lopez G.,75.0,1.11,6.0,1
2008-02-24,2008,SAP Open,Hard,Roddick A.,6.0,Stepanek R.,34.0,1.33,3.4,1
2008-02-25,2008,PBZ Zagreb Indoors,Carpet,Rochus O.,62.0,Santoro F.,40.0,2.2,1.61,1
2008-02-25,2008,Abierto Mexicano,Clay,Andreev I.,33.0,Montanes A.,55.0,1.36,3.0,0
2008-02-25,2008,PBZ Zagreb Indoors,Carpet,Tipsarevic J.,44.0,Zverev M.,73.0,1.44,2.62,1
2008-02-25,2008,PBZ Zagreb Indoors,Carpet,Bolelli S.,66.0,Schuettler R.,78.0,1.72,2.0,1
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Capdeville P.,106.0,Bjorkman J.,85.0,1.57,2.25,0
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Isner J.,93.0,Melzer J.,61.0,1.9,1.8,0
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Daniel M.,111.0,Serra F.,91.0,4.0,1.22,0
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Kendrick R.,114.0,Guccione C.,86.0,2.5,1.5,0
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Sela D.,64.0,Falla A.,84.0,2.2,1.61,0
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Bjorkman J.,85.0,Capdeville P.,106.0,2.25,1.57,1
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Melzer J.,61.0,Isner J.,93.0,1.8,1.9,1
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Falla A.,84.0,Sela D.,64.0,1.61,2.2,1
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Guccione C.,86.0,Kendrick R.,114.0,1.5,2.5,1
2008-02-25,2008,Abierto Mexicano,Clay,Montanes A.,55.0,Andreev I.,33.0,3.0,1.36,1
2008-02-25,2008,PBZ Zagreb Indoors,Carpet,Santoro F.,40.0,Rochus O.,62.0,1.61,2.2,0
2008-02-25,2008,PBZ Zagreb Indoors,Carpet,Skugor F.,383.0,Koubek S.,56.0,5.0,1.14,0
2008-02-25,2008,PBZ Zagreb Indoors,Carpet,Zverev M.,73.0,Tipsarevic J.,44.0,2.62,1.44,0
2008-02-25,2008,PBZ Zagreb Indoors,Carpet,Schuettler R.,78.0,Bolelli S.,66.0,2.0,1.72,0
2008-02-25,2008,Regions Morgan Keegan Championships,Hard,Serra F.,91.0,Daniel M.,111.0,1.22,4.0,1
2008-02-25,2008,PBZ Zagreb Indoors,Carpet,Koubek S.,56.0,Skugor F.,383.0,1.14,5.0,1
2008-02-26,2008,Abierto Mexicano,Clay,Berlocq C.,75.0,Canas G.,22.0,3.0,1.36,0
2008-02-26,2008,Abierto Mexicano,Clay,Echagaray B.,183.0,Calleri A.,47.0,4.5,1.16,0
2008-02-26,2008,Abierto Mexicano,Clay,Minar I.,87.0,Volandri F.,41.0,3.5,1.28,0
2008-02-26,2008,Abierto Mexicano,Clay,Ramirez C.,635.0,Ventura S.,68.0,4.0,1.22,0
2008-02-26,2008,Abierto Mexicano,Clay,Vassallo-Arguello M.,107.0,Massu N.,96.0,2.1,1.66,0
2008-02-26,2008,Abierto Mexicano,Clay,Lapentti N.,95.0,Starace P.,36.0,2.37,1.53,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Hartfield D.,120.0,Haas T.,30.0,3.5,1.28,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Lu Y.H.,121.0,Hanescu V.,71.0,1.61,2.2,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Mayer F.,77.0,Gabashvili T.,125.0,2.5,1.5,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Kavcic B.,396.0,Karanusic R.,105.0,4.0,1.22,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Seppi A.,39.0,de Voest R.,135.0,1.2,4.33,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Gicquel M.,52.0,Zovko L.,509.0,1.25,3.75,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Bastl G.,464.0,Troicki V.,113.0,3.0,1.36,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Karlovic I.,21.0,Stakhovsky S.,209.0,1.12,5.5,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Cervenak P.,455.0,Simon G.,32.0,6.0,1.11,0
2008-02-26,2008,Abierto Mexicano,Clay,Hernandez O.,57.0,Acasuso J.,46.0,2.37,1.53,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Berrer M.,60.0,Haase R.,79.0,2.5,1.5,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Mahut N.,43.0,Ancic M.,92.0,3.4,1.3,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,de Chaunac S.,312.0,Gremelmayr D.,104.0,2.25,1.57,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Garcia-Lopez G.,58.0,Cilic M.,45.0,3.25,1.33,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Reynolds B.,100.0,Fish M.,94.0,3.5,1.28,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Levine J.,165.0,Stepanek R.,31.0,4.5,1.16,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Spadea V.,70.0,Darcis S.,81.0,1.53,2.37,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Russell M.,129.0,Querrey S.,63.0,3.0,1.36,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Gulbis E.,88.0,Ljubicic I.,25.0,3.25,1.33,0
2008-02-26,2008,Abierto Mexicano,Clay,Fognini F.,72.0,Horna L.,131.0,1.8,1.9,0
2008-02-26,2008,Abierto Mexicano,Clay,Almagro N.,28.0,Vanek J.,97.0,1.16,4.5,1
2008-02-26,2008,Abierto Mexicano,Clay,Brzezicki J.P.,99.0,Monaco J.,23.0,4.5,1.16,0
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Ancic M.,92.0,Mahut N.,43.0,1.3,3.4,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Gremelmayr D.,104.0,de Chaunac S.,312.0,1.57,2.25,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Cilic M.,45.0,Garcia-Lopez G.,58.0,1.33,3.25,1
2008-02-26,2008,Abierto Mexicano,Clay,Ventura S.,68.0,Ramirez C.,635.0,1.22,4.0,1
2008-02-26,2008,Abierto Mexicano,Clay,Volandri F.,41.0,Minar I.,87.0,1.28,3.5,1
2008-02-26,2008,Abierto Mexicano,Clay,Calleri A.,47.0,Echagaray B.,183.0,1.16,4.5,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Ljubicic I.,25.0,Gulbis E.,88.0,1.33,3.25,1
2008-02-26,2008,Abierto Mexicano,Clay,Canas G.,22.0,Berlocq C.,75.0,1.36,3.0,1
2008-02-26,2008,Abierto Mexicano,Clay,Starace P.,36.0,Lapentti N.,95.0,1.53,2.37,1
2008-02-26,2008,Abierto Mexicano,Clay,Acasuso J.,46.0,Hernandez O.,57.0,1.53,2.37,1
2008-02-26,2008,Abierto Mexicano,Clay,Horna L.,131.0,Fognini F.,72.0,1.9,1.8,1
2008-02-26,2008,Abierto Mexicano,Clay,Luczak P.,76.0,Roitman S.,74.0,2.62,1.44,1
2008-02-26,2008,Abierto Mexicano,Clay,Monaco J.,23.0,Brzezicki J.P.,99.0,1.16,4.5,1
2008-02-26,2008,Abierto Mexicano,Clay,Granollers M.,116.0,Rodriguez B.,439.0,1.16,4.5,1
2008-02-26,2008,Abierto Mexicano,Clay,Massu N.,96.0,Vassallo-Arguello M.,107.0,1.66,2.1,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Haase R.,79.0,Berrer M.,60.0,1.5,2.5,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Simon G.,32.0,Cervenak P.,455.0,1.11,6.0,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Stakhovsky S.,209.0,Karlovic I.,21.0,5.5,1.12,1
2008-02-26,2008,Abierto Mexicano,Clay,Rodriguez B.,439.0,Granollers M.,116.0,4.5,1.16,0
2008-02-26,2008,Abierto Mexicano,Clay,Vanek J.,97.0,Almagro N.,28.0,4.5,1.16,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Haas T.,30.0,Hartfield D.,120.0,1.28,3.5,1
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Hanescu V.,71.0,Lu Y.H.,121.0,2.2,1.61,1
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Querrey S.,63.0,Russell M.,129.0,1.36,3.0,1
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Darcis S.,81.0,Spadea V.,70.0,2.37,1.53,1
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Warburg S.,155.0,Young D.,102.0,2.37,1.53,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Fish M.,94.0,Reynolds B.,100.0,1.28,3.5,1
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Becker B.,112.0,Vliegen K.,69.0,2.2,1.61,1
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Young D.,102.0,Warburg S.,155.0,1.53,2.37,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Gabashvili T.,125.0,Mayer F.,77.0,1.5,2.5,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Karanusic R.,105.0,Kavcic B.,396.0,1.22,4.0,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,de Voest R.,135.0,Seppi A.,39.0,4.33,1.2,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Zovko L.,509.0,Gicquel M.,52.0,3.75,1.25,1
2008-02-26,2008,PBZ Zagreb Indoors,Carpet,Troicki V.,113.0,Bastl G.,464.0,1.36,3.0,1
2008-02-26,2008,Abierto Mexicano,Clay,Roitman S.,74.0,Luczak P.,76.0,1.44,2.62,0
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Stepanek R.,31.0,Levine J.,165.0,1.16,4.5,1
2008-02-26,2008,Regions Morgan Keegan Championships,Hard,Vliegen K.,69.0,Becker B.,112.0,1.61,2.2,0
2008-02-27,2008,Abierto Mexicano,Clay,Chela J.I.,24.0,Cuevas P.,89.0,1.57,2.25,1
2008-02-27,2008,Abierto Mexicano,Clay,Starace P.,36.0,Luczak P.,76.0,1.33,3.25,1
2008-02-27,2008,Abierto Mexicano,Clay,Luczak P.,76.0,Starace P.,36.0,3.25,1.33,0
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Bolelli S.,66.0,Cilic M.,45.0,4.0,1.22,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Ljubicic I.,25.0,Zovko L.,509.0,1.12,5.5,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Ancic M.,92.0,Gremelmayr D.,104.0,1.08,7.0,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Haase R.,79.0,Simon G.,32.0,2.1,1.66,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Stakhovsky S.,209.0,Troicki V.,113.0,2.75,1.4,1
2008-02-27,2008,Abierto Mexicano,Clay,Moya C.,13.0,Eschauer W.,82.0,1.14,5.0,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Gabashvili T.,125.0,de Voest R.,135.0,1.36,3.0,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Tipsarevic J.,44.0,Karanusic R.,105.0,1.3,3.4,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Rochus O.,62.0,Koubek S.,56.0,2.0,1.72,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,de Voest R.,135.0,Gabashvili T.,125.0,3.0,1.36,0
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Karanusic R.,105.0,Tipsarevic J.,44.0,3.4,1.3,0
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Koubek S.,56.0,Rochus O.,62.0,1.72,2.0,0
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Troicki V.,113.0,Stakhovsky S.,209.0,1.4,2.75,0
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Simon G.,32.0,Haase R.,79.0,1.66,2.1,0
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Gremelmayr D.,104.0,Ancic M.,92.0,7.0,1.08,0
2008-02-27,2008,Abierto Mexicano,Clay,Granollers M.,116.0,Montanes A.,55.0,2.62,1.44,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Zovko L.,509.0,Ljubicic I.,25.0,5.5,1.12,0
2008-02-27,2008,Abierto Mexicano,Clay,Acasuso J.,46.0,Canas G.,22.0,1.8,1.9,1
2008-02-27,2008,Abierto Mexicano,Clay,Nalbandian D.,8.0,Pashanski B.,101.0,1.2,4.33,1
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Safin M.,65.0,Johansson T.,54.0,1.72,2.0,0
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Niemeyer F.,185.0,Soderling R.,42.0,4.5,1.16,0
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Serra F.,91.0,Stepanek R.,31.0,4.0,1.22,0
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Melzer J.,61.0,Darcis S.,81.0,1.44,2.62,0
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Haas T.,30.0,Becker B.,112.0,1.36,3.0,0
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Becker B.,112.0,Haas T.,30.0,3.0,1.36,1
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Darcis S.,81.0,Melzer J.,61.0,2.62,1.44,1
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Stepanek R.,31.0,Serra F.,91.0,1.22,4.0,1
2008-02-27,2008,Abierto Mexicano,Clay,Almagro N.,28.0,Volandri F.,41.0,1.5,2.5,1
2008-02-27,2008,PBZ Zagreb Indoors,Carpet,Cilic M.,45.0,Bolelli S.,66.0,1.22,4.0,0
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Johansson T.,54.0,Safin M.,65.0,2.0,1.72,1
2008-02-27,2008,Abierto Mexicano,Clay,Cuevas P.,89.0,Chela J.I.,24.0,2.25,1.57,0
2008-02-27,2008,Abierto Mexicano,Clay,Eschauer W.,82.0,Moya C.,13.0,5.0,1.14,0
2008-02-27,2008,Abierto Mexicano,Clay,Pashanski B.,101.0,Nalbandian D.,8.0,4.33,1.2,0
2008-02-27,2008,Abierto Mexicano,Clay,Volandri F.,41.0,Almagro N.,28.0,2.5,1.5,0
2008-02-27,2008,Abierto Mexicano,Clay,Canas G.,22.0,Acasuso J.,46.0,1.9,1.8,0
2008-02-27,2008,Abierto Mexicano,Clay,Montanes A.,55.0,Granollers M.,116.0,1.44,2.62,0
2008-02-27,2008,Regions Morgan Keegan Championships,Hard,Soderling R.,42.0,Niemeyer F.,185.0,1.16,4.5,1
2008-02-28,2008,PBZ Zagreb Indoors,Carpet,Stakhovsky S.,209.0,Tipsarevic J.,44.0,3.5,1.28,1
2008-02-28,2008,PBZ Zagreb Indoors,Carpet,Ancic M.,92.0,Haase R.,79.0,1.3,3.39,1
2008-02-28,2008,PBZ Zagreb Indoors,Carpet,Ljubicic I.,25.0,Gabashvili T.,125.0,1.33,3.25,1
2008-02-28,2008,Abierto Mexicano,Clay,Monaco J.,23.0,Horna L.,131.0,1.33,3.25,0
2008-02-28,2008,Abierto Mexicano,Clay,Starace P.,36.0,Nalbandian D.,8.0,2.75,1.4,0
2008-02-28,2008,Abierto Mexicano,Clay,Moya C.,13.0,Massu N.,96.0,1.36,3.0,0
2008-02-28,2008,Abierto Mexicano,Clay,Ventura S.,68.0,Nalbandian D.,8.0,4.5,1.16,0
2008-02-28,2008,PBZ Zagreb Indoors,Carpet,Bolelli S.,66.0,Rochus O.,62.0,1.9,1.8,1
2008-02-28,2008,Abierto Mexicano,Clay,Chela J.I.,24.0,Calleri A.,47.0,2.0,1.72,0
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Roddick A.,6.0,Muller G.,138.0,1.08,7.0,1
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Soderling R.,42.0,Hanescu V.,71.0,1.14,5.0,1
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Bjorkman J.,85.0,Querrey S.,63.0,2.5,1.5,1
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Young D.,102.0,Falla A.,84.0,2.37,1.53,1
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Guccione C.,86.0,Johansson T.,54.0,2.25,1.57,1
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Muller G.,138.0,Roddick A.,6.0,7.0,1.08,0
2008-02-28,2008,PBZ Zagreb Indoors,Carpet,Haase R.,79.0,Ancic M.,92.0,3.39,1.3,0
2008-02-28,2008,PBZ Zagreb Indoors,Carpet,Rochus O.,62.0,Bolelli S.,66.0,1.8,1.9,0
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Hanescu V.,71.0,Soderling R.,42.0,5.0,1.14,0
2008-02-28,2008,Abierto Mexicano,Clay,Nalbandian D.,8.0,Starace P.,36.0,1.4,2.75,1
2008-02-28,2008,Abierto Mexicano,Clay,Massu N.,96.0,Moya C.,13.0,3.0,1.36,1
2008-02-28,2008,PBZ Zagreb Indoors,Carpet,Gabashvili T.,125.0,Ljubicic I.,25.0,3.25,1.33,0
2008-02-28,2008,Abierto Mexicano,Clay,Horna L.,131.0,Monaco J.,23.0,3.25,1.33,1
2008-02-28,2008,Abierto Mexicano,Clay,Calleri A.,47.0,Chela J.I.,24.0,1.72,2.0,1
2008-02-28,2008,Abierto Mexicano,Clay,Nalbandian D.,8.0,Ventura S.,68.0,1.16,4.5,1
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Querrey S.,63.0,Bjorkman J.,85.0,1.5,2.5,0
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Johansson T.,54.0,Guccione C.,86.0,1.57,2.25,0
2008-02-28,2008,Regions Morgan Keegan Championships,Hard,Falla A.,84.0,Young D.,102.0,1.53,2.37,0
2008-02-28,2008,PBZ Zagreb Indoors,Carpet,Tipsarevic J.,44.0,Stakhovsky S.,209.0,1.28,3.5,0
2008-02-29,2008,Regions Morgan Keegan Championships,Hard,Darcis S.,81.0,Becker B.,112.0,2.1,1.66,1
2008-02-29,2008,Regions Morgan Keegan Championships,Hard,Roddick A.,6.0,Fish M.,94.0,1.22,4.0,1
2008-02-29,2008,Regions Morgan Keegan Championships,Hard,Bjorkman J.,85.0,Young D.,102.0,1.83,1.83,1
2008-02-29,2008,Abierto Mexicano,Clay,Acasuso J.,46.0,Granollers M.,116.0,1.3,3.4,1
2008-02-29,2008,Regions Morgan Keegan Championships,Hard,Young D.,102.0,Bjorkman J.,85.0,1.83,1.83,0
2008-02-29,2008,Abierto Mexicano,Clay,Granollers M.,116.0,Acasuso J.,46.0,3.4,1.3,0
2008-02-29,2008,Regions Morgan Keegan Championships,Hard,Fish M.,94.0,Roddick A.,6.0,4.0,1.22,0
2008-02-29,2008,Regions Morgan Keegan Championships,Hard,Becker B.,112.0,Darcis S.,81.0,1.66,2.1,0
2008-02-29,2008,Abierto Mexicano,Clay,Nalbandian D.,8.0,Horna L.,131.0,1.28,3.5,1
2008-02-29,2008,Abierto Mexicano,Clay,Almagro N.,28.0,Massu N.,96.0,1.33,3.25,1
2008-02-29,2008,Abierto Mexicano,Clay,Horna L.,131.0,Calleri A.,47.0,2.1,1.66,1
2008-02-29,2008,Abierto Mexicano,Clay,Calleri A.,47.0,Horna L.,131.0,1.66,2.1,0
2008-02-29,2008,Abierto Mexicano,Clay,Massu N.,96.0,Almagro N.,28.0,3.25,1.33,0
2008-02-29,2008,Abierto Mexicano,Clay,Horna L.,131.0,Nalbandian D.,8.0,3.5,1.28,0
2008-02-29,2008,PBZ Zagreb Indoors,Carpet,Bolelli S.,66.0,Stakhovsky S.,209.0,1.5,2.5,0
2008-02-29,2008,PBZ Zagreb Indoors,Carpet,Ancic M.,92.0,Ljubicic I.,25.0,1.5,2.5,0
2008-02-29,2008,PBZ Zagreb Indoors,Carpet,Ljubicic I.,25.0,Ancic M.,92.0,2.5,1.5,1
2008-02-29,2008,PBZ Zagreb Indoors,Carpet,Stakhovsky S.,209.0,Bolelli S.,66.0,2.5,1.5,1
2008-03-01,2008,Regions Morgan Keegan Championships,Hard,Soderling R.,42.0,Stepanek R.,31.0,1.44,2.62,1
2008-03-01,2008,Abierto Mexicano,Clay,Almagro N.,28.0,Acasuso J.,46.0,1.5,2.5,1
2008-03-01,2008,Regions Morgan Keegan Championships,Hard,Roddick A.,6.0,Soderling R.,42.0,1.53,2.37,0
2008-03-01,2008,Regions Morgan Keegan Championships,Hard,Guccione C.,86.0,Stepanek R.,31.0,2.2,1.61,0
2008-03-01,2008,Regions Morgan Keegan Championships,Hard,Bjorkman J.,85.0,Darcis S.,81.0,2.37,1.53,0
2008-03-01,2008,Regions Morgan Keegan Championships,Hard,Stepanek R.,31.0,Soderling R.,42.0,2.62,1.44,0
2008-03-01,2008,PBZ Zagreb Indoors,Carpet,Stakhovsky S.,209.0,Ljubicic I.,25.0,4.0,1.25,1
2008-03-01,2008,Regions Morgan Keegan Championships,Hard,Soderling R.,42.0,Roddick A.,6.0,2.37,1.53,1
2008-03-01,2008,Abierto Mexicano,Clay,Acasuso J.,46.0,Almagro N.,28.0,2.5,1.5,0
2008-03-01,2008,Regions Morgan Keegan Championships,Hard,Darcis S.,81.0,Bjorkman J.,85.0,1.53,2.37,1
2008-03-01,2008,Regions Morgan Keegan Championships,Hard,Stepanek R.,31.0,Guccione C.,86.0,1.61,2.2,1
2008-03-01,2008,PBZ Zagreb Indoors,Carpet,Ljubicic I.,25.0,Stakhovsky S.,209.0,1.25,4.0,0
2008-03-02,2008,Abierto Mexicano,Clay,Almagro N.,28.0,Nalbandian D.,8.0,2.75,1.44,1
2008-03-02,2008,Abierto Mexicano,Clay,Nalbandian D.,8.0,Almagro N.,28.0,1.44,2.75,0
2008-03-02,2008,Regions Morgan Keegan Championships,Hard,Soderling R.,42.0,Darcis S.,81.0,1.16,4.5,0
2008-03-02,2008,Regions Morgan Keegan Championships,Hard,Darcis S.,81.0,Soderling R.,42.0,4.5,1.16,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Santoro F.,47.0,Youzhny M.,12.0,4.33,1.2,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Gasquet R.,8.0,Tursunov D.,36.0,1.5,2.5,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Youzhny M.,12.0,Santoro F.,47.0,1.2,4.33,0
2008-03-03,2008,Dubai Tennis Championships,Hard,Davydenko N.,5.0,Al-Ghareeb M.,431.0,1.01,13.0,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Murray A.,11.0,Federer R.,1.0,4.0,1.22,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Ferrer D.,4.0,Haas T.,35.0,1.4,2.75,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Andreev I.,34.0,Minar J.,197.0,1.16,4.5,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Wawrinka S.,33.0,Hernych J.,188.0,1.14,5.0,0
2008-03-03,2008,Dubai Tennis Championships,Hard,Haas T.,35.0,Ferrer D.,4.0,2.75,1.4,0
2008-03-03,2008,Channel Open,Hard,Canas G.,20.0,Johansson T.,58.0,1.72,2.0,1
2008-03-03,2008,Channel Open,Hard,Kiefer N.,48.0,Becker B.,106.0,1.53,2.37,1
2008-03-03,2008,Channel Open,Hard,Querrey S.,66.0,Grosjean S.,50.0,2.1,1.66,1
2008-03-03,2008,Channel Open,Hard,Korolev E.,100.0,Roitman S.,77.0,1.4,2.75,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Hernych J.,188.0,Wawrinka S.,33.0,5.0,1.14,1
2008-03-03,2008,Dubai Tennis Championships,Hard,Verdasco F.,30.0,Schuettler R.,88.0,1.25,3.75,1
