date,Player,surface,won,clay_win_rate_20,clay_match_count_20
2001-01-29,Delgado R.,clay,1,,1.0
2001-01-29,Serrano O.,clay,0,,0.0
2001-01-29,Hantschk M.,clay,0,,0.0
2001-01-29,Hantschk M.,clay,1,,1.0
2001-01-29,Agenor R.,clay,0,,0.0
2001-01-29,Hirigoyen I.,clay,0,,0.0
2001-01-29,Hirigoyen I.,clay,1,,1.0
2001-01-29,Horna L.,clay,0,,0.0
2001-01-29,Sa A.,clay,0,,0.0
2001-01-29,Russell M.,clay,0,,0.0
2001-01-29,Rodriguez M.,clay,0,,0.0
2001-01-29,Etlis G.,clay,0,,0.0
2001-01-29,Hadad M.,clay,1,,2.0
2001-01-29,Delgado R.,clay,0,,0.0
2001-01-29,Nalbandian D.,clay,1,,2.0
2001-01-29,Nalbandian D.,clay,1,,1.0
2001-01-29,Nalbandian D.,clay,0,,0.0
2001-01-29,Moyano D.,clay,0,,0.0
2001-01-29,Charpentier M.,clay,0,,0.0
2001-01-29,Chela J.I.,clay,0,,0.0
2001-01-29,Chela J.I.,clay,1,,1.0
2001-01-29,Chela J.I.,clay,1,,2.0
2001-01-29,Chela J.I.,clay,1,0.6666666666666666,3.0
2001-01-29,Chela J.I.,clay,1,0.75,4.0
2001-01-29,Marin J.A.,clay,0,,0.0
2001-01-29,Davydenko N.,clay,0,,0.0
2001-01-29,Hadad M.,clay,1,,1.0
2001-01-29,Hadad M.,clay,0,,0.0
2001-01-29,Simoni A.,clay,0,,0.0
2001-01-29,Alvarez E.,clay,0,,0.0
2001-01-29,Viloca J.A.,clay,1,0.6666666666666666,3.0
2001-01-29,Viloca J.A.,clay,1,,2.0
2001-01-29,Viloca J.A.,clay,1,,1.0
2001-01-29,Viloca J.A.,clay,0,,0.0
2001-01-29,Vicente F.,clay,1,1.0,4.0
2001-01-29,Vicente F.,clay,1,1.0,3.0
2001-01-29,Vicente F.,clay,1,,2.0
2001-01-29,Vicente F.,clay,1,,1.0
2001-01-29,Vicente F.,clay,1,,0.0
2001-01-29,Armando H.,clay,1,,0.0
2001-01-29,Armando H.,clay,0,,1.0
2001-01-29,Tobon M.,clay,1,,1.0
2001-01-29,Tobon M.,clay,0,,0.0
2001-01-29,Zib T.,clay,0,,0.0
2001-01-29,Gonzalez F.,clay,0,,0.0
2001-01-29,Gonzalez F.,clay,1,,1.0
2001-01-29,Stoliarov A.,clay,1,,2.0
2001-01-29,Stoliarov A.,clay,1,,1.0
2001-01-29,Stoliarov A.,clay,0,,0.0
2001-01-29,Stanoytchev O.,clay,0,,0.0
2001-01-29,Srichaphan P.,clay,0,,0.0
2001-01-29,Simoni A.,clay,1,0.6666666666666666,3.0
2001-01-29,Simoni A.,clay,1,,2.0
2001-01-29,Simoni A.,clay,1,,1.0
2001-01-29,Marin J.A.,clay,1,,1.0
2001-01-29,Meligeni F.,clay,0,,0.0
2001-01-29,Etlis G.,clay,1,,1.0
2001-01-29,Coria G.,clay,1,,1.0
2001-01-29,Costa A.,clay,0,,0.0
2001-01-29,Massu N.,clay,0,,0.0
2001-01-29,Coria G.,clay,1,,2.0
2001-01-29,Coria G.,clay,0,,0.0
2001-02-12,Lopez F.,clay,1,,2.0
2001-02-12,Lopez F.,clay,1,,1.0
2001-02-12,Calatrava A.,clay,0,,0.0
2001-02-12,Massu N.,clay,0,,1.0
2001-02-12,Hantschk M.,clay,0,,2.0
2001-02-12,Nalbandian D.,clay,1,0.5,4.0
2001-02-12,Nalbandian D.,clay,1,0.6,5.0
2001-02-12,Clavet F.,clay,1,,2.0
2001-02-12,Robredo T.,clay,0,,0.0
2001-02-12,Sanchez D.,clay,0,,0.0
2001-02-12,El Aynaoui Y.,clay,0,,0.0
2001-02-12,Coria G.,clay,1,0.6666666666666666,3.0
2001-02-12,Bruguera S.,clay,0,,0.0
2001-02-12,Nalbandian D.,clay,0,0.6666666666666666,3.0
2001-02-12,Puentes G.,clay,0,,0.0
2001-02-12,Coria G.,clay,1,0.75,4.0
2001-02-12,Alami K.,clay,1,,1.0
2001-02-12,di Pasquale A.,clay,0,,0.0
2001-02-12,Calleri A.,clay,0,,0.0
2001-02-12,Gonzalez F.,clay,1,0.3333333333333333,3.0
2001-02-12,Gonzalez F.,clay,0,,2.0
2001-02-12,Gaudio G.,clay,1,0.75,4.0
2001-02-12,Gaudio G.,clay,1,0.6666666666666666,3.0
2001-02-12,Gaudio G.,clay,1,,2.0
2001-02-12,Gaudio G.,clay,1,,1.0
2001-02-12,Gaudio G.,clay,0,,0.0
2001-02-12,Blanco G.,clay,0,,0.0
2001-02-12,Blanco G.,clay,1,,1.0
2001-02-12,Vicente F.,clay,0,1.0,5.0
2001-02-12,Sanchez D.,clay,1,,1.0
2001-02-12,Coria G.,clay,1,0.8,5.0
2001-02-12,Alami K.,clay,0,,0.0
2001-02-12,Rios M.,clay,0,,0.0
2001-02-12,Lopez F.,clay,0,,0.0
2001-02-12,Martin A.,clay,1,,1.0
2001-02-12,Clavet F.,clay,0,,0.0
2001-02-12,Arazi H.,clay,1,,1.0
2001-02-12,Squillari F.,clay,0,,0.0
2001-02-12,Squillari F.,clay,1,,1.0
2001-02-12,Arazi H.,clay,0,,0.0
2001-02-12,Clavet F.,clay,1,,1.0
2001-02-12,Arquez P.,clay,0,,0.0
2001-02-12,Coria G.,clay,1,0.8571428571428571,7.0
2001-02-12,Chela J.I.,clay,0,0.8,5.0
2001-02-12,Zabaleta M.,clay,1,0.6666666666666666,3.0
2001-02-12,Martin A.,clay,0,,0.0
2001-02-12,Coria G.,clay,1,0.8333333333333334,6.0
2001-02-12,Martin A.,clay,1,,2.0
2001-02-12,Zabaleta M.,clay,1,,2.0
2001-02-12,Zabaleta M.,clay,1,,1.0
2001-02-12,Calatrava A.,clay,1,,1.0
2001-02-12,Garcia A.,clay,0,,0.0
2001-02-12,Rochus C.,clay,0,,0.0
2001-02-12,Portas A.,clay,0,,0.0
2001-02-12,Portas A.,clay,1,,2.0
2001-02-12,Elsner D.,clay,0,,0.0
2001-02-12,Zabaleta M.,clay,0,,0.0
2001-02-12,Elsner D.,clay,1,,1.0
2001-02-12,Fromberg R.,clay,0,,0.0
2001-02-12,Mantilla F.,clay,0,,0.0
2001-02-12,Portas A.,clay,1,,1.0
2001-02-12,Portas A.,clay,1,0.6666666666666666,3.0
2001-02-19,Arazi H.,clay,0,,2.0
2001-02-19,Acasuso J.,clay,1,1.0,3.0
2001-02-19,Coria G.,clay,0,0.8888888888888888,9.0
2001-02-19,Vicente F.,clay,1,0.875,8.0
2001-02-19,Vicente F.,clay,0,0.8888888888888888,9.0
2001-02-19,Sanchez D.,clay,0,,2.0
2001-02-19,Coria G.,clay,1,0.8,10.0
2001-02-19,Vicente F.,clay,1,0.8333333333333334,6.0
2001-02-19,Vicente F.,clay,1,0.8571428571428571,7.0
2001-02-19,Vanek J.,clay,1,,0.0
2001-02-19,Acasuso J.,clay,0,1.0,4.0
2001-02-19,Vanek J.,clay,0,,1.0
2001-02-19,Bruguera S.,clay,1,,1.0
2001-02-19,Portas A.,clay,0,0.8,5.0
2001-02-19,Bruguera S.,clay,0,,2.0
2001-02-19,Acasuso J.,clay,1,,1.0
2001-02-19,Portas A.,clay,1,0.75,4.0
2001-02-19,Acasuso J.,clay,1,,2.0
2001-02-19,Alami K.,clay,0,,2.0
2001-02-19,Kuerten G.,clay,1,1.0,4.0
2001-02-19,Kuerten G.,clay,1,1.0,3.0
2001-02-19,Kuerten G.,clay,1,,2.0
2001-02-19,Coria G.,clay,1,0.875,8.0
2001-02-19,Kuerten G.,clay,1,,0.0
2001-02-19,Kuerten G.,clay,1,,1.0
2001-02-19,Massu N.,clay,0,,2.0
2001-02-19,Martin A.,clay,0,0.75,4.0
2001-02-19,Martin A.,clay,1,0.6666666666666666,3.0
2001-02-19,Elsner D.,clay,0,,2.0
2001-02-19,Rochus C.,clay,0,,1.0
2001-02-19,Fromberg R.,clay,0,,1.0
2001-02-19,Chela J.I.,clay,1,0.6666666666666666,6.0
2001-02-19,Chela J.I.,clay,0,0.7142857142857143,7.0
2001-02-19,Calatrava A.,clay,0,,2.0
2001-02-19,Squillari F.,clay,1,0.5,4.0
2001-02-19,Squillari F.,clay,0,0.6666666666666666,3.0
2001-02-19,Squillari F.,clay,1,,2.0
2001-02-19,Meligeni F.,clay,0,,2.0
2001-02-19,Meligeni F.,clay,1,,1.0
2001-02-19,Clavet F.,clay,0,0.6666666666666666,3.0
2001-02-19,Gumy H.,clay,1,,0.0
2001-02-19,Gumy H.,clay,0,,1.0
2001-02-19,Zabaleta M.,clay,0,0.75,4.0
2001-02-19,Nalbandian D.,clay,0,0.6666666666666666,6.0
2001-02-19,Canas G.,clay,0,,2.0
2001-02-19,Acasuso J.,clay,1,,0.0
2001-02-19,Canas G.,clay,1,,1.0
2001-02-19,Gaudio G.,clay,1,0.8333333333333334,6.0
2001-02-19,Puentes G.,clay,0,,1.0
2001-02-19,Robredo T.,clay,0,,2.0
2001-02-19,Rios M.,clay,0,,1.0
2001-02-19,Gaudio G.,clay,1,0.8571428571428571,7.0
2001-02-19,El Aynaoui Y.,clay,0,,1.0
2001-02-19,Canas G.,clay,1,,0.0
2001-02-19,Robredo T.,clay,1,,1.0
2001-02-19,Hipfl M.,clay,0,,2.0
2001-02-19,Hipfl M.,clay,1,,1.0
2001-02-19,Hipfl M.,clay,1,,0.0
2001-02-19,Gaudio G.,clay,0,0.875,8.0
2001-02-19,di Pasquale A.,clay,0,,1.0
2001-02-19,Calleri A.,clay,0,,1.0
2001-02-19,Gaudio G.,clay,1,0.8,5.0
2001-02-26,Sanchez D.,clay,0,0.3333333333333333,3.0
2001-02-26,Rodriguez M.,clay,0,,1.0
2001-02-26,di Pasquale A.,clay,0,,2.0
2001-02-26,Puentes G.,clay,0,,2.0
2001-02-26,Squillari F.,clay,0,0.6,5.0
2001-02-26,Ruud C.,clay,1,,2.0
2001-02-26,Rochus C.,clay,0,,2.0
2001-02-26,Simoni A.,clay,1,0.6,5.0
2001-02-26,Simoni A.,clay,0,0.75,4.0
2001-02-26,Blanco G.,clay,1,0.6666666666666666,6.0
2001-02-26,Blanco G.,clay,1,0.6,5.0
2001-02-26,Blanco G.,clay,1,0.5,4.0
2001-02-26,Blanco G.,clay,1,0.3333333333333333,3.0
2001-02-26,Blanco G.,clay,0,,2.0
2001-02-26,di Pasquale A.,clay,1,0.0,3.0
2001-02-26,Kuerten G.,clay,1,1.0,7.0
2001-02-26,Massu N.,clay,0,0.0,3.0
2001-02-26,Canas G.,clay,1,0.6666666666666666,6.0
2001-02-26,Horna L.,clay,0,,1.0
2001-02-26,El Aynaoui Y.,clay,0,,2.0
2001-02-26,El Aynaoui Y.,clay,1,0.0,3.0
2001-02-26,Martin A.,clay,1,0.5,6.0
2001-02-26,Martin A.,clay,0,0.6,5.0
2001-02-26,Clavet F.,clay,0,0.5,4.0
2001-02-26,Moya C.,clay,1,0.6666666666666666,3.0
2001-02-26,Moya C.,clay,1,,2.0
2001-02-26,Moya C.,clay,1,,1.0
2001-02-26,Moya C.,clay,0,,0.0
2001-02-26,Elsner D.,clay,0,0.3333333333333333,3.0
2001-02-26,Fromberg R.,clay,0,,2.0
2001-02-26,Mantilla F.,clay,0,,1.0
2001-02-26,Costa A.,clay,0,,1.0
2001-02-26,Costa A.,clay,1,,2.0
2001-02-26,Zabaleta M.,clay,0,0.6,5.0
2001-02-26,Zabaleta M.,clay,1,0.5,6.0
2001-02-26,Meligeni F.,clay,1,0.4,5.0
2001-02-26,Meligeni F.,clay,1,0.25,4.0
2001-02-26,Meligeni F.,clay,0,0.3333333333333333,3.0
2001-02-26,Canas G.,clay,1,0.6,5.0
2001-02-26,Canas G.,clay,1,0.5,4.0
2001-02-26,Ruud C.,clay,0,,0.0
2001-02-26,Gaudio G.,clay,0,0.7777777777777778,9.0
2001-02-26,Arazi H.,clay,1,0.25,4.0
2001-02-26,Arazi H.,clay,0,0.3333333333333333,3.0
2001-02-26,Alami K.,clay,0,0.3333333333333333,3.0
2001-02-26,Vanek J.,clay,0,,2.0
2001-02-26,Portas A.,clay,0,0.6666666666666666,6.0
2001-02-26,Hernandez A.,clay,0,,0.0
2001-02-26,Bruguera S.,clay,0,0.3333333333333333,3.0
2001-02-26,Bruguera S.,clay,1,0.25,4.0
2001-02-26,Canas G.,clay,0,0.6666666666666666,3.0
2001-02-26,Vanek J.,clay,1,0.3333333333333333,3.0
2001-02-26,Kuerten G.,clay,1,1.0,5.0
2001-02-26,Bruguera S.,clay,1,0.4,5.0
2001-02-26,Calatrava A.,clay,0,0.3333333333333333,3.0
2001-02-26,Ruud C.,clay,1,,1.0
2001-02-26,Kuerten G.,clay,1,1.0,8.0
2001-02-26,Kuerten G.,clay,1,1.0,9.0
2001-02-26,Vicente F.,clay,0,0.8,10.0
2001-02-26,Gaudio G.,clay,1,0.7,10.0
2001-02-26,Kuerten G.,clay,1,1.0,6.0
2001-02-26,Gaudio G.,clay,1,0.7272727272727273,11.0
2001-04-09,Henman T.,clay,0,,1.0
2001-04-09,Henman T.,clay,1,,0.0
2001-04-09,Alami K.,clay,1,0.25,4.0
2001-04-09,Balcells J.,clay,0,,1.0
2001-04-09,Siemerink J.,clay,1,,0.0
2001-04-09,Massu N.,clay,1,0.0,4.0
2001-04-09,Hantschk M.,clay,0,0.3333333333333333,3.0
2001-04-09,Massu N.,clay,0,0.2,5.0
2001-04-09,Siemerink J.,clay,0,,1.0
2001-04-09,Balcells J.,clay,1,,0.0
2001-04-09,Alami K.,clay,0,0.4,5.0
2001-04-09,Sanchez D.,clay,1,0.25,4.0
2001-04-09,Squillari F.,clay,1,0.5,6.0
2001-04-09,Vicente F.,clay,0,0.7272727272727273,11.0
2001-04-09,El Aarej M.,clay,0,,0.0
2001-04-09,Gaudenzi A.,clay,0,,2.0
2001-04-09,Gaudenzi A.,clay,1,,1.0
2001-04-09,El Aynaoui Y.,clay,1,0.25,4.0
2001-04-09,El Aynaoui Y.,clay,1,0.4,5.0
2001-04-09,El Aynaoui Y.,clay,1,0.5,6.0
2001-04-09,Vanek J.,clay,0,0.6,5.0
2001-04-09,El Aynaoui Y.,clay,0,0.5714285714285714,7.0
2001-04-09,Vinciguerra A.,clay,0,,0.0
2001-04-09,Vinck C.,clay,0,,0.0
2001-04-09,Gaudenzi A.,clay,1,,0.0
2001-04-09,Youzhny M.,clay,0,,0.0
2001-04-09,Zabaleta M.,clay,1,0.5714285714285714,7.0
2001-04-09,Zabaleta M.,clay,0,0.625,8.0
2001-04-09,Zabaleta M.,clay,1,0.5555555555555556,9.0
2001-04-09,Viloca J.A.,clay,0,0.75,4.0
2001-04-09,Sousa T.,clay,0,,0.0
2001-04-09,Vanek J.,clay,1,0.5,4.0
2001-04-09,Dupuis A.,clay,0,,0.0
2001-04-09,Squillari F.,clay,1,0.5714285714285714,7.0
2001-04-09,Squillari F.,clay,0,0.625,8.0
2001-04-09,Ferrero J.C.,clay,1,,0.0
2001-04-09,Ferrero J.C.,clay,1,,1.0
2001-04-09,Ferrero J.C.,clay,1,,2.0
2001-04-09,Ferrero J.C.,clay,1,1.0,3.0
2001-04-09,Ferrero J.C.,clay,1,1.0,4.0
2001-04-09,Vacek J.,clay,0,,0.0
2001-04-09,Stoliarov A.,clay,0,0.6666666666666666,3.0
2001-04-09,Tahiri M.,clay,0,,0.0
2001-04-09,Golmard J.,clay,0,,1.0
2001-04-09,Golmard J.,clay,1,,0.0
2001-04-09,Coria G.,clay,1,0.8181818181818182,11.0
2001-04-09,Coria G.,clay,0,0.8333333333333334,12.0
2001-04-09,Dosedel S.,clay,1,,0.0
2001-04-09,Dosedel S.,clay,0,,1.0
2001-04-09,Tabara M.,clay,0,,0.0
2001-04-09,Schuettler R.,clay,0,,0.0
2001-04-09,Rochus O.,clay,0,,1.0
2001-04-09,Davydenko N.,clay,0,,1.0
2001-04-09,Calatrava A.,clay,0,0.4,5.0
2001-04-09,Martin A.,clay,1,0.5,8.0
2001-04-09,Calatrava A.,clay,1,0.25,4.0
2001-04-09,Rochus C.,clay,0,0.0,3.0
2001-04-09,Rochus O.,clay,1,,0.0
2001-04-09,Canas G.,clay,1,0.7142857142857143,7.0
2001-04-09,Levy H.,clay,0,,0.0
2001-04-09,Pavel A.,clay,1,,0.0
2001-04-09,Kucera K.,clay,0,,1.0
2001-04-09,Puentes G.,clay,1,0.0,3.0
2001-04-09,Pavel A.,clay,1,,1.0
2001-04-09,Pavel A.,clay,1,,2.0
2001-04-09,Malcor O.,clay,0,,0.0
2001-04-09,Malisse X.,clay,0,,0.0
2001-04-09,Kucera K.,clay,1,,0.0
2001-04-09,Chang M.,clay,0,,0.0
2001-04-09,Canas G.,clay,1,0.75,8.0
2001-04-09,Martin A.,clay,0,0.5714285714285714,7.0
2001-04-09,di Pasquale A.,clay,0,0.25,4.0
2001-04-09,Knippschild J.,clay,0,,0.0
2001-04-09,Canas G.,clay,1,0.7777777777777778,9.0
2001-04-09,Canas G.,clay,1,0.8,10.0
2001-04-09,Canas G.,clay,1,0.8181818181818182,11.0
2001-04-09,Kralert P.,clay,0,,0.0
2001-04-09,Robredo T.,clay,0,0.7142857142857143,7.0
2001-04-09,Robredo T.,clay,1,0.3333333333333333,3.0
2001-04-09,Robredo T.,clay,1,0.6,5.0
2001-04-09,Robredo T.,clay,1,0.6666666666666666,6.0
2001-04-09,Novak J.,clay,0,,0.0
2001-04-09,Lapentti N.,clay,0,,0.0
2001-04-09,Blanco G.,clay,0,0.7142857142857143,7.0
2001-04-09,Bruguera S.,clay,0,0.6666666666666666,9.0
2001-04-09,Robredo T.,clay,1,0.5,4.0
2001-04-09,Pavel A.,clay,0,1.0,3.0
2001-04-09,Pozzi G.,clay,0,,0.0
2001-04-09,Portas A.,clay,1,0.6,10.0
2001-04-09,Sargsian S.,clay,1,,0.0
2001-04-09,Sargsian S.,clay,0,,1.0
2001-04-09,Mantilla F.,clay,1,0.6,5.0
2001-04-09,Mantilla F.,clay,0,0.6666666666666666,6.0
2001-04-09,Savolt A.,clay,1,,0.0
2001-04-09,Savolt A.,clay,1,,1.0
2001-04-09,Hipfl M.,clay,1,0.6666666666666666,3.0
2001-04-09,Savolt A.,clay,0,,2.0
2001-04-09,Costa A.,clay,0,0.3333333333333333,3.0
2001-04-09,Couto E.,clay,0,,0.0
2001-04-09,Puerta M.,clay,0,,0.0
2001-04-09,Puentes G.,clay,0,0.4,5.0
2001-04-09,Puentes G.,clay,1,0.25,4.0
2001-04-09,Medvedev A.,clay,0,,0.0
2001-04-09,Bruguera S.,clay,1,0.625,8.0
2001-04-09,Hipfl M.,clay,1,0.75,4.0
2001-04-09,Mantilla F.,clay,1,0.5,4.0
2001-04-09,Mantilla F.,clay,1,0.3333333333333333,3.0
2001-04-09,Portas A.,clay,1,0.5555555555555556,9.0
2001-04-09,Portas A.,clay,1,0.5,8.0
2001-04-09,Montanes A.,clay,0,,2.0
2001-04-09,Montanes A.,clay,1,,1.0
2001-04-09,Hrbaty D.,clay,0,,2.0
2001-04-09,Hrbaty D.,clay,1,,1.0
2001-04-09,Hrbaty D.,clay,1,,0.0
2001-04-09,Portas A.,clay,0,0.5714285714285714,7.0
2001-04-09,Sanchez D.,clay,0,0.4,5.0
2001-04-09,Bruguera S.,clay,1,0.5,6.0
2001-04-09,Bruguera S.,clay,1,0.5714285714285714,7.0
2001-04-09,Belal C.,clay,0,,0.0
2001-04-09,Montanes A.,clay,1,,0.0
2001-04-09,Mantilla F.,clay,1,,2.0
2001-04-09,Hipfl M.,clay,0,0.8,5.0
2001-04-09,Knippschild J.,clay,1,,1.0
2001-04-09,Koubek S.,clay,0,,0.0
2001-04-16,Kuerten G.,clay,1,1.0,15.0
2001-04-16,Calatrava A.,clay,0,0.3333333333333333,6.0
2001-04-16,Vicente F.,clay,0,0.6923076923076923,13.0
2001-04-16,Vicente F.,clay,1,0.6666666666666666,12.0
2001-04-16,Kuerten G.,clay,1,1.0,14.0
2001-04-16,Kuerten G.,clay,1,1.0,13.0
2001-04-16,Kuerten G.,clay,1,1.0,12.0
2001-04-16,Kuerten G.,clay,1,1.0,11.0
2001-04-16,Kuerten G.,clay,1,1.0,10.0
2001-04-16,Pioline C.,clay,1,,0.0
2001-04-16,Pioline C.,clay,0,,1.0
2001-04-16,Calatrava A.,clay,1,0.2857142857142857,7.0
2001-04-16,Lapentti N.,clay,0,,1.0
2001-04-16,Schuettler R.,clay,0,,1.0
2001-04-16,Pavel A.,clay,0,0.75,4.0
2001-04-16,Medvedev A.,clay,0,,1.0
2001-04-16,Costa A.,clay,0,0.25,4.0
2001-04-16,Mirnyi M.,clay,0,,0.0
2001-04-16,Corretja A.,clay,0,,0.0
2001-04-16,Youzhny M.,clay,1,0.3333333333333333,3.0
2001-04-16,Youzhny M.,clay,1,,2.0
2001-04-16,Youzhny M.,clay,0,,1.0
2001-04-16,Voltchkov V.,clay,0,,0.0
2001-04-16,Escude N.,clay,0,,0.0
2001-04-16,Enqvist T.,clay,1,,1.0
2001-04-16,Enqvist T.,clay,0,,0.0
2001-04-16,Chang M.,clay,0,,1.0
2001-04-16,Moya C.,clay,0,0.75,4.0
2001-04-16,Coria G.,clay,1,0.7647058823529411,17.0
2001-04-16,Moya C.,clay,1,0.6,5.0
2001-04-16,Vinciguerra A.,clay,0,,1.0
2001-04-16,Ljubicic I.,clay,0,,0.0
2001-04-16,Levy H.,clay,0,,1.0
2001-04-16,Coria G.,clay,1,0.75,16.0
2001-04-16,Coria G.,clay,1,0.7333333333333333,15.0
2001-04-16,Coria G.,clay,1,0.7142857142857143,14.0
2001-04-16,El Aynaoui Y.,clay,0,0.5,8.0
2001-04-16,Norman M.,clay,0,,0.0
2001-04-16,Norman M.,clay,1,,1.0
2001-04-16,Novak J.,clay,0,,1.0
2001-04-16,Pavel A.,clay,1,0.6,5.0
2001-04-16,Pioline C.,clay,1,,2.0
2001-04-16,Arazi H.,clay,0,0.4,5.0
2001-04-16,Coria G.,clay,0,0.7692307692307693,13.0
2001-04-16,Martin A.,clay,1,0.5833333333333334,12.0
2001-04-16,Haas T.,clay,1,,2.0
2001-04-16,Haas T.,clay,1,,1.0
2001-04-16,Haas T.,clay,0,,0.0
2001-04-16,Martin A.,clay,1,0.5454545454545454,11.0
2001-04-16,Gustafsson M.,clay,1,,2.0
2001-04-16,Safin M.,clay,0,,0.0
2001-04-16,Gustafsson M.,clay,1,,1.0
2001-04-16,Ilie A.,clay,0,,0.0
2001-04-16,Rusedski G.,clay,0,,0.0
2001-04-16,Ilie A.,clay,1,,1.0
2001-04-16,Rosset M.,clay,0,,0.0
2001-04-16,Martin A.,clay,1,0.5,10.0
2001-04-16,Johansson T.,clay,0,,0.0
2001-04-16,Gustafsson M.,clay,0,,0.0
2001-04-16,Kafelnikov Y.,clay,0,,0.0
2001-04-16,Hrbaty D.,clay,0,0.6666666666666666,3.0
2001-04-16,Sanguinetti D.,clay,0,,0.0
2001-04-16,Schalken S.,clay,1,,2.0
2001-04-16,Henman T.,clay,1,0.6,5.0
2001-04-16,Henman T.,clay,1,0.5,4.0
2001-04-16,Henman T.,clay,1,0.3333333333333333,3.0
2001-04-16,Henman T.,clay,0,,2.0
2001-04-16,Schalken S.,clay,1,,1.0
2001-04-16,Costa A.,clay,1,0.2,5.0
2001-04-16,Schalken S.,clay,0,,0.0
2001-04-16,Clement A.,clay,0,,0.0
2001-04-16,Santoro F.,clay,0,,0.0
2001-04-16,Balcells J.,clay,0,,2.0
2001-04-16,Hipfl M.,clay,0,0.6666666666666666,6.0
2001-04-16,Hipfl M.,clay,1,0.5714285714285714,7.0
2001-04-16,Sanguinetti D.,clay,1,,1.0
2001-04-16,Clavet F.,clay,0,0.4,5.0
2001-04-16,Martin A.,clay,0,0.5555555555555556,9.0
2001-04-16,Squillari F.,clay,0,0.5555555555555556,9.0
2001-04-16,Squillari F.,clay,1,0.5,10.0
2001-04-16,Arazi H.,clay,1,0.6,10.0
2001-04-16,Arazi H.,clay,1,0.5555555555555556,9.0
2001-04-16,Arazi H.,clay,1,0.5,8.0
2001-04-16,Arazi H.,clay,1,0.42857142857142855,7.0
2001-04-16,Arazi H.,clay,1,0.3333333333333333,6.0
2001-04-16,Schalken S.,clay,1,0.6666666666666666,3.0
2001-04-16,Pozzi G.,clay,0,,1.0
2001-04-16,Boutter J.,clay,0,,0.0
2001-04-16,Portas A.,clay,1,0.5833333333333334,12.0
2001-04-16,Ulihrach B.,clay,1,,0.0
2001-04-16,Ulihrach B.,clay,0,,1.0
2001-04-16,Portas A.,clay,0,0.6363636363636364,11.0
2001-04-16,Gaudio G.,clay,1,0.6923076923076923,13.0
2001-04-16,Gaudio G.,clay,0,0.75,12.0
2001-04-16,Kucera K.,clay,0,,2.0
2001-04-16,Prinosil D.,clay,0,,0.0
2001-04-16,Golmard J.,clay,0,,2.0
2001-04-16,Golmard J.,clay,1,0.3333333333333333,3.0
2001-04-16,Kiefer N.,clay,0,,0.0
2001-04-16,Grosjean S.,clay,1,0.75,4.0
2001-04-16,Grosjean S.,clay,1,0.6666666666666666,3.0
2001-04-16,Grosjean S.,clay,1,,2.0
2001-04-16,Grosjean S.,clay,1,,1.0
2001-04-16,Grosjean S.,clay,0,,0.0
2001-04-16,Rios M.,clay,1,0.0,3.0
2001-04-16,Rios M.,clay,0,,2.0
2001-04-16,Bjorkman J.,clay,0,,0.0
2001-04-16,Bjorkman J.,clay,1,,1.0
2001-04-16,Blanco G.,clay,0,0.625,8.0
2001-04-16,Blanco G.,clay,1,0.5555555555555556,9.0
2001-04-16,Blanco G.,clay,1,0.6,10.0
2001-04-16,Puerta M.,clay,0,,1.0
2001-04-16,Golmard J.,clay,1,0.5,4.0
2001-04-16,Bruguera S.,clay,0,0.6,10.0
2001-04-16,Costa A.,clay,1,0.3333333333333333,6.0
2001-04-16,Ferreira W.,clay,0,,0.0
2001-04-16,di Pasquale A.,clay,0,0.2,5.0
2001-04-16,Federer R.,clay,0,,0.0
2001-04-16,di Pasquale A.,clay,1,0.16666666666666666,6.0
2001-04-16,Ferrero J.C.,clay,0,1.0,5.0
2001-04-16,di Pasquale A.,clay,1,0.2857142857142857,7.0
2001-04-16,Ferrero J.C.,clay,1,0.8333333333333334,6.0
2001-04-16,Alami K.,clay,0,0.3333333333333333,6.0
2001-04-16,Federer R.,clay,1,,1.0
2001-04-16,Federer R.,clay,1,0.6666666666666666,3.0
2001-04-16,Federer R.,clay,1,,2.0
2001-04-23,Siemerink J.,clay,0,,2.0
2001-04-23,Rochus C.,clay,1,0.16666666666666666,6.0
2001-04-23,Ferrero J.C.,clay,1,0.9,10.0
2001-04-23,Clement A.,clay,0,,2.0
2001-04-23,Clement A.,clay,1,,1.0
2001-04-23,Rochus C.,clay,0,0.0,4.0
2001-04-23,Rochus C.,clay,1,0.0,5.0
2001-04-23,Balcells J.,clay,0,0.5,4.0
2001-04-23,Gross O.,clay,1,,0.0
2001-04-23,Lareau S.,clay,0,,0.0
2001-04-23,Davydenko N.,clay,0,,2.0
2001-04-23,Gonzalez F.,clay,0,0.5,4.0
2001-04-23,Escude N.,clay,0,,2.0
2001-04-23,Norman M.,clay,0,,2.0
2001-04-23,Burgsmuller L.,clay,1,,0.0
2001-04-23,Balcells J.,clay,1,0.3333333333333333,3.0
2001-04-23,Clavet F.,clay,0,0.3333333333333333,6.0
2001-04-23,Burgsmuller L.,clay,0,,1.0
2001-04-23,Vanek J.,clay,0,0.5,6.0
2001-04-23,Escude N.,clay,1,,1.0
2001-04-23,Charpentier M.,clay,0,,1.0
2001-04-23,Lee H.T.,clay,0,,0.0
2001-04-23,Ljubicic I.,clay,0,,1.0
2001-04-23,Moya C.,clay,1,0.75,8.0
2001-04-23,Kratochvil M.,clay,1,,1.0
