date,season,tournament,surface,winner,loser,winner_rank,loser_rank,b365w,b365l
2007-09-10,2007,Stockholm Open,Hard,Johansson T.,Del Potro J.M.,55.0,54.0,1.5,2.5
2007-09-10,2007,BA-CA Tennis Trophy,Hard,Djokovic N.,Ginepri R.,3.0,70.0,1.08,7.0
2007-09-10,2007,BA-CA Tennis Trophy,Hard,Chela J.I.,Garcia-Lopez G.,16.0,93.0,1.25,3.75
2007-09-10,2007,BA-CA Tennis Trophy,Hard,Nalbandian D.,Galvani S.,22.0,168.0,1.11,6.0
2007-09-10,2007,Stockholm Open,Hard,Karlovic I.,Massu N.,25.0,74.0,1.25,3.75
2007-09-10,2007,BA-CA Tennis Trophy,Hard,Lopez F.,Eschauer W.,43.0,63.0,1.14,5.0
2007-09-10,2007,Stockholm Open,Hard,Ancic M.,Delic A.,56.0,85.0,1.3,3.4
2007-10-01,2007,Heineken Open,Hard,Fish M.,Kendrick R.,45.0,90.0,1.33,3.0
2007-10-01,2007,Sydney International,Hard,Mathieu P.H.,Davydenko N.,51.0,3.0,2.75,1.39
2007-10-01,2007,Sydney International,Hard,Moya C.,Verdasco F.,44.0,35.0,2.1,1.66
2007-10-01,2007,Sydney International,Hard,Blake J.,Healey N.,5.0,163.0,1.05,8.5
2007-10-01,2007,Sydney International,Hard,Gasquet R.,Becker B.,18.0,58.0,1.22,4.0
2007-10-01,2007,Sydney International,Hard,Korolev E.,Ginepri R.,102.0,52.0,2.87,1.38
2007-10-01,2007,Sydney International,Hard,Baghdatis M.,Hernych J.,11.0,75.0,1.25,3.75
2007-10-01,2007,Heineken Open,Hard,Vliegen K.,Almagro N.,39.0,32.0,1.39,2.75
2007-10-01,2007,Heineken Open,Hard,Monaco J.,Rochus O.,71.0,36.0,4.0,1.22
2007-10-01,2007,Sydney International,Hard,Berdych T.,Minar I.,13.0,161.0,1.12,5.5
2007-10-01,2007,Heineken Open,Hard,Almagro N.,Wawrinka S.,32.0,31.0,3.0,1.33
2007-10-01,2007,Heineken Open,Hard,Hrbaty D.,Jun W.,22.0,360.0,1.14,5.0
2007-10-01,2007,Heineken Open,Hard,Ancic M.,Rosol L.,9.0,288.0,1.04,9.0
2007-10-01,2007,Heineken Open,Hard,Calleri A.,Del Potro J.M.,30.0,74.0,2.0,1.72
2007-10-01,2007,Heineken Open,Hard,Robredo T.,Martin A.,7.0,60.0,1.14,5.0
2007-10-01,2007,Heineken Open,Hard,Calleri A.,Serra F.,30.0,76.0,1.53,2.37
2007-10-01,2007,Sydney International,Hard,Melzer J.,Guccione C.,40.0,107.0,2.1,1.66
2007-10-01,2007,Heineken Open,Hard,Kohlschreiber P.,Hrbaty D.,63.0,22.0,2.37,1.53
2007-10-01,2007,Heineken Open,Hard,Monaco J.,King-Turner D.,71.0,456.0,1.16,4.5
2007-10-03,2007,Pacific Life Open,Hard,Russell M.,Gicquel M.,88.0,42.0,1.9,1.8
2007-10-03,2007,Pacific Life Open,Hard,Nadal R.,Clement A.,2.0,53.0,1.12,5.5
2007-10-03,2007,Pacific Life Open,Hard,Seppi A.,Kuznetsov A.,102.0,162.0,1.57,2.25
2007-10-03,2007,Pacific Life Open,Hard,Acasuso J.,Youzhny M.,37.0,17.0,3.75,1.25
2007-10-03,2007,Pacific Life Open,Hard,Johansson T.,Mirnyi M.,85.0,55.0,1.39,2.75
2007-10-03,2007,Pacific Life Open,Hard,Tipsarevic J.,Srichaphan P.,100.0,52.0,1.53,2.37
2007-10-03,2007,Pacific Life Open,Hard,Querrey S.,Rochus C.,67.0,129.0,1.14,5.0
2007-10-03,2007,Pacific Life Open,Hard,Moya C.,Capdeville P.,36.0,151.0,1.36,3.0
2007-10-03,2007,Pacific Life Open,Hard,Horna L.,Volandri F.,72.0,54.0,1.28,3.5
2007-10-03,2007,Pacific Life Open,Hard,Falla A.,Becker B.,99.0,38.0,3.25,1.33
2007-10-03,2007,Pacific Life Open,Hard,Hernych J.,Henman T.,73.0,44.0,3.0,1.36
2007-10-03,2007,Pacific Life Open,Hard,Canas G.,Hajek J.,60.0,74.0,1.05,9.0
2007-10-03,2007,Pacific Life Open,Hard,Ginepri R.,Kendrick R.,43.0,87.0,1.33,3.25
2007-10-03,2007,Pacific Life Open,Hard,Gabashvili T.,Vliegen K.,80.0,48.0,3.0,1.36
2007-10-03,2007,Pacific Life Open,Hard,Dancevic F.,Waske A.,117.0,133.0,1.72,2.0
2007-10-03,2007,Pacific Life Open,Hard,Llodra M.,Zib T.,79.0,136.0,1.44,2.62
2007-10-03,2007,Pacific Life Open,Hard,Bjorkman J.,Phau B.,39.0,126.0,1.57,2.25
2007-10-03,2007,Pacific Life Open,Hard,Moodie W.,Dlouhy L.,142.0,109.0,1.83,1.83
2007-10-03,2007,Pacific Life Open,Hard,Nieminen J.,Goldstein P.,19.0,95.0,1.36,3.0
2007-10-03,2007,Pacific Life Open,Hard,Simon G.,Schuettler R.,40.0,130.0,1.61,2.2
2007-10-08,2007,Rogers Masters,Hard,Stepanek R.,Davydenko N.,60.0,5.0,2.5,1.53
2007-10-08,2007,Rogers Masters,Hard,Roddick A.,Baghdatis M.,3.0,19.0,1.53,2.37
2007-10-08,2007,Rogers Masters,Hard,Federer R.,Hewitt L.,1.0,21.0,1.04,11.0
2007-10-08,2007,Rogers Masters,Hard,Djokovic N.,Roddick A.,4.0,3.0,1.66,2.2
2007-10-09,2007,China Open,Hard,Gonzalez F.,Peya A.,7.0,154.0,1.12,5.5
2007-10-09,2007,China Open,Hard,Kim K.,Yu X.Y.,178.0,515.0,1.28,3.5
2007-10-09,2007,China Open,Hard,Capdeville P.,Udomchoke D.,106.0,112.0,1.5,2.5
2007-10-09,2007,China Open,Hard,Lee H.T.,Garcia A.,39.0,173.0,1.1,6.5
2007-10-09,2007,China Open,Hard,Phau B.,Sanguinetti D.,162.0,253.0,1.44,2.62
2007-10-09,2007,China Open,Hard,Kunitsyn I.,Sun P.,88.0,535.0,1.1,6.5
2007-10-10,2007,BA-CA Tennis Trophy,Hard,Gonzalez F.,Vanek J.,6.0,105.0,1.07,7.5
2007-10-10,2007,BA-CA Tennis Trophy,Hard,Ferrero J.C.,Benneteau J.,23.0,61.0,1.44,2.62
2007-10-10,2007,BA-CA Tennis Trophy,Hard,Seppi A.,Haase R.,73.0,103.0,1.53,2.37
2007-10-10,2007,Stockholm Open,Hard,Llodra M.,Gremelmayr D.,65.0,149.0,1.28,3.5
2007-10-10,2007,Stockholm Open,Hard,Dancevic F.,Wessels P.,69.0,200.0,1.44,2.62
2007-10-10,2007,Stockholm Open,Hard,Monaco J.,Prpic F.,20.0,261.0,1.16,4.5
2007-10-10,2007,Stockholm Open,Hard,Haas T.,Montanes A.,12.0,47.0,1.04,10.0
2007-10-10,2007,Stockholm Open,Hard,Johansson J.,Berlocq C.,170.0,67.0,1.12,5.5
2007-10-10,2007,Stockholm Open,Hard,Clement A.,Mirnyi M.,40.0,98.0,1.44,2.62
2007-10-10,2007,Stockholm Open,Hard,Ryderstedt M.,Carlsen K.,248.0,304.0,1.61,2.2
2007-10-10,2007,BA-CA Tennis Trophy,Hard,Ljubicic I.,Fish M.,13.0,39.0,1.38,2.87
2007-10-10,2007,Stockholm Open,Hard,Luczak P.,Becker B.,84.0,78.0,3.75,1.25
2007-10-10,2007,Stockholm Open,Hard,Rehnquist B.,Spadea V.,306.0,79.0,,
2007-11-01,2007,Sydney International,Hard,Melzer J.,Berdych T.,40.0,13.0,3.5,1.28
2007-11-01,2007,Heineken Open,Hard,Ferrer D.,Vliegen K.,16.0,39.0,1.39,2.75
2007-11-01,2007,Sydney International,Hard,Moya C.,Baghdatis M.,44.0,11.0,2.62,1.44
2007-11-01,2007,Heineken Open,Hard,Fish M.,Chela J.I.,45.0,33.0,1.36,3.0
2007-11-01,2007,Heineken Open,Hard,Calleri A.,Monaco J.,30.0,71.0,1.33,3.25
2007-11-01,2007,Sydney International,Hard,Blake J.,Korolev E.,5.0,102.0,1.11,5.5
2007-11-01,2007,Heineken Open,Hard,Robredo T.,Kohlschreiber P.,7.0,63.0,,
2007-11-01,2007,Sydney International,Hard,Gasquet R.,Mathieu P.H.,18.0,51.0,1.28,3.5
2007-11-01,2007,Heineken Open,Hard,Chela J.I.,Massu N.,33.0,42.0,1.66,2.1
2007-11-01,2007,Heineken Open,Hard,Ferrer D.,Bracciali D.,16.0,66.0,1.14,5.0
2007-11-01,2007,Heineken Open,Hard,Fish M.,Ancic M.,45.0,9.0,2.62,1.44
2007-11-03,2007,Pacific Life Open,Hard,Ferrer D.,Horna L.,15.0,72.0,1.5,2.5
2007-11-03,2007,Pacific Life Open,Hard,Moya C.,Stepanek R.,36.0,26.0,1.8,1.9
2007-11-03,2007,Pacific Life Open,Hard,Nalbandian D.,Kohlschreiber P.,10.0,59.0,1.39,2.75
2007-11-03,2007,Pacific Life Open,Hard,Korolev E.,Tursunov D.,71.0,21.0,1.83,1.83
2007-11-03,2007,Pacific Life Open,Hard,Chela J.I.,Bjorkman J.,31.0,39.0,1.33,3.25
2007-11-03,2007,Pacific Life Open,Hard,Gabashvili T.,Hrbaty D.,80.0,25.0,2.5,1.5
2007-11-03,2007,Pacific Life Open,Hard,Soderling R.,Bracciali D.,27.0,82.0,1.16,4.5
2007-11-03,2007,Pacific Life Open,Hard,Ljubicic I.,Falla A.,8.0,99.0,1.08,7.0
2007-11-03,2007,Pacific Life Open,Hard,Russell M.,Berdych T.,88.0,12.0,3.5,1.28
2007-11-03,2007,Pacific Life Open,Hard,Roddick A.,Lopez F.,3.0,92.0,1.07,7.5
2007-11-03,2007,Pacific Life Open,Hard,Ferrero J.C.,Mayer F.,23.0,45.0,1.72,2.0
2007-11-03,2007,Pacific Life Open,Hard,Gasquet R.,Del Potro J.M.,16.0,65.0,1.33,3.25
2007-11-03,2007,Pacific Life Open,Hard,Rochus O.,Spadea V.,35.0,70.0,1.44,2.62
2007-11-03,2007,Pacific Life Open,Hard,Verdasco F.,Seppi A.,33.0,102.0,1.38,2.87
2007-11-03,2007,Pacific Life Open,Hard,Simon G.,Robredo T.,40.0,7.0,3.75,1.25
2007-11-03,2007,Pacific Life Open,Hard,Gonzalez F.,Dancevic F.,5.0,117.0,1.14,5.0
2007-11-03,2007,Pacific Life Open,Hard,Murray A.,Moodie W.,14.0,142.0,1.05,9.0
2007-11-03,2007,Pacific Life Open,Hard,Mahut N.,Safin M.,94.0,24.0,4.5,1.16
2007-11-03,2007,Pacific Life Open,Hard,Hernych J.,Calleri A.,73.0,29.0,2.25,1.57
2007-11-03,2007,Pacific Life Open,Hard,Canas G.,Federer R.,60.0,1.0,15.0,1.01
2007-11-03,2007,Pacific Life Open,Hard,Mathieu P.H.,Fish M.,63.0,22.0,2.5,1.5
2007-11-03,2007,Pacific Life Open,Hard,Garcia-Lopez G.,Baghdatis M.,68.0,18.0,4.5,1.16
2007-11-03,2007,Pacific Life Open,Hard,Johansson T.,Almagro N.,85.0,32.0,1.39,2.75
2007-11-08,2007,Rogers Masters,Hard,Nadal R.,Dancevic F.,2.0,91.0,1.05,10.0
2007-11-08,2007,Rogers Masters,Hard,Federer R.,Stepanek R.,1.0,60.0,1.03,12.0
2007-11-09,2007,China Open,Hard,Cilic M.,Schuettler R.,117.0,141.0,1.72,2.0
2007-11-09,2007,China Open,Hard,Davydenko N.,Fleishman Z.,4.0,138.0,1.11,6.0
2007-11-09,2007,China Open,Hard,Baghdatis M.,Zeng S.X.,18.0,794.0,1.02,12.0
2007-11-09,2007,China Open,Hard,Tsonga J.W.,Bopanna R.,60.0,252.0,1.14,5.0
2007-11-09,2007,China Open,Hard,Troicki V.,Gabashvili T.,139.0,96.0,2.37,1.53
2007-11-09,2007,China Open,Hard,Pashanski B.,Lu Y.H.,92.0,100.0,2.37,1.53
2007-11-09,2007,China Open,Hard,de Voest R.,Jun W.S.,129.0,407.0,1.28,3.5
2007-11-09,2007,China Open,Hard,Ljubicic I.,Nishikori K.,12.0,257.0,1.08,7.0
2007-11-09,2007,China Open,Hard,Kiefer N.,Sela D.,168.0,105.0,1.16,4.5
2007-11-10,2007,Stockholm Open,Hard,Blake J.,Dancevic F.,7.0,69.0,1.25,3.75
2007-11-10,2007,Stockholm Open,Hard,Karlovic I.,Johansson J.,25.0,170.0,1.61,2.2
2007-11-10,2007,Stockholm Open,Hard,Johansson T.,Llodra M.,55.0,65.0,1.39,2.75
2007-11-10,2007,Stockholm Open,Hard,Clement A.,Ryderstedt M.,40.0,248.0,1.16,4.5
2007-11-10,2007,Stockholm Open,Hard,Nieminen J.,Luczak P.,26.0,84.0,1.2,4.33
2007-11-10,2007,BA-CA Tennis Trophy,Hard,Wawrinka S.,Nalbandian D.,41.0,22.0,2.25,1.57
2007-11-10,2007,BA-CA Tennis Trophy,Hard,Lopez F.,Koubek S.,43.0,60.0,1.72,2.0
2007-11-10,2007,Stockholm Open,Hard,Ancic M.,Rehnquist B.,56.0,306.0,1.06,8.0
2007-11-10,2007,BA-CA Tennis Trophy,Hard,Djokovic N.,Zib T.,3.0,126.0,1.01,13.0
2007-11-10,2007,BA-CA Tennis Trophy,Hard,Chela J.I.,Melzer J.,16.0,49.0,2.0,1.72
2007-11-11,2007,Masters Cup,Hard,Ferrer D.,Djokovic N.,6.0,3.0,3.25,1.33
2007-11-11,2007,Masters Cup,Hard,Nadal R.,Gasquet R.,2.0,8.0,1.28,3.5
2007-12-01,2007,Heineken Open,Hard,Ferrer D.,Fish M.,16.0,45.0,1.66,2.1
2007-12-01,2007,Heineken Open,Hard,Robredo T.,Calleri A.,7.0,30.0,1.53,2.37
2007-12-01,2007,Sydney International,Hard,Blake J.,Melzer J.,5.0,40.0,1.16,4.5
2007-12-01,2007,Sydney International,Hard,Moya C.,Gasquet R.,44.0,18.0,3.25,1.33
2007-12-02,2007,Open 13,Hard,Youzhny M.,Djokovic N.,22.0,14.0,2.5,1.5
2007-12-02,2007,Open 13,Hard,Benneteau J.,Serra F.,43.0,66.0,1.66,2.1
2007-12-02,2007,SAP Open,Hard,Pless K.,Stakhovsky S.,83.0,195.0,1.57,2.25
2007-12-02,2007,SAP Open,Hard,Greul S.,Kendrick R.,81.0,82.0,2.5,1.5
2007-12-02,2007,SAP Open,Hard,Karlovic I.,Garcia-Lopez G.,103.0,70.0,1.61,2.2
2007-12-03,2007,Pacific Life Open,Hard,Gonzalez F.,Soderling R.,5.0,27.0,1.66,2.1
2007-12-03,2007,Pacific Life Open,Hard,Ferrer D.,Tipsarevic J.,15.0,100.0,1.3,3.39
2007-12-03,2007,Pacific Life Open,Hard,Murray A.,Mahut N.,14.0,94.0,1.1,6.5
2007-12-03,2007,Pacific Life Open,Hard,Russell M.,Garcia-Lopez G.,88.0,68.0,1.5,2.5
2007-12-03,2007,Pacific Life Open,Hard,Roddick A.,Rochus O.,3.0,35.0,1.11,6.0
2007-12-03,2007,Pacific Life Open,Hard,Haas T.,Gabashvili T.,9.0,80.0,1.06,8.0
2007-12-03,2007,Pacific Life Open,Hard,Moya C.,Canas G.,36.0,60.0,2.5,1.5
2007-12-03,2007,Pacific Life Open,Hard,Ljubicic I.,Johansson T.,8.0,85.0,1.39,2.75
2007-12-03,2007,Pacific Life Open,Hard,Djokovic N.,Korolev E.,13.0,71.0,1.25,3.75
2007-12-03,2007,Pacific Life Open,Hard,Nalbandian D.,Mathieu P.H.,10.0,63.0,1.44,2.62
2007-12-03,2007,Pacific Life Open,Hard,Tipsarevic J.,Hewitt L.,100.0,20.0,5.5,1.12
2007-12-03,2007,Pacific Life Open,Hard,Chela J.I.,Simon G.,31.0,40.0,1.66,2.1
2007-12-03,2007,Pacific Life Open,Hard,Benneteau J.,Melzer J.,46.0,28.0,2.1,1.66
2007-12-03,2007,Pacific Life Open,Hard,Davydenko N.,Querrey S.,4.0,67.0,1.28,3.5
2007-12-03,2007,Pacific Life Open,Hard,Djokovic N.,Ginepri R.,13.0,43.0,1.3,3.39
2007-12-03,2007,Pacific Life Open,Hard,Blake J.,Serra F.,6.0,66.0,1.11,6.0
2007-12-03,2007,Pacific Life Open,Hard,Gasquet R.,Nieminen J.,16.0,19.0,1.25,3.75
2007-12-03,2007,Pacific Life Open,Hard,Haas T.,Llodra M.,9.0,79.0,1.07,7.5
2007-12-08,2007,Rogers Masters,Hard,Djokovic N.,Nadal R.,4.0,2.0,2.2,1.66
2007-12-09,2007,China Open,Hard,Gonzalez F.,Capdeville P.,7.0,106.0,1.3,3.39
2007-12-09,2007,China Open,Hard,Robredo T.,Gremelmayr D.,11.0,146.0,1.1,6.5
2007-12-09,2007,China Open,Hard,Lee H.T.,Phau B.,39.0,162.0,1.16,4.5
2007-12-09,2007,China Open,Hard,Ljubicic I.,Troicki V.,12.0,139.0,1.1,6.5
2007-12-09,2007,China Open,Hard,Baghdatis M.,Pashanski B.,18.0,92.0,1.11,6.0
2007-12-10,2007,BA-CA Tennis Trophy,Hard,Ferrero J.C.,Gonzalez F.,23.0,6.0,2.5,1.5
2007-12-10,2007,BA-CA Tennis Trophy,Hard,Wawrinka S.,Lopez F.,41.0,43.0,1.72,2.0
2007-12-10,2007,BA-CA Tennis Trophy,Hard,Djokovic N.,Chela J.I.,3.0,16.0,1.11,6.0
2007-12-10,2007,Stockholm Open,Hard,Blake J.,Nieminen J.,7.0,26.0,1.3,3.4
2007-12-10,2007,Stockholm Open,Hard,Johansson T.,Ancic M.,55.0,56.0,1.83,1.83
2007-12-10,2007,Stockholm Open,Hard,Haas T.,Monaco J.,12.0,20.0,1.38,2.87
2007-12-10,2007,Stockholm Open,Hard,Karlovic I.,Clement A.,25.0,40.0,1.61,2.2
2007-12-10,2007,BA-CA Tennis Trophy,Hard,Seppi A.,Ljubicic I.,73.0,13.0,3.75,1.25
2007-12-11,2007,Masters Cup,Hard,Gonzalez F.,Federer R.,7.0,1.0,11.0,1.03
2007-12-11,2007,Masters Cup,Hard,Roddick A.,Davydenko N.,5.0,4.0,1.44,2.62
2008-01-01,2008,Chennai Open,Hard,Haase R.,Baghdatis M.,114.0,16.0,4.5,1.16
2008-01-01,2008,Chennai Open,Hard,Garcia-Lopez G.,Peya A.,90.0,187.0,1.53,2.37
2008-01-01,2008,Chennai Open,Hard,Zovko L.,Ascione T.,759.0,94.0,2.62,1.44
2008-01-01,2008,Chennai Open,Hard,Nadal R.,Montcourt M.,2.0,123.0,1.01,15.0
2008-01-01,2008,Chennai Open,Hard,Ram R.,Schukin Y.,253.0,122.0,1.53,2.37
2008-01-01,2008,Chennai Open,Hard,Mahut N.,Haase R.,45.0,114.0,,
2008-01-01,2008,Chennai Open,Hard,Moya C.,Gabashvili T.,17.0,125.0,1.05,9.0
2008-01-01,2008,Chennai Open,Hard,Cilic M.,Troicki V.,71.0,127.0,1.44,2.62
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Tipsarevic J.,Ventura S.,52.0,87.0,1.16,4.5
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Schuettler R.,Pavel A.,99.0,75.0,2.1,1.66
2008-01-01,2008,Chennai Open,Hard,Vliegen K.,Gicquel M.,98.0,70.0,2.2,1.61
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Calleri A.,Robredo T.,42.0,10.0,2.62,1.44
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Wawrinka S.,Martin A.,36.0,143.0,1.22,4.0
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Davydenko N.,Dorsch B.,4.0,215.0,1.08,7.0
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Kiefer N.,de Chaunac S.,49.0,377.0,1.12,5.5
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Rochus C.,Karlovic I.,194.0,22.0,5.0,1.14
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Tursunov D.,Montanes A.,34.0,46.0,1.12,5.5
2008-01-01,2008,Chennai Open,Hard,Kudryavtsev A.,Amritraj P.,255.0,278.0,1.53,2.37
2008-01-01,2008,Chennai Open,Hard,Eschauer W.,Salva B.,66.0,326.0,1.4,2.75
2008-01-01,2008,Qatar Exxon Mobil Open,Hard,Murray A.,Rochus O.,11.0,48.0,1.16,4.5
2008-01-01,2008,Next Generation Adelaide International,Hard,Korolev E.,Jones A.,80.0,131.0,,
2008-01-01,2008,Next Generation Adelaide International,Hard,Nieminen J.,Klec I.,27.0,224.0,1.16,4.5
2008-01-01,2008,Next Generation Adelaide International,Hard,Tsonga J.W.,Hanescu V.,43.0,76.0,1.28,3.5
2008-01-01,2008,Next Generation Adelaide International,Hard,Spadea V.,Grosjean S.,77.0,53.0,2.87,1.38
2008-01-01,2008,Next Generation Adelaide International,Hard,Acasuso J.,Falla A.,65.0,81.0,1.8,1.9
2008-01-01,2008,Next Generation Adelaide International,Hard,Hewitt L.,Sela D.,21.0,64.0,1.14,5.0
2008-01-01,2008,Next Generation Adelaide International,Hard,Mathieu P.H.,Benneteau J.,25.0,68.0,1.44,2.62
2008-01-01,2008,Next Generation Adelaide International,Hard,Guccione C.,Odesnik W.,91.0,126.0,1.57,2.25
2008-01-01,2008,Next Generation Adelaide International,Hard,Dancevic F.,Bolelli S.,72.0,67.0,1.57,2.25
2008-01-01,2008,Next Generation Adelaide International,Hard,Gulbis E.,Golubev A.,61.0,177.0,1.4,2.75
2008-01-03,2008,Regions Morgan Keegan Championships,Hard,Stepanek R.,Guccione C.,31.0,86.0,1.61,2.2
2008-01-03,2008,Regions Morgan Keegan Championships,Hard,Soderling R.,Roddick A.,42.0,6.0,2.37,1.53
2008-01-03,2008,Regions Morgan Keegan Championships,Hard,Darcis S.,Bjorkman J.,81.0,85.0,1.53,2.37
2008-01-03,2008,Regions Morgan Keegan Championships,Hard,Soderling R.,Stepanek R.,42.0,31.0,1.44,2.62
2008-01-04,2008,Sony Ericsson Open,Hard,Nadal R.,Mathieu P.H.,2.0,16.0,1.16,4.5
2008-01-04,2008,Sony Ericsson Open,Hard,Davydenko N.,Ancic M.,4.0,62.0,1.9,1.8
2008-01-04,2008,Sony Ericsson Open,Hard,Federer R.,Acasuso J.,1.0,45.0,1.03,11.0
2008-01-04,2008,Sony Ericsson Open,Hard,Berdych T.,Tursunov D.,10.0,35.0,1.4,2.75
2008-01-04,2008,Sony Ericsson Open,Hard,Andreev I.,Canas G.,32.0,15.0,2.25,1.57
2008-01-04,2008,Sony Ericsson Open,Hard,Roddick A.,Minar I.,6.0,86.0,1.07,7.5
2008-01-04,2008,Sony Ericsson Open,Hard,Blake J.,Stepanek R.,9.0,28.0,1.7,2.04
2008-01-04,2008,Sony Ericsson Open,Hard,Tipsarevic J.,Youzhny M.,41.0,11.0,1.83,1.83
2008-01-08,2008,Western & Southern Financial Group Masters,Hard,Karlovic I.,Kohlschreiber P.,22.0,37.0,1.61,2.25
2008-01-08,2008,Western & Southern Financial Group Masters,Hard,Djokovic N.,Gulbis E.,3.0,53.0,1.2,4.5
2008-01-08,2008,Western & Southern Financial Group Masters,Hard,Murray A.,Moya C.,9.0,41.0,1.16,5.0
2008-01-08,2008,Western & Southern Financial Group Masters,Hard,Nadal R.,Haas T.,2.0,42.0,1.06,8.0
2008-01-09,2008,US Open,Hard,Nadal R.,Querrey S.,1.0,55.0,1.03,11.0
2008-01-09,2008,US Open,Hard,Fish M.,Monfils G.,35.0,33.0,2.37,1.53
2008-01-09,2008,US Open,Hard,Djokovic N.,Cilic M.,3.0,24.0,1.12,5.5
2008-01-09,2008,US Open,Hard,Gonzalez F.,Nieminen J.,11.0,37.0,1.33,3.25
2008-01-09,2008,US Open,Hard,Del Potro J.M.,Nishikori K.,17.0,126.0,1.22,4.0
2008-01-10,2008,Open de Moselle,Hard,Stepanek R.,Benneteau J.,29.0,53.0,1.28,3.5
2008-01-10,2008,Open de Moselle,Hard,De Voest R.,Clement A.,166.0,88.0,2.87,1.38
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Melzer J.,Stadler S.,38.0,142.0,1.3,3.4
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Schuettler R.,Lee H.T.,35.0,155.0,1.53,2.37
2008-01-10,2008,Open de Moselle,Hard,Llodra M.,Lopez F.,36.0,37.0,1.61,2.2
2008-01-10,2008,Open de Moselle,Hard,Tursunov D.,Acasuso J.,32.0,47.0,1.4,2.75
2008-01-10,2008,Open de Moselle,Hard,Mannarino A.,Seppi A.,181.0,28.0,3.75,1.25
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Tsonga J.W.,Reynolds B.,16.0,89.0,1.11,6.0
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Ferrer D.,Levine J.,5.0,101.0,1.16,4.5
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Berdych T.,Karanusic R.,27.0,105.0,1.12,5.5
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Nieminen J.,Mamiit C.,33.0,420.0,1.16,4.5
2008-01-10,2008,Open de Moselle,Hard,Tipsarevic J.,Gulbis E.,43.0,50.0,2.62,1.44
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Nishikori K.,Garcia-Lopez G.,84.0,60.0,1.33,3.25
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Robredo T.,Sirianni J.,17.0,143.0,1.11,6.0
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Youzhny M.,Cipolla F.,21.0,129.0,1.2,4.33
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Troicki V.,Odesnik W.,65.0,109.0,1.4,2.75
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Delic A.,Querrey S.,135.0,39.0,3.4,1.3
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Gasquet R.,Slanar M.,13.0,232.0,1.07,7.5
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Roddick A.,Minar I.,8.0,102.0,1.08,7.0
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Gonzalez F.,Lu Y.H.,11.0,69.0,1.16,4.5
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Del Potro J.M.,Sela D.,12.0,66.0,1.25,3.75
2008-01-10,2008,AIG Japan Open Tennis Championships,Hard,Suzuki T.,Bolelli S.,593.0,46.0,4.5,1.16
2008-01-10,2008,Open de Moselle,Hard,Moya C.,Karlovic I.,49.0,14.0,2.2,1.61
2008-02-01,2008,Qatar Exxon Mobil Open,Hard,Murray A.,Schuettler R.,11.0,99.0,1.07,7.5
2008-02-01,2008,Chennai Open,Hard,Moya C.,Kudryavtsev A.,17.0,255.0,1.05,9.0
2008-02-01,2008,Next Generation Adelaide International,Hard,Mathieu P.H.,Guccione C.,25.0,91.0,1.4,2.75
2008-02-01,2008,Next Generation Adelaide International,Hard,Becker B.,Russell M.,84.0,82.0,1.83,1.83
2008-02-01,2008,Next Generation Adelaide International,Hard,Sirianni J.,Querrey S.,195.0,63.0,3.0,1.36
2008-02-01,2008,Chennai Open,Hard,Youzhny M.,Roger-Vasselin E.,19.0,97.0,1.12,5.5
2008-02-01,2008,Chennai Open,Hard,Serra F.,Vliegen K.,92.0,98.0,2.0,1.72
2008-02-01,2008,Chennai Open,Hard,Malisse X.,Melzer J.,112.0,60.0,1.57,2.25
2008-02-01,2008,Qatar Exxon Mobil Open,Hard,Johansson T.,Berrer M.,62.0,57.0,1.44,2.62
2008-02-01,2008,Next Generation Adelaide International,Hard,Llodra M.,Korolev E.,93.0,80.0,1.83,1.83
2008-02-01,2008,Qatar Exxon Mobil Open,Hard,Ljubicic I.,Tipsarevic J.,18.0,52.0,1.3,3.4
2008-02-01,2008,Qatar Exxon Mobil Open,Hard,Tursunov D.,Kiefer N.,34.0,49.0,2.0,1.72
2008-02-01,2008,Qatar Exxon Mobil Open,Hard,Kohlschreiber P.,Volandri F.,32.0,40.0,1.19,4.33
