date,season,tournament,surface,winner,loser,winner_rank,loser_rank,b365w,b365l
2001-01-01,2001,AAPT Championships,Hard,Clement A.,Gaudenzi A.,18.0,101,,
2001-01-01,2001,Qatar Open,Hard,Jonsson F.,Sanguinetti D.,203.0,65,,
2001-01-01,2001,Qatar Open,Hard,Escude N.,El Aynaoui Y.,48.0,25,,
2001-01-01,2001,Qatar Open,Hard,di Pasquale A.,Zabaleta M.,60.0,61,,
2001-01-01,2001,Qatar Open,Hard,Calatrava A.,Koubek S.,56.0,54,,
2001-01-01,2001,Qatar Open,Hard,Boutter J.,Ivanisevic G.,70.0,129,,
2001-01-01,2001,Qatar Open,Hard,Arazi H.,Portas A.,30.0,51,,
2001-01-01,2001,TATA Open,Hard,Tabara M.,Stoliarov A.,96.0,122,,
2001-01-01,2001,TATA Open,Hard,Tabara M.,Pless K.,96.0,197,,
2001-01-01,2001,TATA Open,Hard,Stoliarov A.,Robredo T.,122.0,131,,
2001-01-01,2001,TATA Open,Hard,Tabara M.,Pioline C.,96.0,16,,
2001-01-01,2001,TATA Open,Hard,Stoliarov A.,Wessels P.,122.0,150,,
2001-01-01,2001,TATA Open,Hard,Robredo T.,Saulnier C.,131.0,130,,
2001-01-01,2001,TATA Open,Hard,Pless K.,Voinea A.,197.0,110,,
2001-01-01,2001,TATA Open,Hard,Wessels P.,Youzhny M.,150.0,113,,
2001-01-01,2001,TATA Open,Hard,Voinea A.,Golmard J.,110.0,42,,
2001-01-01,2001,TATA Open,Hard,Tabara M.,Kempes E.,96.0,126,,
2001-01-01,2001,TATA Open,Hard,Stoliarov A.,Vinciguerra A.,122.0,52,,
2001-01-01,2001,TATA Open,Hard,Saulnier C.,Black B.,130.0,35,,
2001-01-01,2001,TATA Open,Hard,Robredo T.,Sanchez D.,131.0,89,,
2001-01-01,2001,Qatar Open,Hard,Kafelnikov Y.,Clavet F.,5.0,49,,
2001-01-01,2001,Qatar Open,Hard,Kiefer N.,Bjorkman J.,20.0,44,,
2001-01-01,2001,Qatar Open,Hard,Mirnyi M.,Prinosil D.,40.0,38,,
2001-01-01,2001,Qatar Open,Hard,Pozzi G.,Santoro F.,43.0,31,,
2001-01-01,2001,Qatar Open,Hard,Rios M.,Ulihrach B.,37.0,76,,
2001-01-01,2001,Qatar Open,Hard,Ulihrach B.,Escude N.,76.0,48,,
2001-01-01,2001,Qatar Open,Hard,Rios M.,Voltchkov V.,37.0,46,,
2001-01-01,2001,Qatar Open,Hard,Voltchkov V.,Kiefer N.,46.0,20,,
2001-01-01,2001,Qatar Open,Hard,Ulihrach B.,Kafelnikov Y.,76.0,5,,
2001-01-01,2001,Qatar Open,Hard,Rios M.,Vicente F.,37.0,47,,
2001-01-01,2001,Qatar Open,Hard,Escude N.,Arazi H.,48.0,30,,
2001-01-01,2001,Qatar Open,Hard,Voltchkov V.,Mirnyi M.,46.0,40,,
2001-01-01,2001,Qatar Open,Hard,Vicente F.,Schalken S.,47.0,22,,
2001-01-01,2001,TATA Open,Hard,Pless K.,Dent T.,197.0,181,,
2001-01-01,2001,Qatar Open,Hard,Ulihrach B.,Rosset M.,76.0,28,,
2001-01-01,2001,Qatar Open,Hard,Kiefer N.,Calatrava A.,20.0,56,,
2001-01-01,2001,Qatar Open,Hard,Kafelnikov Y.,Jonsson F.,5.0,203,,
2001-01-01,2001,Qatar Open,Hard,Escude N.,Boutter J.,48.0,70,,
2001-01-01,2001,Qatar Open,Hard,Arazi H.,di Pasquale A.,30.0,60,,
2001-01-01,2001,Qatar Open,Hard,Voltchkov V.,Gaudio G.,46.0,34,,
2001-01-01,2001,Qatar Open,Hard,Vicente F.,Schuettler R.,47.0,45,,
2001-01-01,2001,Qatar Open,Hard,Ulihrach B.,Coutelot N.,76.0,152,,
2001-01-01,2001,Qatar Open,Hard,Schalken S.,Alami K.,22.0,57,,
2001-01-01,2001,Qatar Open,Hard,Rios M.,Zimonjic N.,37.0,316,,
2001-01-01,2001,Qatar Open,Hard,Rios M.,Pozzi G.,37.0,43,,
2001-01-01,2001,TATA Open,Hard,Pioline C.,Agenor R.,16.0,137,,
2001-01-01,2001,Qatar Open,Hard,Rosset M.,Al-Alawi S.K.,28.0,957,,
2001-01-01,2001,TATA Open,Hard,Wessels P.,Roux L.,150.0,223,,
2001-01-01,2001,AAPT Championships,Hard,Ljubicic I.,Pavel A.,91.0,27,,
2001-01-01,2001,AAPT Championships,Hard,Johansson T.,Vinck C.,39.0,102,,
2001-01-01,2001,AAPT Championships,Hard,Hewitt L.,Phau B.,7.0,208,,
2001-01-01,2001,AAPT Championships,Hard,Henman T.,Tarango J.,10.0,112,,
2001-01-01,2001,AAPT Championships,Hard,Haas T.,Malisse X.,23.0,127,,
2001-01-01,2001,AAPT Championships,Hard,Vinck C.,Popp A.,102.0,86,,
2001-01-01,2001,AAPT Championships,Hard,Tarango J.,Kohlmann M.,112.0,217,,
2001-01-01,2001,AAPT Championships,Hard,Stoltenberg J.,Grosjean S.,66.0,19,,
2001-01-01,2001,AAPT Championships,Hard,Rochus C.,Ilie A.,74.0,50,,
2001-01-01,2001,AAPT Championships,Hard,Martin A.,Rochus C.,79.0,74,,
2001-01-01,2001,AAPT Championships,Hard,Pavel A.,Gimelstob J.,27.0,97,,
2001-01-01,2001,AAPT Championships,Hard,Martin A.,Puentes G.,79.0,92,,
2001-01-01,2001,AAPT Championships,Hard,Malisse X.,Woodruff C.,127.0,67,,
2001-01-01,2001,AAPT Championships,Hard,Ljubicic I.,Sargsian S.,91.0,94,,
2001-01-01,2001,AAPT Championships,Hard,Johansson T.,Mantilla F.,39.0,99,,
2001-01-01,2001,AAPT Championships,Hard,Hewitt L.,Arthurs W.,7.0,83,,
2001-01-01,2001,AAPT Championships,Hard,Henman T.,Rusedski G.,10.0,69,,
2001-01-01,2001,AAPT Championships,Hard,Haas T.,Smith L.,23.0,485,,
2001-01-01,2001,AAPT Championships,Hard,Goldstein P.,Jones A.,81.0,442,,
2001-01-01,2001,TATA Open,Hard,Youzhny M.,Squillari F.,113.0,14,,
2001-01-01,2001,AAPT Championships,Hard,Massu N.,Sluiter R.,87.0,95,,
2001-01-01,2001,AAPT Championships,Hard,Massu N.,Clement A.,87.0,18,,
2001-01-01,2001,AAPT Championships,Hard,Phau B.,Woodbridge T.,208.0,187,,
2001-01-01,2001,AAPT Championships,Hard,Haas T.,Hewitt L.,23.0,7,,
2001-01-01,2001,TATA Open,Hard,Voinea A.,Syed F.,110.0,756,,
2001-01-01,2001,AAPT Championships,Hard,Stoltenberg J.,Goldstein P.,66.0,81,,
2001-01-01,2001,TATA Open,Hard,Vinciguerra A.,Kratochvil M.,52.0,93,,
2001-01-01,2001,TATA Open,Hard,Tabara M.,Gonzalez F.,96.0,115,,
2001-01-01,2001,TATA Open,Hard,Stoliarov A.,Bhupathi M.,122.0,889,,
2001-01-01,2001,TATA Open,Hard,Saulnier C.,Alvarez E.,130.0,125,,
2001-01-01,2001,TATA Open,Hard,Sanchez D.,Hantschk M.,89.0,72,,
2001-01-01,2001,TATA Open,Hard,Pless K.,Black W.,197.0,107,,
2001-01-01,2001,TATA Open,Hard,Pioline C.,Blanco G.,16.0,114,,
2001-01-01,2001,TATA Open,Hard,Kempes E.,Vanek J.,126.0,77,,
2001-01-01,2001,TATA Open,Hard,Golmard J.,Bastl G.,42.0,105,,
2001-01-01,2001,TATA Open,Hard,Robredo T.,Paes L.,131.0,188,,
2001-01-01,2001,TATA Open,Hard,Dent T.,Norman M.,181.0,4,,
2001-01-01,2001,TATA Open,Hard,Black B.,Davydenko N.,35.0,133,,
2001-01-01,2001,TATA Open,Hard,Agenor R.,Zib T.,137.0,117,,
2001-01-01,2001,AAPT Championships,Hard,Haas T.,Massu N.,23.0,87,,
2001-01-01,2001,AAPT Championships,Hard,Massu N.,Henman T.,87.0,10,,
2001-01-01,2001,AAPT Championships,Hard,Haas T.,Stoltenberg J.,23.0,66,,
2001-01-01,2001,AAPT Championships,Hard,Stoltenberg J.,Martin A.,66.0,79,,
2001-01-01,2001,AAPT Championships,Hard,Massu N.,Ljubicic I.,87.0,91,,
2001-01-01,2001,AAPT Championships,Hard,Henman T.,Johansson T.,10.0,39,,
2001-01-10,2001,Japan Open,Hard,Suzuki T.,Sargsian S.,418.0,91,,
2001-01-10,2001,Japan Open,Hard,Schuettler R.,Larsson M.,42.0,150,,
2001-01-10,2001,Japan Open,Hard,Schalken S.,Vinck C.,24.0,149,,
2001-01-10,2001,Japan Open,Hard,Russell M.,Mamiit C.,88.0,108,,
2001-01-10,2001,Japan Open,Hard,Rios M.,Black B.,45.0,141,,
2001-01-10,2001,Japan Open,Hard,Clavet F.,Behrend T.,60.0,128,,
2001-01-10,2001,Japan Open,Hard,Kratochvil M.,Fukarek O.,57.0,120,,
2001-01-10,2001,Japan Open,Hard,Heuberger I.,Behr N.,118.0,130,,
2001-01-10,2001,Japan Open,Hard,Hewitt L.,Goellner M.K.,3.0,180,,
2001-01-10,2001,Japan Open,Hard,Udomchoke D.,Levy H.,314.0,75,,
2001-01-10,2001,Japan Open,Hard,Kucera K.,Delgado R.,151.0,90,,
2001-01-10,2001,Japan Open,Hard,Blake J.,Bjorkman J.,109.0,51,,
2001-01-10,2001,Japan Open,Hard,Kratochvil M.,Schalken S.,57.0,24,,
2001-01-10,2001,Japan Open,Hard,Hewitt L.,Russell M.,3.0,88,,
2001-01-10,2001,Japan Open,Hard,Kratochvil M.,Burgsmuller L.,57.0,73,,
2001-01-10,2001,Japan Open,Hard,Kucera K.,Schuettler R.,151.0,42,,
2001-01-10,2001,Japan Open,Hard,Rios M.,Udomchoke D.,45.0,314,,
2001-01-10,2001,Japan Open,Hard,Schalken S.,Heuberger I.,24.0,118,,
2001-01-10,2001,Japan Open,Hard,Suzuki T.,Chang M.,418.0,58,,
2001-01-10,2001,Japan Open,Hard,Blake J.,Rios M.,109.0,45,,
2001-01-10,2001,Japan Open,Hard,Hewitt L.,Clavet F.,3.0,60,,
2001-01-10,2001,Japan Open,Hard,Kucera K.,Suzuki T.,151.0,418,,
2001-01-10,2001,Japan Open,Hard,Chang M.,Pretzsch A.,58.0,134,,
2001-01-10,2001,Japan Open,Hard,Hewitt L.,Blake J.,3.0,109,,
2001-01-10,2001,Japan Open,Hard,Clavet F.,Massu N.,60.0,79,,
2001-01-10,2001,Japan Open,Hard,Burgsmuller L.,Lee H.T.,73.0,94,,
2001-01-10,2001,Japan Open,Hard,Black B.,Taino E.,141.0,163,,
2001-01-10,2001,Japan Open,Hard,Bjorkman J.,Kondo H.,51.0,673,,
2001-01-10,2001,Japan Open,Hard,Kratochvil M.,Kucera K.,57.0,151,,
2001-01-10,2001,Japan Open,Hard,Arthurs W.,Zitko R.,83.0,345,,
2001-01-10,2001,Japan Open,Hard,Behr N.,Terachi T.,130.0,278,,
2001-01-10,2001,Japan Open,Hard,Behrend T.,Thomann N.,128.0,156,,
2001-01-10,2001,Japan Open,Hard,Blake J.,Ishii Y.,109.0,260,,
2001-01-10,2001,Japan Open,Hard,Burgsmuller L.,Llodra M.,73.0,113,,
2001-01-10,2001,Japan Open,Hard,Delgado R.,Motomura G.,90.0,306,,
2001-01-10,2001,Japan Open,Hard,Fukarek O.,Vacek D.,120.0,492,,
2001-01-10,2001,Japan Open,Hard,Goellner M.K.,Delgado J.,180.0,145,,
2001-01-10,2001,Japan Open,Hard,Heuberger I.,Calatrava A.,118.0,82,,
2001-01-10,2001,Japan Open,Hard,Kondo H.,Onoda M.,673.0,374,,
2001-01-10,2001,Japan Open,Hard,Blake J.,Arthurs W.,109.0,83,,
2001-01-10,2001,Japan Open,Hard,Kucera K.,Simoni A.,151.0,98,,
2001-01-10,2001,Japan Open,Hard,Lee H.T.,Hantschk M.,94.0,195,,
2001-01-10,2001,Japan Open,Hard,Levy H.,Iwabuchi S.,75.0,552,,
2001-01-10,2001,Japan Open,Hard,Mamiit C.,Thomas J.,108.0,740,,
2001-01-10,2001,Japan Open,Hard,Massu N.,Kempes E.,79.0,137,,
2001-01-10,2001,Japan Open,Hard,Pretzsch A.,Srichaphan P.,134.0,119,,
2001-01-10,2001,Japan Open,Hard,Russell M.,Godwin N.,88.0,111,,
2001-01-10,2001,Japan Open,Hard,Sargsian S.,Sa A.,91.0,93,,
2001-01-10,2001,Japan Open,Hard,Suzuki T.,Ilie A.,418.0,69,,
2001-01-10,2001,Japan Open,Hard,Udomchoke D.,Cowan B.,314.0,204,,
2001-01-10,2001,Japan Open,Hard,Vinck C.,Labadze I.,149.0,105,,
2001-01-10,2001,Japan Open,Hard,Zib T.,Yoon Y.,203.0,185,,
2001-01-10,2001,Japan Open,Hard,Larsson M.,Lee M.,150.0,115,,
2001-01-10,2001,Japan Open,Hard,Hewitt L.,Kratochvil M.,3.0,57,,
2001-01-10,2001,Japan Open,Hard,Massu N.,Zib T.,79.0,203,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Arthurs W.,Saulnier C.,70.0,129,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Gambill J.M.,Arthurs W.,24.0,70,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Wessels P.,Kempes E.,133.0,119,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Malisse X.,Santoro F.,101.0,52,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Gambill J.M.,Woodruff C.,24.0,93,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Arthurs W.,Rafter P.,70.0,11,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Woodruff C.,Goellner M.K.,93.0,177,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Wessels P.,Calatrava A.,133.0,57,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Santoro F.,Saretta F.,52.0,271,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Rafter P.,Vanek J.,11.0,87,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Malisse X.,Lapentti N.,101.0,27,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Kempes E.,Moya C.,119.0,23,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Gambill J.M.,Rusedski G.,24.0,41,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Arthurs W.,Hantschk M.,70.0,106,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Woodruff C.,Calleri A.,93.0,65,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Wessels P.,Stoltenberg J.,133.0,69,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Vanek J.,Roddick A.,87.0,120,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Saretta F.,Rochus C.,271.0,82,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Santoro F.,Alami K.,52.0,74,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Rusedski G.,Dent T.,41.0,189,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Rafter P.,Gustafsson M.,11.0,77,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Moya C.,Koubek S.,23.0,83,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Malisse X.,Sanguinetti D.,101.0,54,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Lapentti N.,Blanco G.,27.0,79,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Kempes E.,Balcells J.,119.0,66,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Hantschk M.,Gaudio G.,106.0,30,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Goellner M.K.,Spadea V.,177.0,188,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Gambill J.M.,Bruguera S.,24.0,72,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Malisse X.,Wessels P.,101.0,133,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Calatrava A.,Stoliarov A.,57.0,94,,
2001-05-03,2001,Citrix Tennis Championships,Hard,Gambill J.M.,Malisse X.,24.0,101,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Canas G.,O'Brien A.,135.0,255,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Clavet F.,Hewitt L.,40.0,6,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Norman M.,Fish M.,5.0,251,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Levy H.,Henman T.,59.0,10,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Hewitt L.,Rios M.,6.0,25,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Clavet F.,Massu N.,40.0,68,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Rios M.,Schuettler R.,25.0,53,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Norman M.,Acasuso J.,5.0,109,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Massu N.,Gaudenzi A.,68.0,98,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Levy H.,Ilie A.,59.0,43,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Hewitt L.,Fromberg R.,6.0,124,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Henman T.,Puentes G.,10.0,103,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Fish M.,Enqvist T.,251.0,9,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Clavet F.,Canas G.,40.0,135,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Schuettler R.,di Pasquale A.,53.0,61,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Rios M.,Voinea A.,25.0,147,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Puentes G.,Kratochvil M.,103.0,78,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Norman M.,Pozzi G.,5.0,46,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Massu N.,Blake J.,68.0,180,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Levy H.,Vemic D.,59.0,502,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Ilie A.,Sampras P.,43.0,3,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Hewitt L.,Sanchez D.,6.0,86,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Henman T.,Costa A.,10.0,31,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Gaudenzi A.,Schalken S.,98.0,29,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Fromberg R.,Sargsian S.,124.0,96,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Fish M.,Chela J.I.,251.0,75,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Enqvist T.,El Aynaoui Y.,9.0,49,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Clavet F.,Agassi A.,40.0,4,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Acasuso J.,Lee H.T.,109.0,80,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Norman M.,Levy H.,5.0,59,,
2001-05-03,2001,Franklin Templeton Tennis Classic,Hard,Clavet F.,Norman M.,40.0,5,,
2001-06-08,2001,Cincinnati TMS,Hard,Blake J.,Boutter J.,120.0,57,,
2001-06-08,2001,Cincinnati TMS,Hard,Arazi H.,Ferrero J.C.,30.0,4,,
2001-06-08,2001,Cincinnati TMS,Hard,Blake J.,Clement A.,120.0,11,,
2001-06-08,2001,Cincinnati TMS,Hard,Canas G.,Chang M.,33.0,70,,
2001-06-08,2001,Cincinnati TMS,Hard,Gambill J.M.,Novak J.,22.0,42,,
2001-06-08,2001,Cincinnati TMS,Hard,Henman T.,Lee H.T.,8.0,63,,
2001-06-08,2001,Cincinnati TMS,Hard,Hewitt L.,Ulihrach B.,5.0,37,,
2001-06-08,2001,Cincinnati TMS,Hard,Ivanisevic G.,Escude N.,19.0,31,,
2001-06-08,2001,Cincinnati TMS,Hard,Kafelnikov Y.,Santoro F.,6.0,17,,
2001-06-08,2001,Cincinnati TMS,Hard,Kiefer N.,Martin T.,26.0,29,,
2001-06-08,2001,Cincinnati TMS,Hard,Koubek S.,Schalken S.,85.0,32,,
2001-06-08,2001,Cincinnati TMS,Hard,Kuerten G.,Haas T.,1.0,16,,
2001-06-08,2001,Cincinnati TMS,Hard,Ljubicic I.,Moya C.,67.0,18,,
2001-06-08,2001,Cincinnati TMS,Hard,Martin A.,Sampras P.,38.0,12,,
2001-06-08,2001,Cincinnati TMS,Hard,Mirnyi M.,Pavel A.,47.0,21,,
2001-06-08,2001,Cincinnati TMS,Hard,Rafter P.,Malisse X.,7.0,44,,
2001-06-08,2001,Cincinnati TMS,Hard,Rusedski G.,Gaudio G.,36.0,56,,
2001-06-08,2001,Cincinnati TMS,Hard,Gambill J.M.,Canas G.,22.0,33,,
2001-06-08,2001,Cincinnati TMS,Hard,Kuerten G.,Rafter P.,1.0,7,,
2001-06-08,2001,Cincinnati TMS,Hard,Rafter P.,Hewitt L.,7.0,5,,
2001-06-08,2001,Cincinnati TMS,Hard,Kuerten G.,Henman T.,1.0,8,,
2001-06-08,2001,Cincinnati TMS,Hard,Rafter P.,Rusedski G.,7.0,36,,
2001-06-08,2001,Cincinnati TMS,Hard,Kuerten G.,Kafelnikov Y.,1.0,6,,
2001-06-08,2001,Cincinnati TMS,Hard,Hewitt L.,Ljubicic I.,5.0,67,,
2001-06-08,2001,Cincinnati TMS,Hard,Ulihrach B.,Black W.,37.0,135,,
2001-06-08,2001,Cincinnati TMS,Hard,Henman T.,Gambill J.M.,8.0,22,,
2001-06-08,2001,Cincinnati TMS,Hard,Rafter P.,Blake J.,7.0,120,,
2001-06-08,2001,Cincinnati TMS,Hard,Ljubicic I.,Arazi H.,67.0,30,,
2001-06-08,2001,Cincinnati TMS,Hard,Kuerten G.,Ivanisevic G.,1.0,19,,
2001-06-08,2001,Cincinnati TMS,Hard,Kafelnikov Y.,Martin A.,6.0,38,,
2001-06-08,2001,Cincinnati TMS,Hard,Hewitt L.,Mirnyi M.,5.0,47,,
2001-06-08,2001,Cincinnati TMS,Hard,Henman T.,Kiefer N.,8.0,26,,
2001-06-08,2001,Cincinnati TMS,Hard,Rusedski G.,Koubek S.,36.0,85,,
2001-06-08,2001,Cincinnati TMS,Hard,Canas G.,Safin M.,33.0,3,,
2001-06-08,2001,Cincinnati TMS,Hard,Schalken S.,Ferreira W.,32.0,35,,
2001-06-08,2001,Cincinnati TMS,Hard,Sampras P.,Lapentti N.,12.0,25,,
2001-06-08,2001,Cincinnati TMS,Hard,Arazi H.,Coria G.,30.0,28,,
2001-06-08,2001,Cincinnati TMS,Hard,Chang M.,Voltchkov V.,70.0,77,,
2001-06-08,2001,Cincinnati TMS,Hard,Clement A.,Calatrava A.,11.0,64,,
2001-06-08,2001,Cincinnati TMS,Hard,Escude N.,Vicente F.,31.0,49,,
2001-06-08,2001,Cincinnati TMS,Hard,Ferrero J.C.,Arthurs W.,4.0,51,,
2001-06-08,2001,Cincinnati TMS,Hard,Gambill J.M.,Hrbaty D.,22.0,20,,
2001-06-08,2001,Cincinnati TMS,Hard,Gaudio G.,Agassi A.,56.0,2,,
2001-06-08,2001,Cincinnati TMS,Hard,Haas T.,Woodruff C.,16.0,90,,
2001-06-08,2001,Cincinnati TMS,Hard,Henman T.,Tabara M.,8.0,48,,
2001-06-08,2001,Cincinnati TMS,Hard,Hewitt L.,Norman M.,5.0,23,,
2001-06-08,2001,Cincinnati TMS,Hard,Santoro F.,Golmard J.,17.0,50,,
2001-06-08,2001,Cincinnati TMS,Hard,Kafelnikov Y.,Vinciguerra A.,6.0,43,,
2001-06-08,2001,Cincinnati TMS,Hard,Kiefer N.,Enqvist T.,26.0,13,,
2001-06-08,2001,Cincinnati TMS,Hard,Ivanisevic G.,Clavet F.,19.0,65,,
2001-06-08,2001,Cincinnati TMS,Hard,Kuerten G.,Roddick A.,1.0,27,,
2001-06-08,2001,Cincinnati TMS,Hard,Rusedski G.,Prinosil D.,36.0,52,,
2001-06-08,2001,Cincinnati TMS,Hard,Rafter P.,Portas A.,7.0,24,,
2001-06-08,2001,Cincinnati TMS,Hard,Koubek S.,Levy H.,85.0,66,,
2001-06-08,2001,Cincinnati TMS,Hard,Novak J.,Morrison J.,42.0,225,,
2001-06-08,2001,Cincinnati TMS,Hard,Moya C.,Mantilla F.,18.0,73,,
2001-06-08,2001,Cincinnati TMS,Hard,Pavel A.,Johansson T.,21.0,15,,
2001-06-08,2001,Cincinnati TMS,Hard,Martin T.,Mamiit C.,29.0,112,,
2001-06-08,2001,Cincinnati TMS,Hard,Martin A.,Russell M.,38.0,86,,
2001-06-08,2001,Cincinnati TMS,Hard,Malisse X.,Bjorkman J.,44.0,46,,
2001-06-08,2001,Cincinnati TMS,Hard,Ljubicic I.,Squillari F.,67.0,40,,
2001-06-08,2001,Cincinnati TMS,Hard,Lee H.T.,Dent T.,63.0,114,,
2001-06-08,2001,Cincinnati TMS,Hard,Mirnyi M.,Costa A.,47.0,41,,
2001-08-01,2001,Heineken Open,Hard,Hrbaty D.,Gaudenzi A.,17.0,102,,
2001-08-01,2001,Heineken Open,Hard,Johansson T.,Boutter J.,36.0,68,,
2001-08-01,2001,Heineken Open,Hard,Koubek S.,Squillari F.,52.0,14,,
2001-08-01,2001,Heineken Open,Hard,Martelli M.,Sanguinetti D.,281.0,72,,
2001-08-01,2001,Heineken Open,Hard,Rusedski G.,Nielsen M.,73.0,260,,
2001-08-01,2001,Heineken Open,Hard,Medvedev A.,Gaudio G.,58.0,34,,
2001-08-01,2001,adidas International,Hard,Bjorkman J.,Schuettler R.,44.0,60,,
2001-08-01,2001,Heineken Open,Hard,Russell M.,Vicente F.,154.0,42,,
2001-08-01,2001,Heineken Open,Hard,di Pasquale A.,Rios M.,61.0,23,,
2001-08-01,2001,Heineken Open,Hard,Clavet F.,Chela J.I.,47.0,65,,
2001-08-01,2001,Heineken Open,Hard,Calatrava A.,Calleri A.,53.0,64,,
2001-08-01,2001,Heineken Open,Hard,Black B.,Portas A.,35.0,49,,
2001-08-01,2001,Heineken Open,Hard,Balcells J.,Tabara M.,74.0,70,,
2001-08-01,2001,Heineken Open,Hard,Gambill J.M.,Massu N.,33.0,67,,
2001-08-01,2001,Heineken Open,Hard,Vinciguerra A.,Levy H.,50.0,59,,
2001-08-01,2001,Heineken Open,Hard,Koubek S.,Calatrava A.,52.0,53,,
2001-08-01,2001,Heineken Open,Hard,Zabaleta M.,Mantilla F.,62.0,100,,
2001-08-01,2001,adidas International,Hard,Bastl G.,Moya C.,118.0,40,,
2001-08-01,2001,adidas International,Hard,Bjorkman J.,Pioline C.,44.0,16,,
2001-08-01,2001,adidas International,Hard,Clement A.,Ulihrach B.,18.0,57,,
2001-08-01,2001,adidas International,Hard,Federer R.,Ferreira W.,30.0,13,,
2001-08-01,2001,adidas International,Hard,Grosjean S.,Fromberg R.,19.0,88,,
2001-08-01,2001,adidas International,Hard,Haas T.,Martin T.,20.0,54,,
2001-08-01,2001,adidas International,Hard,Hewitt L.,Arthurs W.,7.0,84,,
2001-08-01,2001,Heineken Open,Hard,Weiner G.,Rochus O.,277.0,71,,
2001-08-01,2001,adidas International,Hard,Norman M.,Pavel A.,4.0,27,,
2001-08-01,2001,adidas International,Hard,Pozzi G.,El Aynaoui Y.,41.0,31,,
2001-08-01,2001,adidas International,Hard,Rochus C.,Mirnyi M.,76.0,43,,
2001-08-01,2001,adidas International,Hard,Rosset M.,Voltchkov V.,29.0,39,,
2001-08-01,2001,adidas International,Hard,Santoro F.,Prinosil D.,46.0,38,,
2001-08-01,2001,adidas International,Hard,Schuettler R.,Dosedel S.,60.0,66,,
2001-08-01,2001,adidas International,Hard,Stoltenberg J.,Draper S.,63.0,263,,
