player,elo_global,elo_clay,elo_hard,elo_grass
Lopez-Jaen M.A.,1520.4130803135934,1508.6473087660054,1500.0,1500.0
Lee D.H.,1520.4073344956323,1500.0,1515.2145592569555,1500.0
Donati M.,1520.226952707746,1513.0223159855739,1500.0,1500.0
Delic A.,1520.1245086450765,1458.3832859717277,1544.2456519598343,1473.01800532965
Kucera V.,1520.069739361277,1500.0,1516.7061503405455,1500.0
Stadler S.,1520.0237602069858,1500.0,1496.7669241387216,1499.111779289926
Ojeda Lara R.,1520.0223382069357,1497.0079155343237,1523.4522518395197,1500.0
Guinard M.,1519.8976185540055,1493.9086732659819,1500.1799128417792,1500.0
Querrey S.,1519.6156569527757,1502.36969111972,1458.431260523709,1629.4176002488305
Stebe C.M.,1519.238399351197,1545.6056758718441,1485.9733528574532,1429.1535149546153
Levine J.,1519.1328153304983,1448.3539467572978,1483.8758134339616,1480.2553504402345
Saulnier C.,1519.0482294567912,1426.2136115546962,1530.3425936853384,1470.4953355980892
Balazs A.,1519.0004525314857,1565.2123794802205,1433.2439812672585,1489.5319895084035
Lacko L.,1518.9849428815075,1427.3686608866656,1433.737980496271,1536.4628082350762
Buse I.,1518.8389446875033,1506.4885620880063,1495.320214662211,1500.0
Matsui T.,1518.6082456017325,1500.0,1513.9318631696492,1500.0
Dodig I.,1518.5691727273563,1565.2789804390795,1436.6865028562615,1615.2712203617684
Harrison C.,1518.4802788956224,1490.1856536720634,1506.971731536082,1493.3927464747176
Kutrovsky D.,1518.4056139789966,1500.0,1517.6382839192208,1500.0
Nava E.,1518.3482897842005,1487.095462248617,1498.7451694620158,1485.641930861622
Dedura-Palomero D.,1518.0393643550142,1503.6888616562012,1500.0,1500.0
Wolf J.J.,1517.9688237646033,1492.8740832205035,1506.874748017053,1521.7727540208853
Milojevic N.,1517.7742627870757,1515.2551223869568,1482.98699540401,1500.0
Gojowczyk P.,1517.5496959183074,1442.6405115964405,1532.2974838944417,1512.0749896334985
Droguet T.,1517.5366585931938,1510.2332433373547,1492.9953178497294,1500.0
Basavareddy N.,1517.5232052679091,1488.0,1538.0311907265357,1430.391439080223
Pavlasek A.,1517.3421850360292,1516.0508429202612,1449.7693532907167,1527.1697674195168
Rodrigues M.,1517.3329245701295,1500.0,1516.5452396037408,1500.0
Bailly G.A.,1517.2400588767762,1500.0,1514.5862695997284,1500.0
Pinnington Jones J.,1517.0348447324213,1500.0,1500.0,1477.7536131564682
Sandgren T.,1516.9477351283417,1429.4435481093412,1486.3004366390137,1566.368956003354
Mager G.,1516.879362479396,1518.6391706530083,1479.8167191127616,1513.6102220766504
Stebe C-M.,1516.7291673858228,1500.0,1515.2820133628875,1500.0
Delbonis F.,1516.6235751675222,1579.487130455098,1351.9218571167594,1324.7762386694842
Starace P.,1516.5404737024624,1546.9850100518154,1423.851881618996,1335.9568178024128
Klizan M.,1516.4697939605294,1605.312808117442,1549.895726945534,1406.1257634035017
Forejtek J.,1516.3343460832261,1500.0,1515.7198860362148,1500.0
Stepanek M.,1515.5926008167185,1506.5623580214324,1500.0,1500.0
Engel J.,1515.5671601375277,1496.6979413057525,1501.7264570833295,1506.2707210187484
Wong C.,1515.291836518483,1488.0,1525.1607413172621,1483.9984963608197
Mcclune M.,1515.021876527217,1500.0,1512.2002124705912,1500.0
Berrettini J.,1514.9712967301152,1500.0,1510.0941779838283,1500.0
Verdasco M.,1514.9295537774997,1504.8898838156815,1500.0,1500.0
Bogomolov A.,1514.9033308765308,1406.9104828145987,1513.6136023284278,1453.6638258070495
Michon A.,1514.7829433958564,1505.4982517085434,1500.0,1500.0
Quiroz R.,1514.7591665704608,1508.090672199726,1519.9207120267754,1476.2020378095506
Rodionov J.,1514.742357190302,1470.3594314677289,1523.3858089382354,1485.50511388873
Hadad M.,1514.3447216612367,1512.0018714327484,1500.0,1500.0
Kopriva V.,1514.2660854924015,1511.4963304654061,1479.0172432670172,1477.3832371013013
Lejnieks K.,1514.1898766348588,1500.0,1509.4782049764674,1500.0
De Heart R.,1514.0877197758489,1500.0,1513.2037602444984,1500.0
Tirante T.A.,1514.0253742091566,1507.3934307792547,1497.5934654437094,1500.0
Garcia-Lopez G.,1513.9307276510751,1566.8328129435654,1492.7817425674057,1470.9132721438377
Varillas J.P.,1513.723662220681,1516.3612507039131,1508.7330962406522,1468.7493955191173
Renavand N.,1513.6571064761374,1500.0,1507.0263363618362,1500.0
Darcis S.,1513.5759509805855,1476.1247714188778,1527.6923448428938,1529.6262253381858
Reix C.,1513.5659241354815,1500.0,1511.1752638907053,1500.0
Cuadrado C.,1513.108106249097,1508.5780287099003,1500.0,1500.0
Kumar O.,1512.857365315211,1500.0,1518.2710432224642,1500.0
Pecotic M.,1512.3774134632276,1500.0,1509.6268435339296,1500.0
Hussey G.,1512.273816439134,1500.0,1500.0,1497.9552669443076
Boyer T.,1512.060148606896,1466.3426545680168,1539.506758662703,1500.0
Di Mauro A.,1512.0118761813665,1507.3051976896024,1500.0,1500.0
Zopp J.,1511.9910338142088,1512.1598500774785,1466.9230807361876,1422.9669523427199
Wang C.,1511.973748349155,1500.0,1510.1636901102065,1500.0
Erler A.,1511.9612413796242,1503.6345517523343,1500.0,1500.0
Stakhovsky S.,1511.9064527536964,1447.7697922933976,1521.3101743667335,1532.0493248596765
McDonald M.,1511.8214016540717,1496.6855371162965,1464.5129400035328,1498.8464033787036
Rosenholm P.,1511.7463362511637,1500.0,1507.4424159175921,1500.0
Brands D.,1511.691580567526,1487.295603063013,1537.7379021513866,1481.975131289439
Qureshi A.,1511.6393989480384,1500.0,1484.6200244940537,1517.1750365313428
Cacic N.,1511.5700489692865,1504.5047645437076,1500.0,1500.0
Celikbilek A.,1511.5663337695805,1500.0,1514.3966492693423,1504.8991352965893
Bemelmans R.,1511.4366858584929,1471.5431890241034,1472.0017857211221,1488.6603274825022
Bagnis F.,1511.3974233686495,1487.3929547976034,1468.110876126935,1382.4795320772628
Vilella Martinez M.,1511.3460943241353,1499.8878577989037,1499.6481426143205,1500.0
Satral J.,1511.1636257320133,1495.4043194336643,1517.4973253372866,1500.0
Korolev E.,1511.0653305235737,1453.1579913246744,1583.4797969723272,1393.707131850979
Moroni G.,1510.7464073796962,1503.8871992917136,1500.0,1500.0
Bourchier H.,1510.6279607621725,1500.0,1509.128376673122,1500.0
Baez S.,1510.612995389565,1598.9527732622619,1456.7904334423754,1418.7621871671918
Marcora R.,1510.5372098534174,1485.611552751818,1514.138137665113,1500.0
Jacquet K.,1510.5027879153545,1487.224630077624,1518.9701686573667,1500.0
Larsson M.,1510.3932459275463,1498.1033134828258,1524.8051642496582,1493.4821929666734
Viloca J.A.,1510.3644689201442,1510.4320711498444,1502.011674956407,1500.0
Moraing M.,1510.3359704972327,1510.456714136713,1500.0,1486.1254364958832
Gomez F.A.,1510.1538323079712,1505.3421443725722,1496.56475715902,1500.0
Troicki V.,1510.1073815182333,1587.0143964796564,1505.699953620114,1548.029853909452
Rettenmaier T.,1509.4458508688176,1500.0,1502.1227172742822,1503.3234090529234
Quinn E.,1509.22610474765,1498.5196757985148,1455.647754531339,1506.2236579479377
Duclos P.L.,1509.1052536666875,1500.0,1497.6492478597143,1490.3268429247717
Nanda G.,1508.9497791915217,1500.0,1510.5908753540061,1500.0
Ianni S.,1508.8587906487007,1503.29193042142,1500.0,1500.0
Svajda Z.,1508.8013266821488,1500.0,1505.1373640296847,1483.5274432991243
Marin J.A,1508.7669269144255,1502.7083324382168,1500.0,1500.0
Trujillo G.,1508.4243478929404,1507.9984998098273,1500.0,1500.0
Dutra Da Silva R.,1508.3917466634655,1500.0,1505.3100147550722,1500.0
Draper S.,1508.3477060727503,1435.0901388514233,1535.573059969467,1425.956592944709
Sherwood D.,1508.319983303588,1500.0,1500.0,1503.6863448394317
Mertl J.,1508.3196448349102,1502.4293939366435,1500.0,1500.0
Clemens T.,1507.8946368200143,1500.0,1502.4688835327556,1500.0
Gomez A.,1507.8783803671636,1498.1980977196615,1500.0,1500.0
Galarneau A.,1507.671559363885,1500.0,1490.6833421218307,1500.0
Harris A.,1507.5075204605255,1500.0,1500.8394349816047,1500.0
Soderlund C.,1507.3085508548236,1503.7463953732802,1500.0,1500.0
Eaton C.,1507.166043906939,1500.0,1500.0,1508.8797879445706
Falla A.,1507.0276588703512,1486.7789875318715,1508.8674617860245,1492.8316525246178
Noguchi R.,1507.0250266198439,1500.0,1504.425210362688,1500.0
Ram R.,1506.8321289426988,1477.458474889461,1476.3375040269104,1522.702489978363
Reid T.,1506.6811501287784,1481.2688337726242,1504.556482603987,1465.857892737962
Arseneault N.,1506.562260184317,1500.0,1505.6219919555535,1500.0
Golmard J.,1506.5499770674382,1515.9568431422201,1550.0433677650797,1423.987315190774
Maden Y.,1506.524555359126,1507.865860290499,1487.397232826761,1477.3095605353424
Rosol L.,1506.476580429642,1554.1011573504588,1519.7588306548969,1463.7648820922032
Seppi A.,1506.3066656430744,1465.271980384989,1519.266237267905,1558.9249331528272
Hong S.,1506.0797486893182,1500.0,1505.9071208744278,1500.0
Basic M.,1506.0421573563976,1474.442755219876,1533.30107544462,1446.714147671891
Lu H.,1505.879924686698,1500.0,1505.3856462679498,1500.0
Vinciguerra A.,1505.787488591558,1476.440989145232,1497.3488490029745,1460.9081031101273
Trinker B.,1505.7399242705021,1506.2623164019062,1500.0,1500.0
Sachko V.,1505.6986827875353,1468.8902364762532,1529.5606284271828,1500.0
Pellegrino A.,1505.5478983821847,1497.6902828838186,1500.0,1500.0
Fognini F.,1505.3361129006653,1561.4988177217922,1481.1467426947754,1548.7898568508497
Quinzi G.,1505.2390199048668,1504.6929102351837,1500.0,1500.0
Gojo B.,1505.2268201190793,1449.9117824610782,1543.439254892677,1443.8781934757553
Ball C.,1505.2173585284286,1504.5359943670449,1504.0080797983524,1448.9575178422745
Baker B.,1504.9680406735768,1521.4439849317866,1435.689787758761,1550.1198286411382
Mergea F.,1504.6700741135523,1500.3807253580849,1500.0,1498.6111122713442
Otte O.,1504.2268954942124,1491.9664101534652,1476.9510943621788,1550.2962673800437
Bracciali D.,1504.1945376556746,1501.7553852987553,1460.4473207568774,1545.854611432025
Hantschek M.,1504.0732547200148,1500.0,1502.4105209293443,1500.0
Kohlschreiber P..,1503.8536519259403,1500.0,1501.4664086280252,1500.0
Mota B.,1503.77571772117,1496.575645141038,1500.0,1500.0
Chela J.I.,1503.4428316414,1588.114539809831,1507.3288880027765,1402.2134595801601
Krajicek A.,1503.292368390502,1465.1206033473395,1531.3383574863858,1455.8779056311944
Lajovic D.,1503.1814620585933,1536.7113749639113,1540.539300009499,1396.2121004515154
Hoang A.,1503.1674409174448,1517.0540920680235,1446.8836312849362,1505.1691125810098
Pucinelli de Almeida M.,1503.1109627328303,1501.1280892290597,1500.0,1500.0
Puetz T.,1502.9908213263377,1500.0,1479.7421238108936,1499.4793975455705
Zekic M.,1502.7844668892005,1496.8035933366361,1500.0,1500.0
Srichaphan N.,1502.5677988000723,1501.9424423741657,1502.1930147358719,1500.0
Schukin Y.,1502.3250535947095,1543.7038151052634,1396.0592168202625,1500.0
Whittington A.,1502.2756284391942,1500.0,1521.9220000268674,1470.0
Alvarez Varona N.,1502.1235175396753,1488.0,1509.1668350275756,1500.0
Karlovic I.,1502.0945562175891,1522.956467712392,1492.900701731499,1570.294765054261
Fogues F.,1502.0830475665846,1494.2362233367605,1500.0,1500.0
Saretta F.,1502.0381700263392,1545.803851987044,1460.7341077705512,1492.865574565752
Jianu F.C.,1501.8189307520972,1501.190934087334,1500.0,1500.0
Bubka S.,1501.6259287653563,1491.8675920901164,1502.4316723811128,1479.8930035647036
Minar I.,1501.5652990141152,1452.5336728027971,1522.4920393234386,1418.4140578325141
Fratangelo B.,1501.541257901612,1473.7852784746633,1494.3191863748498,1505.5737292166336
Chadaj A.,1501.393955199435,1501.59344151228,1500.0,1500.0
Jorda Sanchis D.,1501.3401364358037,1500.2032315050058,1500.0,1500.0
Calleri A.,1501.303325177366,1567.0592094318868,1524.7154209710322,1425.1435468120742
Sanchez D.,1501.1583374722652,1541.1400442348317,1352.8824405540768,1394.1908645006026
Schwartzman D.,1501.1170596510751,1578.1902106254904,1552.2559091318947,1528.554425415982
Hadad A.,1501.0089441365628,1501.1158885413308,1505.7424115703504,1500.0
Halys Q.,1500.989648647458,1545.1874458613258,1455.0460738093789,1531.1670531450616
Traykov I.,1500.9883309832799,1499.4375506351869,1500.0,1500.0
Langer N.,1500.9459558857945,1505.9310187501337,1488.30670857095,1500.0
De Bakker T.,1500.854054167796,1528.7415621636046,1488.8911409367688,1484.3358732299412
Jelenic P.,1500.799956212119,1500.0,1500.4460310415445,1500.0
Klaasen R.,1500.716913852713,1500.0,1484.0198867935221,1522.9833862036555
Matosevic M.,1500.7164588442847,1465.8278502023004,1559.4782267057349,1490.6633788848892
Trungelliti M.,1500.5622311336883,1523.2598883114927,1451.812536385608,1467.468645645771
Goldstein P.,1500.4805591190052,1481.4832709638506,1518.0062488954177,1472.7709429968181
Lamasine T.,1500.4159684843,1496.8256129264955,1497.3642527361476,1482.8118207828031
Haider-Mauer A.,1500.1974543732526,1499.5090866477676,1495.398548380078,1500.0
Stoltenberg J.,1500.147600102541,1500.0,1478.1224689609737,1502.5839895213328
Kolar Z.,1500.0709756835604,1512.3776571588535,1500.0,1474.3698430961329
Giner J.,1500.0049530067718,1504.2707006975052,1500.0,1500.0
Demoliner M.,1500.0037014512543,1497.0979395007328,1500.0,1500.0
Gumy H.,1499.9556213994676,1499.5999923740492,1500.0,1500.0
Coutelot N.,1499.9020694387916,1510.056122535598,1480.4792291623162,1453.5494663561615
Sekulic P.,1499.823131511192,1500.0,1493.3336811674303,1500.0
Martinez P.,1499.794628380248,1546.4557698499789,1454.1116301411341,1462.0900260954738
Roca Batalla O.,1499.690769819152,1495.4213244444818,1500.0,1500.0
Rocha D.,1499.6758606261415,1496.6936963392284,1500.0,1500.0
Avidzba A.,1499.629210868593,1500.0,1499.263693206478,1500.0
Harris B.,1499.4980391924057,1491.1931153304624,1430.170219092987,1510.1199178537886
Van Lottum J.,1499.447110688816,1500.0,1498.5673876595922,1500.0
Gutierrez-Ferrol S.,1499.4058540141066,1503.2044827273749,1500.0,1500.0
Denolly C.,1499.364348091879,1498.2872186622394,1500.0,1500.0
Wang Y. Jr,1499.345865381763,1500.0,1498.605464025671,1500.0
Zayed M.S.,1499.1786327564485,1500.0,1498.8911908365196,1500.0
Monteiro T.,1498.9158898906355,1537.33948180474,1450.8213410171568,1404.2418290871976
Vagnozzi S.,1498.7187523830485,1492.7671275483287,1500.0,1500.0
Alves M.,1498.6915495061928,1497.0955098528657,1500.0,1500.0
Farah R.,1498.6403901576716,1527.3381100078645,1449.0511179905718,1500.0
Tobon M.,1498.5759042851591,1499.5875730804098,1500.0,1500.0
Barrios Vera M.T.,1498.558224025216,1499.0311505043985,1500.0,1500.0
Warburg S.,1498.5560302057916,1500.0,1481.6986362265206,1480.5431334379193
Balleret B.,1498.5156946163715,1485.38771706491,1497.700721632998,1500.0
Scherrer J.,1498.4559075521113,1500.0,1497.634444215805,1500.0
Tebbutt M.,1498.39229092678,1500.0,1499.0759004036063,1500.0
Ondruska M.,1498.1314306501927,1508.5636506931442,1478.9462369426533,1500.0
Ascione A.,1498.0210404281518,1500.0,1500.8719838362865,1500.0
Shimabukuro S.,1497.8929946284802,1500.0,1486.472794525885,1478.6599425173947
Alvarez Valdes L.C.,1497.8783301432716,1500.0,1500.668744209866,1500.0
Krueger M.,1497.6074025947948,1497.1416640392708,1480.114198986643,1459.2023333819777
Herbert P.,1497.5886355919135,1478.9910526691826,1499.4909751489126,1504.304225578844
Ivanisevic G.,1497.5623289466525,1436.21047165233,1464.076560696145,1647.7566193872715
De Greef A.,1497.4483800297955,1492.2963159022295,1503.9976899661604,1500.0
Zhou Y.,1497.4111239987592,1500.0,1486.5026514652136,1500.0
Leshem E.,1497.3911930983556,1500.0,1498.2514559741644,1500.0
Davydenko P.,1497.3551680031992,1504.7012975691912,1487.4146600359877,1500.0
Gambill J. M.,1497.3446656478357,1500.0,1494.9047582566125,1500.0
Hossam K.,1497.2612400366093,1500.0,1497.2356931828238,1500.0
Zovko L.,1497.1987469671733,1493.5493002257526,1496.0859488002823,1500.0
Samrej K.,1497.1316689916093,1500.0,1496.9027798415766,1500.0
Meffert D.,1497.0708092294676,1498.5931944410765,1487.1199496313964,1498.0294294542703
Marchenko I.,1496.8918471085844,1423.437380861272,1536.3364255149784,1378.587951386455
Hardt N.,1496.8810819503542,1494.5000091859388,1500.0,1500.0
Silva F.F.,1496.840182057278,1495.9400666305903,1500.0,1500.0
Marcaccio G.,1496.7277312236552,1510.2615861624765,1484.0010042255035,1500.0
Eitzinger R.,1496.690744926605,1492.0597772444955,1490.9476740500218,1500.0
Uebel L.,1496.6228938834429,1500.0,1500.0,1480.4935728391872
Wessels L.,1496.52370510644,1502.2884963074787,1500.0,1478.4163000173735
Mpetshi Perricard G.,1496.4593888804413,1500.0,1496.0790812415719,1500.0
Istomin D.,1496.3746369676176,1498.3065022245544,1503.106332855068,1512.1147935851723
Kachmazov A.,1496.365912129592,1500.0,1485.627378094965,1500.0
Estrella V.,1496.2309626687045,1500.0,1490.618991567326,1500.0
Galdon P.,1496.1860464646527,1496.9189678837038,1500.0,1500.0
Al-Ghareeb M.,1496.0953902159897,1500.0,1495.5041751941146,1500.0
Struff J-L.,1496.053624714991,1500.0,1496.0065987007472,1500.0
Basso A.,1495.976324010833,1496.1637860973342,1500.0,1500.0
Guccione A.,1495.8441166028704,1487.322921437099,1500.0,1485.306819186447
Joyce M.,1495.7694035002467,1500.0,1500.5190013273118,1500.0
Monday J.,1495.673596363446,1500.0,1500.0,1487.6747666525744
Gimeno Valero C.,1495.5948505181864,1491.6498980554218,1500.0,1500.0
Napolitano S.,1495.5617487375669,1492.9934523983318,1483.1816085031332,1491.2733354222576
Tabur C.,1495.4885076465075,1483.1423941065934,1512.7114559739682,1500.0
Koning M.,1495.4793047505957,1500.0,1500.0,1481.7329874767927
Zayed M. S.,1495.3926866377008,1500.0,1495.4650776873207,1500.0
Gimeno-Traver D.,1495.3205263170357,1531.9503160878523,1370.2856302388834,1319.0932385700266
Yevseyev D.,1495.3164191131016,1503.9679095259178,1477.1331841805447,1500.0
Sirianni J.,1495.2115601672378,1500.0,1502.8077031176115,1445.2415608133515
Albot R.,1495.2088799822172,1467.1446879082173,1539.8156243841956,1405.1790981751535
Gigounon G.,1495.1572836269374,1493.8127353732007,1500.0,1500.0
Schoorel T.,1495.0471661764338,1512.7290982704408,1466.6065081186418,1500.0
Rodriguez Taverna S.,1494.9590045151583,1486.8445513841361,1500.0,1500.0
Bai Y.,1494.8517978981918,1500.0,1486.676706498086,1500.0
Uchida K.,1494.8474492120488,1500.0,1492.1251251282772,1500.0
Ajdukovic D.,1494.7944437783647,1499.629315862931,1487.7963564779334,1500.0
Kicker N.,1494.789074320981,1492.7817034770248,1495.1204489342942,1481.975056100703
Anderson A.,1494.5798779269194,1500.0,1493.4157235040711,1500.0
Mansouri S.,1494.5790611410985,1500.0,1494.6948233778721,1500.0
Squire H.,1494.5118919690015,1506.5546618746741,1500.0,1449.2810247239
Nadal-Parera R.,1494.3679587597678,1498.5765388330035,1500.0,1500.0
Giraldo S.,1494.250043730605,1508.5052561847688,1463.5102513012584,1517.4845625478165
Echargui M.,1494.1281906110548,1500.0,1493.2830347745974,1500.0
Cina F.,1494.1084263016191,1493.6357881120186,1489.8065820850888,1500.0
Geerts M.,1494.0918368509554,1500.0,1496.6899993898262,1500.0
Friedl L.,1494.00148327008,1514.7284513425755,1471.9221086414025,1500.0
Zayid M. S.,1494.0004431851662,1500.0,1492.548667291816,1500.0
Smethurst D.,1493.904289347987,1500.0,1500.0,1481.4970793127704
Bertola R.,1493.883367926938,1500.0,1490.8177209736814,1500.0
K K.,1493.8120904445864,1500.0,1500.0,1480.457218953001
Tyurnev E.,1493.7984800224947,1500.0,1491.4449054534218,1500.0
Jouan R.,1493.6178508778848,1490.0215211124494,1495.0317322014214,1500.0
Guccione C.,1493.6097330246423,1449.1069198377045,1526.9930134540139,1400.7555347884756
Jubb P.,1493.55845789072,1500.0,1500.0,1442.8936899012242
Sarstrand M.,1493.5276374755765,1494.6056919159814,1500.0,1500.0
Bonadio R.,1493.4412126069572,1490.492166908384,1500.0,1500.0
Zampieri C.,1493.3995098391017,1496.2335919362652,1500.0,1500.0
Bernet H.,1493.3693893367554,1500.0,1493.8867950114056,1500.0
Kloer S.,1493.2976542049248,1492.295886505789,1500.0,1500.0
Yuksel A.,1493.218325429532,1500.0,1488.0617373332163,1500.0
Wagh A.,1493.1800411407287,1500.0,1492.769001269506,1500.0
Hui J.,1493.0946839203618,1500.0,1492.172341931665,1500.0
Omarkhanov A.,1492.998816537252,1500.0,1488.7277217250355,1500.0
Ymer E.,1492.8952386187489,1423.2190204074825,1516.1221938168374,1445.8445495947408
Gombos N.,1492.8121048888665,1523.274588648989,1438.7868202067093,1424.9393715647145
Lammer M.,1492.735507563036,1447.0119595517424,1516.8720341952317,1500.0
Mo Y.,1492.6338215689896,1500.0,1493.130118987433,1500.0
Lopez-Perez E.,1492.5652383523225,1492.537456846074,1500.0,1500.0
Ogorodov O.,1492.557480931092,1500.2754655366637,1490.5984799146993,1500.0
Zabaleta M.,1492.475138346639,1592.0876987548436,1407.2789913395254,1399.2931437852587
Navarro S.,1492.395739104343,1495.479946141338,1500.0,1500.0
Lemke J.,1492.2931169012113,1500.0,1481.9305958881323,1500.0
Meister N.,1492.2478439227666,1500.0,1485.0893134572034,1500.0
Sanchez Izquierdo N.,1492.2171019153818,1492.4488408411667,1500.0,1500.0
Sell K.,1492.1916156103277,1490.183495459811,1500.0,1500.0
Singh S.,1492.1815274869716,1500.0,1492.7516615910017,1500.0
Furness E.,1492.1768457845296,1500.0,1490.2777080758906,1500.0
Grosjean S.,1492.1711130345016,1585.877619849655,1496.5337435911658,1610.8449417021382
Jeong S.Y.,1492.1090871738265,1500.0,1492.152272308543,1500.0
Caruana L.,1492.096245600656,1500.0,1490.2952753673924,1500.0
Mochizuki S.,1492.0052380934524,1490.4794092976388,1465.6572430355882,1460.8793548918945
Munoz de La Nava D.,1492.0029314857993,1493.7641570778392,1500.0,1500.0
Baluda V.,1491.9977690057194,1500.0,1491.751552212759,1500.0
Gooding J.,1491.9067829804032,1500.0,1490.5558114989478,1500.0
Veronelli D.,1491.8993494552308,1501.9102597879337,1485.5870438337913,1500.0
Jun W.,1491.848038969447,1500.0,1491.8827489537298,1500.0
Sargsian S.,1491.7800359584473,1488.6720560634546,1536.5691763544553,1425.3946904076588
Sadecky A.,1491.7732636214935,1489.6360282663493,1500.0,1500.0
Hernandez-Fernandez J.,1491.7732602689002,1489.9304773903182,1500.0,1500.0
Matsukevitch D.,1491.764279640135,1489.879889814075,1503.1920946951536,1500.0
Schwaerzler J.J.,1491.727020759446,1492.072576837716,1500.0,1500.0
Burquier G.,1491.6456977756927,1500.0,1483.4866957940083,1500.0
Tsitsipas P.,1491.5502350551117,1500.0,1491.0539567386334,1500.0
Erlich J.,1491.540169631305,1500.0,1508.4057765093573,1479.0302851671454
Shane R.,1491.5331921016007,1500.0,1489.6261771477625,1500.0
Neff A.,1491.51527366113,1500.0,1489.4770696615196,1500.0
Topic J.,1491.382587624868,1492.3790474497937,1500.0,1500.0
Tavares L.,1491.380514282853,1491.5063641887061,1500.0,1500.0
Cadart R.,1491.3352167477274,1500.0,1507.276403459757,1477.0077760764218
Olaso G.,1491.2908682909592,1498.9993927351038,1481.678476134745,1500.0
Reichel A.,1491.250456819143,1500.0,1490.8327426140759,1500.0
Rybakov A.,1491.1318907987857,1500.0,1490.4228961602275,1500.0
Zayid M.,1491.0894899789025,1500.0,1490.6297247600014,1500.0
Vrbensky M.,1491.0713065631776,1500.0,1491.7462525919277,1500.0
Sakellaridis S.,1491.0031107047755,1500.0,1489.1678959643593,1500.0
Stoppini A.,1490.989610053947,1481.7528843966008,1505.527091997438,1500.0
Emmrich M.,1490.9871833512327,1500.0,1500.0,1486.2540180117176
Pfeiffer K.,1490.986530185968,1492.078351932315,1500.0,1500.0
Witten J.,1490.9615857590268,1472.4265563767574,1505.9857892894986,1485.1031825109094
Cassone M.,1490.942343876436,1500.0,1491.8274099878963,1500.0
Sanchez de Luna J.A.,1490.938073662914,1490.8699658880532,1500.0,1500.0
Cecchinato M.,1490.9242580066225,1548.0402069913766,1348.0596201359542,1369.2520530766747
Milligan L.,1490.7990425919231,1500.0,1500.0,1470.314779115374
Zhukayev B.,1490.7373745181694,1500.0,1493.0391021698551,1471.785928275064
Phillips T.,1490.6600962641633,1500.0,1489.4241208058647,1500.0
Van Assche L.,1490.6444634917993,1497.89815476674,1502.7968233086199,1446.869982988424
Tveit E.,1490.6225403130065,1492.8654723868601,1500.0,1500.0
Takahashi Y.,1490.6180188875692,1500.0,1490.7774258388024,1500.0
Kosakowski D.,1490.60202186263,1500.0,1490.7723111785008,1500.0
Mesaros K.,1490.5930362003992,1500.0,1487.5199044256485,1500.0
Passaro F.,1490.5016497269162,1493.0528453273832,1463.3448070572758,1500.0
Dodig M.,1490.4952710600464,1492.6261288751123,1500.0,1500.0
Belyaev I.,1490.4799488826134,1500.0,1487.1781883042402,1500.0
Villanueva G.,1490.4375886240919,1500.0,1488.1798520874038,1500.0
Sakamoto P.,1490.4294673898298,1491.4129441046068,1500.0,1500.0
Burruchaga R.,1490.395255672279,1488.4066590903167,1500.0,1500.0
Gimeno D.,1490.3434407422592,1490.5862746319615,1500.0,1500.0
Granollers-Pujol M.,1490.253619341916,1487.0864109299046,1500.0,1500.0
Kontinen H.,1490.22125363801,1500.0,1482.5987238772532,1505.3781783583677
Chakravarthi C.,1490.218385032892,1500.0,1490.6854013926866,1500.0
Olguin L.,1490.141636837703,1491.8323466263998,1500.0,1500.0
Pedroso A.,1490.1100447764832,1500.0,1489.6867750461624,1500.0
Tepavac M.,1490.0982267203672,1500.0,1489.3381713460537,1500.0
Serrano O.,1490.0730356488345,1492.57662699238,1500.0,1500.0
Valent R.,1490.0697069485304,1500.0,1487.967707214701,1500.0
Alcaide G.,1490.041619848313,1500.0,1500.0,1480.3266063326007
Korteling S.,1490.0165775417415,1491.9252962440466,1500.0,1500.0
Healey N.,1490.0049785952992,1489.9781753887453,1481.9873255576158,1500.1811317504294
Hrbaty D.,1489.977909820865,1482.2134143867686,1538.1940913034516,1412.7728796106414
Roumane R.,1489.9761866940546,1500.0,1484.6828086186488,1500.0
Blanchet U.,1489.9753782522434,1484.9435488979514,1496.9704381012637,1500.0
Gray A.,1489.9652733653577,1500.0,1500.0,1476.4617622336505
Abdulla M.,1489.9473961504057,1500.0,1485.277658238855,1500.0
Sweeny D.,1489.9437239036674,1500.0,1476.933796339658,1500.0
Ouyang B.,1489.9387919529274,1500.0,1482.4940236119448,1500.0
Dubrivnyy A.,1489.936745876371,1500.0,1487.1361251130065,1500.0
Koderisch C.,1489.9036948249116,1500.0,1500.0,1478.3659027658562
Riffice S.,1489.8729420021896,1500.0,1491.8603515490101,1500.0
Mirnegg M.,1489.8277472406278,1489.5971258969719,1500.0,1500.0
Ivanov I.,1489.80749854028,1500.0,1487.3351287150324,1500.0
Veger F.,1489.754999842412,1500.0,1483.883972137391,1500.0
Peliwo F.,1489.737305854598,1504.7500345995727,1491.5154690452753,1500.0
Gakhov I.,1489.713199179389,1482.5914692363895,1500.0,1500.0
Fish A.,1489.6855132285698,1500.0,1491.4436383035456,1500.0
Dabrowski B.,1489.6243372592364,1487.7849949934282,1500.0,1500.0
Alawadhi O.,1489.5671262445103,1500.0,1488.8090275262407,1500.0
Gruber K.,1489.5645494979676,1500.0,1489.959087571869,1500.0
