date,season,tourney_name,surface,player,player_rank,opponent,opponent_rank,odds_for,odds_against,won,matches_played_lastN,winrate_lastN,avg_odds_lastN
2014-07-28,2014,Citi Open,Hard,Abanda F.,214.0,King V.,76.0,3.0,1.36,0,0.0,,
2014-08-04,2014,Rogers Cup,Hard,Abanda F.,209.0,Cibulkova D.,12.0,10.0,1.06,0,1.0,0.0,3.0
2014-08-25,2014,US Open,Hard,Abanda F.,205.0,Lisicki S.,28.0,5.0,1.16,0,2.0,0.0,6.5
2014-09-10,2014,Coupe Banque Nationale,Hard,Abanda F.,179.0,Williams V.,19.0,6.5,1.11,0,3.0,0.0,6.0
2015-03-24,2015,Sony Ericsson Open,Hard,Abanda F.,235.0,Kanepi K.,51.0,4.0,1.22,0,4.0,0.0,6.125
2015-08-11,2015,Rogers Cup,Hard,Abanda F.,315.0,Petkovic A.,16.0,10.0,1.05,0,5.0,0.0,5.7
2015-09-16,2015,Coupe Banque Nationale,Hard,Abanda F.,374.0,Lucic M.,104.0,4.5,1.18,0,6.0,0.0,6.416666666666667
2016-07-19,2016,Citi Open,Hard,Abanda F.,274.0,Arconada U.M.,620.0,1.4,2.75,0,7.0,0.0,6.142857142857143
2016-07-26,2016,Rogers Cup,Hard,Abanda F.,274.0,Zheng S.,74.0,4.0,1.22,1,8.0,0.0,5.55
2016-07-27,2016,Rogers Cup,Hard,Abanda F.,274.0,Svitolina E.,20.0,6.0,1.12,0,8.0,0.125,5.675
2016-09-14,2016,Coupe Banque Nationale,Hard,Abanda F.,201.0,Barthel M.,114.0,2.62,1.44,1,8.0,0.125,5.175
2016-09-16,2016,Coupe Banque Nationale,Hard,Abanda F.,201.0,Pegula J.,161.0,1.83,1.83,0,8.0,0.25,4.8775
2017-05-29,2017,French Open,Clay,Abanda F.,195.0,Andrianjafitrimo T.,269.0,1.5,2.62,1,8.0,0.25,4.29375
2017-05-31,2017,French Open,Clay,Abanda F.,195.0,Wozniacki C.,12.0,6.0,1.12,0,8.0,0.375,3.98125
2017-07-03,2017,Wimbledon,Grass,Abanda F.,142.0,Nara K.,94.0,1.8,2.0,1,8.0,0.375,3.48125
2017-07-05,2017,Wimbledon,Grass,Abanda F.,142.0,Ostapenko J.,13.0,6.5,1.11,0,8.0,0.5,3.1437500000000003
2017-07-31,2017,Citi Open,Hard,Abanda F.,131.0,Goerges J.,40.0,3.5,1.28,0,8.0,0.5,3.78125
2017-08-08,2017,Rogers Cup,Hard,Abanda F.,132.0,Safarova L.,41.0,3.25,1.33,0,8.0,0.375,3.71875
2017-08-15,2017,Western & Southern Financial Group Women's Open,Hard,Abanda F.,133.0,Linette M.,84.0,2.0,1.72,1,8.0,0.375,3.375
2017-08-16,2017,Western & Southern Financial Group Women's Open,Hard,Abanda F.,133.0,Goerges J.,37.0,4.0,1.22,0,8.0,0.375,3.2975000000000003
2017-09-13,2017,Coupe Banque Nationale,Hard,Abanda F.,122.0,Muhammad A.,144.0,1.4,2.75,1,8.0,0.375,3.5687499999999996
2017-09-14,2017,Coupe Banque Nationale,Hard,Abanda F.,122.0,Lepchenko V.,74.0,2.2,1.61,1,8.0,0.375,3.55625
2017-09-16,2017,Coupe Banque Nationale,Hard,Abanda F.,122.0,Babos T.,63.0,2.37,1.57,0,8.0,0.5,3.08125
2018-08-08,2018,Rogers Cup,Hard,Abanda F.,191.0,Stephens S.,3.0,5.0,1.16,0,8.0,0.375,3.1525
2018-08-08,2018,Rogers Cup,Hard,Abanda F.,191.0,Flipkens K.,47.0,3.75,1.25,1,8.0,0.375,2.965
2018-09-12,2018,Coupe Banque Nationale,Hard,Abanda F.,196.0,Martincova T.,240.0,1.61,2.2,1,8.0,0.5,2.99625
2018-09-14,2018,Coupe Banque Nationale,Hard,Abanda F.,196.0,Kenin S.,67.0,2.25,1.57,0,8.0,0.625,2.79125
2021-08-22,2021,Chicago Women's Opeen,Hard,Abanda F.,361.0,Kovinic D.,65.0,2.62,1.5,1,8.0,0.5,2.8225
2021-08-24,2021,Chicago Women's Opeen,Hard,Abanda F.,361.0,Mladenovic K.,57.0,3.0,1.4,0,8.0,0.625,2.65
2012-02-29,2012,Abierto Mexicano,Clay,Abdala N.,542.0,Duque Marino M.,168.0,19.0,1.02,0,7.0,0.5714285714285714,2.8285714285714287
2008-09-30,2008,Tashkent Open,Hard,Abduraimova N.,,Manasieva V.,155.0,,,0,6.0,0.5,2.9333333333333336
2009-09-22,2009,Tashkent Open,Hard,Abduraimova N.,867.0,Tsurenko L.,249.0,5.0,1.14,1,6.0,0.5,3.0460000000000003
2009-09-23,2009,Tashkent Open,Hard,Abduraimova N.,867.0,Voegele S.,76.0,6.5,1.1,0,6.0,0.6666666666666666,3.0460000000000003
2010-09-21,2010,Tashkent Open,Hard,Abduraimova N.,374.0,Kustova D.,163.0,2.0,1.72,0,6.0,0.5,3.596
2011-07-19,2011,Baku Cup,Hard,Abduraimova N.,484.0,Zvonareva V.,3.0,15.0,1.01,0,6.0,0.3333333333333333,3.6740000000000004
2011-09-13,2011,Tashkent Open,Hard,Abduraimova N.,469.0,Rybarikova M.,72.0,5.5,1.14,0,6.0,0.3333333333333333,6.224
2012-09-11,2012,Tashkent Open,Hard,Abduraimova N.,369.0,Diatchenko V.,393.0,2.2,1.61,0,6.0,0.16666666666666666,6.8
2013-07-23,2013,Baku Cup,Hard,Abduraimova N.,214.0,Jovanovski B.,37.0,6.5,1.1,0,7.0,0.14285714285714285,6.033333333333334
2013-09-10,2013,Tashkent Open,Hard,Abduraimova N.,222.0,Cetkovska P.,148.0,3.5,1.28,0,8.0,0.125,6.1000000000000005
2014-07-22,2014,Baku Cup,Hard,Abduraimova N.,191.0,Svitolina E.,37.0,6.0,1.12,0,8.0,0.125,5.775
2014-09-09,2014,Tashkent Open,Hard,Abduraimova N.,189.0,Arruabarrena L.,72.0,3.0,1.36,1,8.0,0.0,5.9
2014-09-10,2014,Tashkent Open,Hard,Abduraimova N.,189.0,Panova A.,133.0,2.62,1.44,1,8.0,0.125,5.4625
2014-09-11,2014,Tashkent Open,Hard,Abduraimova N.,189.0,Amanmuradova A.,324.0,2.1,1.66,1,8.0,0.25,5.54
2014-09-12,2014,Tashkent Open,Hard,Abduraimova N.,189.0,Jovanovski B.,35.0,3.5,1.3,0,8.0,0.375,3.9275
2015-04-07,2015,Katowice Open,Clay,Abduraimova N.,159.0,Schmiedlova A.,67.0,4.5,1.16,0,8.0,0.375,3.6775
2015-07-28,2015,Baku Cup,Hard,Abduraimova N.,191.0,Diatchenko V.,74.0,2.5,1.5,0,8.0,0.375,3.965
2015-09-29,2015,Tashkent Open,Hard,Abduraimova N.,227.0,Martic P.,128.0,2.75,1.4,1,8.0,0.375,3.465
2015-09-30,2015,Tashkent Open,Hard,Abduraimova N.,227.0,Larsson J.,61.0,4.0,1.22,0,8.0,0.5,3.37125
2016-09-20,2016,Guangzhou Open,Hard,Abduraimova N.,176.0,Ferrando C.,322.0,,,1,8.0,0.5,3.12125
2016-09-21,2016,Guangzhou Open,Hard,Abduraimova N.,176.0,Tsurenko L.,80.0,4.5,1.18,0,8.0,0.5,3.1385714285714283
2017-09-26,2017,Tashkent Open,Hard,Abduraimova N.,282.0,Nara K.,109.0,3.0,1.36,0,8.0,0.375,3.4071428571428575
2018-09-25,2018,Tashkent Open,Hard,Abduraimova N.,398.0,Barthel M.,94.0,4.33,1.2,0,8.0,0.25,3.5357142857142856
2019-09-24,2019,Tashkent Open,Hard,Abduraimova N.,552.0,Niculescu M.,106.0,5.0,1.16,0,8.0,0.25,3.654285714285714
2023-07-18,2023,Internazionali Femminili di Palermo,Clay,Abduraimova N.,177.0,Prozorova T.,236.0,2.0,1.8,0,8.0,0.25,3.7257142857142855
2023-07-25,2023,Poland Open,Clay,Abduraimova N.,181.0,Swiatek I.,1.0,29.0,1.01,0,8.0,0.25,3.654285714285714
2010-09-20,2010,Tashkent Open,Hard,Abdurakhimova A.,,Voegele S.,123.0,11.0,1.03,0,7.0,0.14285714285714285,3.8049999999999997
2007-02-20,2007,Copa Colsanitas Santander,Clay,Abramovic I.,166.0,Parmentier P.,177.0,2.0,1.72,0,6.0,0.16666666666666666,3.7659999999999996
2012-02-21,2012,Monterrey Open,Hard,Abramovic M.,361.0,Panova A.,83.0,4.5,1.18,1,5.0,0.0,3.7659999999999996
2012-02-23,2012,Monterrey Open,Hard,Abramovic M.,361.0,Arn G.,68.0,4.5,1.18,0,5.0,0.2,3.7659999999999996
2007-01-15,2007,Australian Open,Hard,Adamczak M.,241.0,Tulyaganova I.,131.0,3.75,1.25,1,4.0,0.25,3.9574999999999996
2007-01-17,2007,Australian Open,Hard,Adamczak M.,241.0,Kuznetsova S.,4.0,11.0,1.03,0,4.0,0.5,3.8125
2007-07-18,2007,Western & Southern Financial Group Women's Open,Hard,Adamczak M.,203.0,Schnyder P.,16.0,7.5,1.07,0,4.0,0.5,5.3125
2007-09-19,2007,Sunfeast Open,Greenset,Adamczak M.,185.0,Koryttseva M.,164.0,2.0,1.72,0,4.0,0.5,6.6875
2008-01-01,2008,Mondial Australian Women's Hardcourts,Hard,Adamczak M.,158.0,Vesnina E.,54.0,3.75,1.25,1,5.0,0.4,5.75
2008-01-02,2008,Mondial Australian Women's Hardcourts,Hard,Adamczak M.,158.0,Li N.,29.0,4.5,1.16,0,6.0,0.5,5.416666666666667
2008-01-07,2008,Moorilla Hobart International,Hard,Adamczak M.,148.0,Kudryavtseva A.,77.0,1.83,1.83,0,7.0,0.42857142857142855,5.285714285714286
2008-01-14,2008,Australian Open,Hard,Adamczak M.,149.0,Poutchkova O.,97.0,2.5,1.5,0,7.0,0.2857142857142857,4.904285714285714
2008-07-29,2008,Rogers Cup,Hard,Adamczak M.,192.0,Bammer S.,32.0,5.0,1.14,0,8.0,0.25,4.60375
2009-09-01,2009,US Open,Hard,Adamczak M.,164.0,Cornet A.,37.0,3.75,1.25,0,8.0,0.125,4.76
2009-09-14,2009,Bell Challenge,Hard,Adamczak M.,144.0,Czink M.,52.0,3.5,1.28,0,8.0,0.125,3.85375
2010-04-13,2010,Family Circle Cup,Clay,Adamczak M.,141.0,Razzano V.,35.0,5.0,1.14,1,8.0,0.125,3.35375
2010-04-14,2010,Family Circle Cup,Clay,Adamczak M.,141.0,Kerber A.,64.0,4.0,1.22,0,8.0,0.25,3.72875
2025-10-29,2025,Chennai Open,Hard,Adkar V.,697.0,Vekic D.,78.0,26.0,1.01,0,7.0,0.14285714285714285,3.7257142857142855
2007-05-22,2007,Istanbul Cup,Clay,Afinogenova K.,302.0,Kloesel S.,88.0,,,1,6.0,0.16666666666666666,3.5966666666666662
2007-05-23,2007,Istanbul Cup,Clay,Afinogenova K.,302.0,Shaughnessy M.,66.0,5.0,1.14,0,6.0,0.3333333333333333,3.95
2025-08-25,2025,US Open,Hard,Ahn A.,714.0,Mertens E.,21.0,13.0,1.04,0,5.0,0.4,4.3125
2014-07-29,2014,Bank of the West Classic,Hard,Ahn K.,912.0,Vandeweghe C.,48.0,8.0,1.08,0,4.0,0.5,4.083333333333333
2017-04-04,2017,Monterrey Open,Hard,Ahn K.,206.0,Cepelova J.,94.0,3.0,1.36,1,4.0,0.5,5.5
2017-04-06,2017,Monterrey Open,Hard,Ahn K.,206.0,Pavlyuchenkova A.,16.0,6.0,1.12,0,4.0,0.75,5.333333333333333
2017-06-12,2017,Aegon Open,Grass,Ahn K.,139.0,Osaka N.,55.0,2.5,1.5,1,4.0,0.5,5.666666666666667
2017-06-14,2017,Aegon Open,Grass,Ahn K.,139.0,Linette M.,94.0,1.9,1.8,1,5.0,0.6,4.875
2017-06-16,2017,Aegon Open,Grass,Ahn K.,139.0,Rybarikova M.,192.0,3.4,1.33,0,6.0,0.6666666666666666,4.279999999999999
2017-08-01,2017,Bank of the West Classic,Hard,Ahn K.,112.0,Cepede Royg V.,85.0,1.83,1.83,0,6.0,0.5,4.133333333333334
2017-09-20,2017,Korea Open,Hard,Ahn K.,124.0,Maria T.,54.0,2.5,1.5,1,7.0,0.42857142857142855,3.8042857142857143
2017-09-21,2017,Korea Open,Hard,Ahn K.,124.0,Cepede Royg V.,77.0,2.25,1.57,0,8.0,0.5,3.64125
2017-10-11,2017,Tianjin Open,Hard,Ahn K.,121.0,Voegele S.,196.0,2.1,1.66,0,8.0,0.5,2.9225
2018-01-08,2018,Sydney International,Hard,Ahn K.,111.0,Bertens K.,32.0,1.57,2.25,0,8.0,0.375,2.81
2018-01-16,2018,Australian Open,Hard,Ahn K.,105.0,Strycova B.,24.0,4.0,1.25,0,8.0,0.375,2.25625
2018-04-03,2018,Family Circle Cup,Clay,Ahn K.,107.0,Stosur S.,57.0,3.5,1.28,1,8.0,0.25,2.44375
2018-04-04,2018,Family Circle Cup,Clay,Ahn K.,107.0,Goerges J.,13.0,4.33,1.2,0,8.0,0.25,2.6437500000000003
2018-06-11,2018,Aegon Open,Grass,Ahn K.,129.0,Allertova D.,101.0,1.66,2.1,0,8.0,0.25,2.76
2018-09-11,2018,Coupe Banque Nationale,Hard,Ahn K.,144.0,Govortsova O.,550.0,1.5,2.5,0,8.0,0.25,2.73875
2019-04-10,2019,Copa Claro Colsanitas,Clay,Ahn K.,205.0,Ostapenko J.,29.0,4.5,1.18,1,8.0,0.125,2.61375
2019-04-11,2019,Copa Claro Colsanitas,Clay,Ahn K.,205.0,Osorio Serrano M.C.,438.0,1.57,2.25,0,8.0,0.25,2.895
2019-07-01,2019,Wimbledon,Grass,Ahn K.,190.0,Sevastova A.,12.0,5.5,1.14,0,8.0,0.25,2.82875
2019-07-29,2019,Mubadala Silicon Valley Classic,Hard,Ahn K.,178.0,Tomljanovic A.,42.0,2.5,1.5,1,8.0,0.25,3.32
2019-08-01,2019,Mubadala Silicon Valley Classic,Hard,Ahn K.,178.0,Mertens E.,20.0,4.5,1.18,1,8.0,0.375,3.1325
2019-08-03,2019,Mubadala Silicon Valley Classic,Hard,Ahn K.,178.0,Vekic D.,25.0,4.5,1.2,0,8.0,0.375,3.2575
2019-08-19,2019,Bronx Open,Hard,Ahn K.,152.0,Teichmann J.,59.0,2.25,1.57,1,8.0,0.375,3.27875
2019-08-21,2019,Bronx Open,Hard,Ahn K.,152.0,Muchova K.,47.0,3.0,1.36,0,8.0,0.5,3.3525
2019-08-28,2019,US Open,Hard,Ahn K.,141.0,Kuznetsova S.,63.0,5.0,1.16,1,8.0,0.5,3.54
2019-08-29,2019,US Open,Hard,Ahn K.,141.0,Kalinskaya A.,127.0,2.3,1.61,1,8.0,0.5,3.6025
2019-08-31,2019,US Open,Hard,Ahn K.,141.0,Ostapenko J.,77.0,2.37,1.57,1,8.0,0.625,3.69375
2019-09-02,2019,US Open,Hard,Ahn K.,141.0,Mertens E.,26.0,3.5,1.3,0,8.0,0.75,3.3025
2019-09-16,2019,Korea Open,Hard,Ahn K.,93.0,Bacsinszky T.,94.0,1.5,2.5,1,8.0,0.625,3.4275
2019-09-18,2019,Korea Open,Hard,Ahn K.,93.0,Bogdan A.,143.0,2.0,1.72,1,8.0,0.625,3.0525
2019-09-20,2019,Korea Open,Hard,Ahn K.,93.0,Alexandrova E.,39.0,2.75,1.44,0,8.0,0.75,2.74
2019-10-08,2019,Tianjin Open,Hard,Ahn K.,87.0,Wang Xiy.,154.0,1.9,1.8,0,8.0,0.625,2.8025
2020-01-20,2020,Australian Open,Hard,Ahn K.,92.0,Wozniacki C.,36.0,4.5,1.2,0,8.0,0.625,2.665
2020-02-11,2020,Ladies Trophy,Hard,Ahn K.,97.0,Vekic D.,23.0,5.0,1.16,0,8.0,0.5,2.6025
2020-08-11,2020,Top Seed Open,Hard,Ahn K.,96.0,Blinkova A.,61.0,2.37,1.53,0,8.0,0.375,2.94
2020-09-02,2020,US Open,Hard,Ahn K.,96.0,Williams S.,8.0,8.0,1.08,0,8.0,0.25,2.94
2020-09-28,2020,French Open,Clay,Ahn K.,102.0,Williams S.,9.0,9.0,1.07,0,8.0,0.25,3.5025
2021-04-05,2021,Copa Colsanitas,Clay,Ahn K.,119.0,Paolini J.,103.0,4.0,1.25,0,8.0,0.125,4.4399999999999995
2021-04-13,2021,MUSC Health Women's Open,Clay,Ahn K.,122.0,Di Lorenzo F.,151.0,1.57,2.37,0,8.0,0.0,4.6899999999999995
2021-06-06,2021,Nottingham Open,Grass,Ahn K.,123.0,Burrage J.,250.0,1.9,1.9,1,8.0,0.0,4.5424999999999995
2021-06-08,2021,Nottingham Open,Grass,Ahn K.,123.0,Golubic V.,72.0,4.5,1.2,0,8.0,0.125,4.5425
2021-06-28,2021,Wimbledon,Grass,Ahn K.,117.0,Watson H.,68.0,4.33,1.22,1,8.0,0.125,4.5425
2021-06-30,2021,Wimbledon,Grass,Ahn K.,117.0,Stephens S.,73.0,5.5,1.14,0,8.0,0.25,4.45875
2008-08-26,2008,US Open,Hard,Ahn K.H.,758.0,Safina D.,7.0,17.0,1.01,0,7.0,0.2857142857142857,4.757142857142858
2018-07-30,2018,Citi Open,Hard,Ahn K.H.,160.0,Kuznetsova S.,128.0,2.75,1.4,0,7.0,0.2857142857142857,6.042857142857143
2017-01-03,2017,Brisbane International,Hard,Aiava D.,386.0,Mattek-Sands B.,177.0,2.75,1.4,1,6.0,0.3333333333333333,5.55
2017-01-04,2017,Brisbane International,Hard,Aiava D.,386.0,Kuznetsova S.,9.0,6.5,1.11,0,6.0,0.5,5.341666666666666
2017-01-16,2017,Australian Open,Hard,Aiava D.,273.0,Barthel M.,181.0,3.4,1.33,0,6.0,0.5,6.163333333333334
2017-09-11,2017,Coupe Banque Nationale,Hard,Aiava D.,147.0,Broady N.,135.0,2.62,1.44,0,6.0,0.3333333333333333,6.413333333333334
2017-12-31,2018,Brisbane International,Hard,Aiava D.,153.0,Tomljanovic A.,118.0,2.5,1.5,0,6.0,0.3333333333333333,6.1000000000000005
2018-01-16,2018,Australian Open,Hard,Aiava D.,193.0,Halep S.,1.0,13.0,1.04,0,6.0,0.16666666666666666,5.795000000000001
2018-12-31,2019,Brisbane International,Hard,Aiava D.,247.0,Mladenovic K.,43.0,2.0,1.72,1,7.0,0.14285714285714285,6.824285714285715
2019-01-01,2019,Brisbane International,Hard,Aiava D.,247.0,Osaka N.,5.0,5.5,1.14,0,7.0,0.2857142857142857,4.681428571428571
2019-01-15,2019,Australian Open,Hard,Aiava D.,191.0,Keys M.,17.0,4.5,1.2,0,8.0,0.25,4.7837499999999995
2019-04-01,2019,Family Circle Cup,Clay,Aiava D.,205.0,Bencic B.,21.0,4.0,1.22,0,8.0,0.125,5.0024999999999995
2019-06-11,2019,Rosmalen Grass Court Championships,Grass,Aiava D.,214.0,Sabalenka A.,10.0,5.5,1.14,1,8.0,0.125,4.6899999999999995
2019-06-13,2019,Rosmalen Grass Court Championships,Grass,Aiava D.,214.0,Kudermetova V.,60.0,3.75,1.25,0,8.0,0.25,4.952500000000001
2021-02-01,2021,Gippsland Trophy,Hard,Aiava D.,218.0,Paquet C.,187.0,1.61,2.2,1,8.0,0.25,5.09375
2021-02-02,2021,Gippsland Trophy,Hard,Aiava D.,218.0,Siegemund L.,51.0,4.0,1.22,0,8.0,0.375,4.9825
2021-02-09,2021,Australian Open,Hard,Aiava D.,203.0,Stosur S.,112.0,1.53,2.5,0,8.0,0.375,3.8575
2021-02-13,2021,Phillip Island Trophy,Hard,Aiava D.,203.0,Gadecki O.,,1.4,2.75,0,8.0,0.25,3.79875
2022-01-05,2022,Melbourne Summer Set 1,Hard,Aiava D.,316.0,Halep S.,20.0,6.5,1.11,0,8.0,0.25,3.28625
2024-08-27,2024,US Open,Hard,Aiava D.,194.0,Rybakina E.,4.0,15.0,1.03,0,8.0,0.25,3.53625
2025-01-13,2025,Australian Open,Hard,Aiava D.,195.0,Minnen G.,91.0,2.2,1.67,1,8.0,0.25,4.91125
2025-01-16,2025,Australian Open,Hard,Aiava D.,195.0,Collins D.,11.0,3.2,1.36,0,8.0,0.25,4.49875
2025-05-25,2025,French Open,Clay,Aiava D.,155.0,Yastremska D.,48.0,6.5,1.11,0,8.0,0.25,4.43
2025-08-25,2025,US Open,Hard,Aiava D.,166.0,Paolini J.,8.0,8.0,1.08,0,8.0,0.125,5.04125
2016-04-19,2016,TEB BNP Paribas Istanbul Cup,Clay,Aksu A.,388.0,Jani R.L.,266.0,4.5,1.16,0,7.0,0.14285714285714285,5.1899999999999995
2017-04-26,2017,Istanbul Cup,Clay,Aksu A.,312.0,Kulichkova E.,224.0,2.5,1.5,1,7.0,0.14285714285714285,5.614285714285714
2017-04-27,2017,Istanbul Cup,Clay,Aksu A.,312.0,Eraydin B.,257.0,2.75,1.4,0,7.0,0.2857142857142857,5.771428571428571
2018-04-24,2018,Istanbul Cup,Clay,Aksu A.,226.0,Parmentier P.,122.0,3.5,1.28,0,7.0,0.2857142857142857,5.235714285714286
2011-02-22,2011,Qatar Ladies Open,Hard,Al Nabhani F.,426.0,Jankovic J.,6.0,15.0,1.01,0,6.0,0.3333333333333333,3.608333333333333
2012-02-13,2012,Qatar Total Open,Hard,Al Nabhani F.,556.0,Peng S.,16.0,23.0,1.01,0,6.0,0.16666666666666666,5.741666666666667
2012-02-20,2012,Dubai Duty Free Tennis Championships,Hard,Al Nabhani F.,557.0,Peer S.,40.0,21.0,1.01,0,6.0,0.16666666666666666,9.041666666666666
2013-02-11,2013,Qatar Total Open,Hard,Al Nabhani F.,434.0,Garcia C.,172.0,13.0,1.04,0,6.0,0.16666666666666666,11.458333333333334
2014-02-11,2014,Qatar Total Open,Hard,Al Nabhani F.,458.0,Niculescu M.,54.0,15.0,1.03,0,7.0,0.14285714285714285,11.678571428571429
2016-02-21,2016,Qatar Total Open,Hard,Al Nabhani F.,378.0,Vekic D.,104.0,9.0,1.06,0,7.0,0.14285714285714285,13.178571428571429
2017-02-15,2017,Qatar Total Open,Hard,Al Nabhani F.,419.0,Strycova B.,17.0,17.0,1.005,0,7.0,0.0,14.107142857142858
2018-02-13,2018,Qatar Total Open,Hard,Al Nabhani F.,520.0,Rybarikova M.,18.0,13.0,1.01,0,7.0,0.0,16.142857142857142
2019-02-11,2019,Qatar Total Open,Hard,Al Nabhani F.,429.0,Strycova B.,49.0,17.0,1.02,0,8.0,0.0,15.75
2019-02-17,2019,Dubai Duty Free Tennis Championships,Hard,Al Nabhani F.,406.0,Mladenovic K.,67.0,21.0,1.01,0,8.0,0.0,16.0
2007-02-19,2007,Regions Morgan Keegan Championships & the Cellular South Cup,Hard,Albanese L.,277.0,Olaru I.,254.0,2.62,1.44,0,7.0,0.0,15.0
2007-03-23,2007,Sony Ericsson Open,Hard,Albanese L.,273.0,Harkleroad A.,95.0,3.75,1.25,0,7.0,0.0,12.374285714285715
2007-08-27,2007,US Open,Hard,Albanese L.,236.0,Likhovtseva E.,59.0,3.39,1.3,0,7.0,0.0,11.052857142857144
2009-09-14,2009,Bell Challenge,Hard,Albanese L.,176.0,Marino R.,182.0,2.62,1.44,0,7.0,0.0,9.394285714285715
2010-02-16,2010,Copa BBVA Colsanitas,Clay,Albanese L.,210.0,Zakopalova K.,88.0,3.75,1.25,0,7.0,0.0,8.482857142857144
2016-07-19,2016,Citi Open,Hard,Albanese L.,277.0,Paszek T.,108.0,3.5,1.28,0,7.0,0.0,6.590000000000001
2011-07-11,2011,Internazionali Femminili di Tennis di Palermo,Clay,Albano S.,1014.0,Brianti A.,69.0,10.0,1.04,0,6.0,0.0,5.521666666666667
2019-05-27,2019,French Open,Clay,Albie A.,289.0,Diyas Z.,99.0,6.0,1.12,0,5.0,0.0,3.2260000000000004
2016-04-05,2016,Katowice Open,Clay,Alexandrova E.,264.0,Koukalova K.,115.0,1.83,1.83,1,5.0,0.0,3.2260000000000004
2016-04-06,2016,Katowice Open,Clay,Alexandrova E.,264.0,Giorgi C.,48.0,3.5,1.28,0,5.0,0.2,3.068
2016-06-27,2016,Wimbledon,Grass,Alexandrova E.,223.0,Ivanovic A.,25.0,7.0,1.1,1,5.0,0.2,3.018
2016-06-30,2016,Wimbledon,Grass,Alexandrova E.,223.0,Friedsam A.L.,57.0,4.33,1.22,0,5.0,0.4,3.7400000000000007
2016-09-13,2016,Coupe Banque Nationale,Hard,Alexandrova E.,148.0,Goerges J.,59.0,3.4,1.3,1,5.0,0.4,4.082
2016-09-14,2016,Coupe Banque Nationale,Hard,Alexandrova E.,148.0,Martincova T.,233.0,1.33,3.25,0,5.0,0.6,4.012
2017-01-17,2017,Australian Open,Hard,Alexandrova E.,108.0,Makarova E.,34.0,3.25,1.36,0,6.0,0.5,3.565
2017-02-20,2017,Hungarian Ladies Open,Hard,Alexandrova E.,106.0,Vekic D.,84.0,2.1,1.66,0,7.0,0.42857142857142855,3.52
2017-04-03,2017,Family Circle Cup,Clay,Alexandrova E.,86.0,Jankovic J.,53.0,2.37,1.53,0,8.0,0.375,3.3425000000000002
2017-04-11,2017,Copa Claro Colsanitas,Clay,Alexandrova E.,89.0,Errani S.,121.0,2.0,1.72,0,8.0,0.25,3.41
2017-05-29,2017,French Open,Clay,Alexandrova E.,86.0,Siniakova K.,38.0,3.4,1.33,1,8.0,0.25,3.2225
2017-06-01,2017,French Open,Clay,Alexandrova E.,86.0,Pliskova Ka.,3.0,5.0,1.16,0,8.0,0.25,2.7725000000000004
2017-07-04,2017,Wimbledon,Grass,Alexandrova E.,75.0,Muguruza G.,15.0,4.5,1.2,0,8.0,0.25,2.85625
2017-07-17,2017,Bucharest Open,Clay,Alexandrova E.,92.0,Krejcikova B.,138.0,1.5,2.5,1,8.0,0.125,2.9937500000000004
2017-07-20,2017,Bucharest Open,Clay,Alexandrova E.,92.0,Dulgheru A.,294.0,2.0,1.72,0,8.0,0.25,3.0149999999999997
2017-07-25,2017,Ericsson Open,Clay,Alexandrova E.,88.0,Kulichkova E.,164.0,1.83,1.83,0,8.0,0.25,2.8587499999999997
2017-08-07,2017,Rogers Cup,Hard,Alexandrova E.,88.0,Vickery S.,167.0,1.4,2.75,1,8.0,0.25,2.8249999999999997
2017-08-09,2017,Rogers Cup,Hard,Alexandrova E.,88.0,Wozniacki C.,6.0,4.5,1.18,0,8.0,0.375,2.70375
2017-08-28,2017,US Open,Hard,Alexandrova E.,79.0,Zaja A.,236.0,1.44,2.75,1,8.0,0.375,3.0162500000000003
2017-08-31,2017,US Open,Hard,Alexandrova E.,79.0,Garcia C.,19.0,3.75,1.28,0,8.0,0.375,2.7712499999999998
2017-09-18,2017,Korea Open,Hard,Alexandrova E.,75.0,Arruabarrena L.,61.0,1.83,1.83,1,8.0,0.375,2.615
2017-09-20,2017,Korea Open,Hard,Alexandrova E.,75.0,Kumkhum L.,155.0,1.61,2.2,0,8.0,0.5,2.2812500000000004
2017-09-25,2017,Tashkent Open,Hard,Alexandrova E.,69.0,Cabrera L.,136.0,1.44,2.62,1,8.0,0.375,2.295
2017-09-27,2017,Tashkent Open,Hard,Alexandrova E.,69.0,Kozlova K.,71.0,2.25,1.57,0,8.0,0.5,2.2249999999999996
2018-01-01,2018,Shenzhen Open,Hard,Alexandrova E.,96.0,Voegele S.,144.0,2.1,1.66,1,8.0,0.5,2.2775
2018-01-03,2018,Shenzhen Open,Hard,Alexandrova E.,96.0,Begu I.,43.0,1.9,1.8,0,8.0,0.5,2.365
2018-01-16,2018,Australian Open,Hard,Alexandrova E.,92.0,Hercog P.,91.0,2.1,1.72,1,8.0,0.5,2.04
2018-01-18,2018,Australian Open,Hard,Alexandrova E.,92.0,Keys M.,20.0,5.0,1.16,0,8.0,0.5,2.1225
2018-04-24,2018,Istanbul Cup,Clay,Alexandrova E.,101.0,Wozniacki C.,2.0,8.0,1.08,0,8.0,0.5,2.27875
2018-04-30,2018,J&T Banka Prague Open,Clay,Alexandrova E.,102.0,Hogenkamp R.,121.0,1.72,2.0,1,8.0,0.375,3.05
