winrate_diff,odds_diff,matches_diff,rank_diff,a_wins
0.0,2.128333333333334,0.0,0.0,1
0.0,-2.128333333333334,0.0,0.0,0
0.1428571428571428,-0.9042857142857141,0.0,0.0,1
-0.1428571428571428,0.9042857142857141,0.0,0.0,0
-0.07142857142857151,-3.7259999999999995,1.0,0.0,1
0.07142857142857151,3.7259999999999995,-1.0,0.0,0
0.40476190476190477,0.0600000000000005,1.0,0.0,1
-0.40476190476190477,-0.0600000000000005,-1.0,0.0,0
0.1666666666666667,0.8683333333333318,0.0,0.0,1
-0.1666666666666667,-0.8683333333333318,0.0,0.0,0
-0.16666666666666669,0.08833333333333382,0.0,0.0,1
0.16666666666666669,-0.08833333333333382,0.0,0.0,0
0.1428571428571428,-0.6228571428571423,0.0,0.0,1
-0.1428571428571428,0.6228571428571423,0.0,0.0,0
-0.1428571428571429,0.6428571428571441,0.0,0.0,1
0.1428571428571429,-0.6428571428571441,0.0,0.0,0
-0.26666666666666666,2.2929999999999993,1.0,0.0,1
0.26666666666666666,-2.2929999999999993,-1.0,0.0,0
0.17142857142857149,0.43457142857142994,-2.0,0.0,1
-0.17142857142857149,-0.43457142857142994,2.0,0.0,0
0.8571428571428572,0.5961904761904766,-3.0,0.0,1
-0.8571428571428572,-0.5961904761904766,3.0,0.0,0
-0.09523809523809523,-0.4990476190476223,4.0,0.0,1
0.09523809523809523,0.4990476190476223,-4.0,0.0,0
-0.3333333333333333,1.438333333333333,0.0,0.0,1
0.3333333333333333,-1.438333333333333,0.0,0.0,0
0.22857142857142848,0.7365714285714291,2.0,0.0,1
-0.22857142857142848,-0.7365714285714291,-2.0,0.0,0
0.5714285714285714,0.3309523809523802,1.0,0.0,1
-0.5714285714285714,-0.3309523809523802,-1.0,0.0,0
0.23809523809523808,0.5123809523809539,1.0,0.0,1
-0.23809523809523808,-0.5123809523809539,-1.0,0.0,0
-0.5,0.25199999999999934,-1.0,0.0,1
0.5,-0.25199999999999934,1.0,0.0,0
-0.1785714285714285,0.387142857142861,-3.0,0.0,1
0.1785714285714285,-0.387142857142861,3.0,0.0,0
0.05714285714285722,-1.139142857142856,-2.0,0.0,1
-0.05714285714285722,1.139142857142856,2.0,0.0,0
0.4285714285714286,0.10285714285714276,0.0,0.0,1
-0.4285714285714286,-0.10285714285714276,0.0,0.0,0
-0.1785714285714285,1.1410714285714323,-3.0,0.0,1
0.1785714285714285,-1.1410714285714323,3.0,0.0,0
0.2857142857142857,0.5614285714285714,0.0,0.0,1
-0.2857142857142857,-0.5614285714285714,0.0,0.0,0
-0.02857142857142847,1.4548571428571444,-2.0,0.0,1
0.02857142857142847,-1.4548571428571444,2.0,0.0,0
-0.380952380952381,1.6138095238095262,-1.0,0.0,1
