date,season,tourney_name,surface,player,player_rank,opponent,opponent_rank,odds_for,odds_against,won,matches_played_lastN,winrate_lastN,avg_odds_lastN
2021-08-11,2021,Generali Ladies Linz Open,Hard,Kozlova K.,145.0,Wang Xin.,106.0,2.3,1.61,0,8.0,0.25,3.165000000000001
2007-01-08,2007,Acura Classic,Hard,Krajicek M.,33.0,Hingis M.,13.0,2.5,1.5,0,7.0,0.14285714285714285,3.4342857142857155
2007-03-10,2007,Porsche Tennis Grand Prix,Hard,Krajicek M.,31.0,Bondarenko A.,25.0,1.72,2.0,1,7.0,0.14285714285714285,3.5542857142857156
2007-04-10,2007,Porsche Tennis Grand Prix,Hard,Krajicek M.,31.0,Petrova N.,9.0,2.5,1.5,0,7.0,0.2857142857142857,2.8714285714285728
2007-06-08,2007,East West Bank Classic,Hard,Krajicek M.,34.0,Bremond S.,66.0,1.2,4.33,1,7.0,0.14285714285714285,3.010000000000001
2007-07-08,2007,East West Bank Classic,Hard,Krajicek M.,34.0,Fedak Y.,128.0,1.33,3.25,1,7.0,0.2857142857142857,2.881428571428572
2007-08-01,2007,Moorilla Hobart International,Hard,Krajicek M.,37.0,Bremond S.,38.0,1.44,2.62,0,7.0,0.42857142857142855,2.2142857142857157
2007-08-03,2007,Pacific Life Open,Hard,Krajicek M.,58.0,Arvidsson S.,105.0,1.44,2.62,1,7.0,0.42857142857142855,1.8842857142857155
2007-09-08,2007,East West Bank Classic,Hard,Krajicek M.,34.0,Sharapova M.,2.0,8.0,1.06,0,7.0,0.5714285714285714,1.732857142857144
2007-10-03,2007,Pacific Life Open,Hard,Krajicek M.,58.0,Sharapova M.,1.0,9.0,1.04,0,8.0,0.5,2.516250000000001
2007-12-02,2007,Proximus Diamond Games,Hard,Krajicek M.,66.0,Muller M.,34.0,1.57,2.25,1,8.0,0.5,3.328750000000001
2008-01-01,2008,ASB Classic,Hard,Krajicek M.,33.0,Errani S.,69.0,1.28,3.5,0,8.0,0.5,3.310000000000001
2009-03-08,2009,LA Womens Tennis Championships,Hard,Krajicek M.,121.0,Peng S.,38.0,2.37,1.53,0,8.0,0.5,3.157500000000001
2009-04-03,2009,Monterrey Open,Hard,Krajicek M.,167.0,Bartoli M.,13.0,4.0,1.25,0,8.0,0.375,3.3037500000000013
2009-11-03,2009,BNP Paribas Open,Hard,Krajicek M.,159.0,Vaidisova N.,79.0,1.5,2.5,0,8.0,0.25,3.637500000000001
2011-01-03,2011,Malaysia Open,Hard,Krajicek M.,150.0,Malek T.,144.0,1.36,3.0,1,8.0,0.25,3.645000000000001
2011-01-09,2011,US Open,Hard,Krajicek M.,183.0,Williams S.,27.0,19.0,1.02,0,8.0,0.25,3.635000000000001
2011-03-03,2011,Malaysia Open,Hard,Krajicek M.,150.0,Kleybanova A.,24.0,5.5,1.12,1,8.0,0.25,5.010000000000002
2011-04-03,2011,Malaysia Open,Hard,Krajicek M.,150.0,Kremer A.,169.0,1.33,3.25,1,8.0,0.375,4.572500000000002
2011-05-03,2011,Malaysia Open,Hard,Krajicek M.,150.0,Dokic J.,91.0,2.2,1.61,0,8.0,0.375,4.542500000000001
2011-07-06,2011,e-Boks Sony Ericsson Open,Hard,Krajicek M.,163.0,Oudin M.,82.0,2.0,1.72,1,8.0,0.375,4.657500000000001
2011-09-06,2011,e-Boks Sony Ericsson Open,Hard,Krajicek M.,163.0,Safarova L.,38.0,2.75,1.4,0,8.0,0.5,4.611250000000001
2012-08-03,2012,BNP Paribas Open,Hard,Krajicek M.,80.0,Radwanska U.,85.0,1.83,1.83,1,8.0,0.5,4.455000000000001
2012-09-03,2012,BNP Paribas Open,Hard,Krajicek M.,80.0,Zheng J.,34.0,2.5,1.5,0,8.0,0.625,4.496250000000002
2013-09-09,2013,Tashkent Open,Hard,Krajicek M.,392.0,Govortsova O.,113.0,2.5,1.5,0,8.0,0.5,4.638750000000002
2018-01-08,2018,Mubadala Silicon Valley Classic,Hard,Kratzer A.,251.0,Mertens E.,15.0,5.0,1.16,0,7.0,0.5714285714285714,2.5871428571428585
2021-08-11,2021,Generali Ladies Linz Open,Hard,Kraus S.,459.0,Van Uytvanck A.,69.0,10.0,1.06,0,6.0,0.5,2.1016666666666683
2024-06-02,2024,Transylvania Open,Hard,Kraus S.,188.0,Pliskova Ka.,78.0,3.75,1.29,0,6.0,0.3333333333333333,3.546666666666668
2014-09-09,2014,Coupe Banque Nationale,Hard,Krejcikova B.,214.0,Vickery S.,178.0,1.4,2.75,1,5.0,0.4,3.8160000000000016
2014-11-09,2014,Coupe Banque Nationale,Hard,Krejcikova B.,214.0,Hradecka L.,181.0,1.72,2.0,0,5.0,0.4,3.6960000000000015
2016-02-03,2016,Malaysia Open,Hard,Krejcikova B.,191.0,Lisicki S.,31.0,3.75,1.25,0,5.0,0.4,3.490000000000001
2017-12-09,2017,Coupe Banque Nationale,Hard,Krejcikova B.,125.0,Golubic V.,106.0,2.5,1.5,0,5.0,0.2,3.874000000000001
2018-08-08,2018,Rogers Cup,Hard,Krejcikova B.,232.0,Zhang S.,32.0,2.62,1.44,0,5.0,0.2,3.874000000000001
2018-09-10,2018,Tianjin Open,Hard,Krejcikova B.,227.0,Kozlova K.,107.0,2.5,1.5,1,6.0,0.16666666666666666,3.665000000000001
2018-11-10,2018,Tianjin Open,Hard,Krejcikova B.,227.0,Boulter K.,101.0,2.1,1.66,0,7.0,0.2857142857142857,3.4985714285714296
2021-01-09,2021,US Open,Hard,Krejcikova B.,9.0,Mchale C.,119.0,1.08,8.0,1,7.0,0.2857142857142857,2.370000000000001
2021-03-02,2021,Grampians Trophy,Hard,Krejcikova B.,66.0,Davis L.,75.0,1.28,3.5,1,8.0,0.375,2.2087500000000007
2021-03-09,2021,US Open,Hard,Krejcikova B.,9.0,Rakhimova K.,134.0,1.1,7.0,1,8.0,0.375,2.193750000000001
2021-05-02,2021,Grampians Trophy,Hard,Krejcikova B.,66.0,Rybakina E.,19.0,2.75,1.4,1,8.0,0.5,2.116250000000001
2021-06-01,2021,Abu Dhabi WTA Women's Tennis Open,Hard,Krejcikova B.,65.0,Loeb J.,255.0,1.1,7.0,1,8.0,0.625,1.9912500000000009
2021-06-02,2021,Grampians Trophy,Hard,Krejcikova B.,66.0,Brady J.,24.0,3.2,1.36,0,8.0,0.75,1.8162500000000008
2021-06-09,2021,US Open,Hard,Krejcikova B.,9.0,Muguruza G.,10.0,1.72,2.1,1,8.0,0.75,1.8887500000000008
2021-07-03,2021,Dubai Duty Free Tennis Championships,Hard,Krejcikova B.,63.0,Sakkari M.,25.0,3.4,1.33,1,8.0,0.75,1.7912500000000007
2021-08-01,2021,Abu Dhabi WTA Women's Tennis Open,Hard,Krejcikova B.,65.0,Putintseva Y.,28.0,1.8,1.9,0,8.0,0.875,1.9537500000000008
2021-08-09,2021,US Open,Hard,Krejcikova B.,9.0,Sabalenka A.,2.0,2.75,1.44,0,8.0,0.75,2.0437500000000006
2021-09-02,2021,Australian Open,Hard,Krejcikova B.,59.0,Zheng S.,44.0,1.57,2.37,1,8.0,0.625,2.2275000000000005
2021-09-03,2021,Dubai Duty Free Tennis Championships,Hard,Krejcikova B.,63.0,Ostapenko J.,51.0,2.0,1.8,1,8.0,0.625,2.286250000000001
2021-09-10,2021,BNP Paribas Open,Hard,Krejcikova B.,5.0,Diyas Z.,108.0,1.14,5.5,1,8.0,0.625,2.192500000000001
2021-10-03,2021,Dubai Duty Free Tennis Championships,Hard,Krejcikova B.,63.0,Kuznetsova S.,41.0,1.4,3.0,1,8.0,0.625,2.1975000000000007
2021-10-11,2021,WTA Finals,Hard,Krejcikova B.,3.0,Kontaveit A.,8.0,2.75,1.44,0,8.0,0.75,1.9725000000000006
2021-11-02,2021,Australian Open,Hard,Krejcikova B.,59.0,Alexandrova E.,32.0,3.2,1.36,0,8.0,0.625,2.1012500000000007
2021-11-03,2021,Dubai Duty Free Tennis Championships,Hard,Krejcikova B.,63.0,Potapova A.,88.0,1.61,2.3,1,8.0,0.5,2.076250000000001
2021-12-03,2021,Dubai Duty Free Tennis Championships,Hard,Krejcikova B.,63.0,Teichmann J.,54.0,1.66,2.2,1,8.0,0.625,2.0525000000000007
2021-12-10,2021,BNP Paribas Open,Hard,Krejcikova B.,5.0,Anisimova A.,81.0,1.57,2.37,1,8.0,0.75,1.9162500000000007
2022-01-09,2022,US Open,Hard,Krejcikova B.,23.0,Krunic A.,96.0,1.3,3.5,0,8.0,0.75,1.916250000000001
2022-01-10,2022,Tallinn Open,Hard,Krejcikova B.,27.0,Bencic B.,14.0,2.2,1.66,1,8.0,0.625,1.8287500000000005
2022-02-10,2022,Tallinn Open,Hard,Krejcikova B.,27.0,Kontaveit A.,4.0,2.5,1.53,1,8.0,0.625,1.9612500000000008
2022-05-10,2022,Ostrava Open,Hard,Krejcikova B.,23.0,Rogers S.,35.0,1.4,3.0,1,8.0,0.625,2.098750000000001
2022-06-10,2022,Ostrava Open,Hard,Krejcikova B.,23.0,Bencic B.,14.0,1.66,2.2,1,8.0,0.75,1.9300000000000006
2022-07-10,2022,Ostrava Open,Hard,Krejcikova B.,23.0,Parks A.,144.0,1.16,5.0,1,8.0,0.875,1.7375000000000007
2022-08-08,2022,Canadian Open,Hard,Krejcikova B.,19.0,Pliskova Ka.,14.0,1.9,1.9,0,8.0,0.875,1.6812500000000006
2022-08-10,2022,Ostrava Open,Hard,Krejcikova B.,23.0,Rybakina E.,26.0,1.9,1.9,1,8.0,0.75,1.7112500000000006
2022-09-10,2022,Ostrava Open,Hard,Krejcikova B.,23.0,Swiatek I.,1.0,2.75,1.44,1,8.0,0.75,1.7525000000000006
2022-12-01,2022,Sydney Tennis Classic,Hard,Krejcikova B.,4.0,Cristian J.,73.0,1.22,4.33,1,8.0,0.875,1.9337500000000007
2023-01-10,2023,China Open,Hard,Krejcikova B.,12.0,Andreeva M.,60.0,1.57,2.38,0,8.0,0.875,1.8112500000000005
2023-07-02,2023,Abu Dhabi WTA Women's Tennis Open,Hard,Krejcikova B.,30.0,Ruse E.G.,148.0,1.17,5.0,1,8.0,0.75,1.6950000000000005
2023-09-02,2023,Abu Dhabi WTA Women's Tennis Open,Hard,Krejcikova B.,30.0,Samsonova L.,19.0,1.8,2.0,0,8.0,0.75,1.6662500000000005
2023-10-01,2023,Adelaide International 2,Hard,Krejcikova B.,21.0,Riske-Amritraj A.,41.0,1.33,3.4,1,8.0,0.625,1.6837500000000007
2023-10-03,2023,BNP Paribas Open,Hard,Krejcikova B.,16.0,Yastremska D.,142.0,1.2,4.5,1,8.0,0.625,1.7050000000000007
2023-11-01,2023,Adelaide International 2,Hard,Krejcikova B.,21.0,Kasatkina D.,8.0,1.73,2.1,0,8.0,0.75,1.6175000000000006
2023-12-10,2023,Zhengzhou Open,Hard,Krejcikova B.,18.0,Martic P.,45.0,1.5,2.63,1,8.0,0.625,1.5962500000000006
2024-03-11,2024,WTA Finals,Hard,Krejcikova B.,13.0,Swiatek I.,2.0,6.0,1.13,0,8.0,0.625,1.4400000000000006
2024-05-11,2024,WTA Finals,Hard,Krejcikova B.,13.0,Pegula J.,6.0,2.63,1.5,1,8.0,0.5,2.0375000000000005
2024-07-11,2024,WTA Finals,Hard,Krejcikova B.,13.0,Gauff C.,3.0,3.75,1.29,1,8.0,0.625,2.170000000000001
2024-08-01,2024,Adelaide International,Hard,Krejcikova B.,10.0,Kalinskaya A.,75.0,1.8,2.0,0,8.0,0.625,2.4925000000000006
2024-08-02,2024,Abu Dhabi WTA Women's Tennis Open,Hard,Krejcikova B.,12.0,Sorribes Tormo S.,54.0,1.29,3.75,1,8.0,0.625,2.492500000000001
2024-08-11,2024,WTA Finals,Hard,Krejcikova B.,13.0,Zheng Q.,7.0,3.0,1.4,0,8.0,0.625,2.4875000000000007
2024-09-02,2024,Abu Dhabi WTA Women's Tennis Open,Hard,Krejcikova B.,12.0,Samsonova L.,15.0,1.91,1.91,0,8.0,0.5,2.712500000000001
2024-09-10,2024,Wuhan Open,Hard,Krejcikova B.,10.0,Baptiste H.,102.0,1.44,2.75,0,8.0,0.5,2.7350000000000008
2025-02-09,2025,US Open,Hard,Krejcikova B.,62.0,Pegula J.,4.0,3.2,1.36,0,8.0,0.375,2.7275000000000005
2025-09-08,2025,Western & Southern Financial Group Women's Open,Hard,Krejcikova B.,80.0,Parks A.,71.0,1.44,2.8,1,8.0,0.375,2.3775000000000004
2025-11-08,2025,Western & Southern Financial Group Women's Open,Hard,Krejcikova B.,80.0,Svitolina E.,13.0,3.2,1.36,1,8.0,0.375,2.2287500000000007
2025-12-08,2025,Western & Southern Financial Group Women's Open,Hard,Krejcikova B.,80.0,Jovic I.,88.0,1.7,2.2,1,8.0,0.375,2.1600000000000006
2007-01-08,2007,Acura Classic,Hard,Kremer A.,125.0,Golovin T.,19.0,6.0,1.11,0,7.0,0.42857142857142855,2.211428571428572
2007-02-10,2007,Tashkent Open,Hard,Kremer A.,92.0,Fedak Y.,127.0,1.53,2.37,1,7.0,0.2857142857142857,2.884285714285715
2007-04-10,2007,Tashkent Open,Hard,Kremer A.,92.0,Govortsova O.,55.0,2.1,1.66,0,7.0,0.42857142857142855,2.6742857142857153
2007-09-10,2007,PTT Bangkok Open,Hard,Kremer A.,82.0,Poutchkova O.,94.0,1.25,3.75,0,7.0,0.42857142857142855,2.701428571428572
2008-04-03,2008,Canara Bank Bangalore Open,Hard,Kremer A.,102.0,Peng S.,58.0,3.25,1.33,0,7.0,0.42857142857142855,2.6742857142857153
2008-06-02,2008,Pattaya Women's Open,Hard,Kremer A.,98.0,Xu Y.F.,274.0,1.33,3.25,1,7.0,0.42857142857142855,2.6814285714285724
2008-07-02,2008,Pattaya Women's Open,Hard,Kremer A.,98.0,Radwanska A.,21.0,7.0,1.08,0,7.0,0.42857142857142855,2.6657142857142864
2008-12-02,2008,Proximus Diamond Games,Hard,Kremer A.,97.0,Pironkova T.,76.0,3.25,1.33,0,7.0,0.2857142857142857,3.208571428571429
2009-12-10,2009,HP Open,Hard,Kremer A.,876.0,Schiavone F.,26.0,7.5,1.071,0,8.0,0.25,3.2137500000000006
2011-01-03,2011,Malaysia Open,Hard,Kremer A.,169.0,Date-Krumm K.,52.0,4.0,1.22,1,8.0,0.25,3.4012500000000006
2011-02-03,2011,Malaysia Open,Hard,Kremer A.,169.0,Lertcheewakarn N.,176.0,1.61,2.2,1,8.0,0.25,3.7100000000000004
2011-04-03,2011,Malaysia Open,Hard,Kremer A.,169.0,Krajicek M.,150.0,3.25,1.33,0,8.0,0.375,3.6487500000000006
2011-12-09,2011,Bell Challenge,Hard,Kremer A.,161.0,Watson H.,107.0,4.5,1.18,0,8.0,0.375,3.8987500000000006
2021-07-10,2021,BNP Paribas Open,Hard,Krueger A.,609.0,Martincova T.,52.0,6.0,1.12,0,7.0,0.42857142857142855,3.991428571428572
2022-01-08,2022,Mubadala Silicon Valley Classic,Hard,Krueger A.,242.0,Anisimova A.,22.0,6.5,1.11,0,7.0,0.2857142857142857,4.658571428571429
2022-10-03,2022,BNP Paribas Open,Hard,Krueger A.,542.0,Putintseva Y.,47.0,4.33,1.22,0,7.0,0.2857142857142857,4.587142857142858
2023-01-03,2023,ATX Open,Hard,Krueger A.,155.0,Mcnally C.,75.0,3.0,1.4,0,7.0,0.2857142857142857,4.741428571428572
2023-02-10,2023,China Open,Hard,Krueger A.,80.0,Jabeur O.,7.0,4.0,1.25,0,7.0,0.2857142857142857,4.09857142857143
2023-09-03,2023,BNP Paribas Open,Hard,Krueger A.,154.0,Teichmann J.,39.0,2.38,1.57,0,7.0,0.14285714285714285,4.09857142857143
2023-10-10,2023,Korea Open,Hard,Krueger A.,80.0,Podoroska N.,76.0,1.57,2.38,1,7.0,0.0,4.208571428571429
2023-11-09,2023,Japan Open,Hard,Krueger A.,123.0,Baindl K.,84.0,1.73,2.1,1,7.0,0.14285714285714285,3.9685714285714293
2023-12-10,2023,Korea Open,Hard,Krueger A.,80.0,Pegula J.,4.0,5.0,1.17,0,8.0,0.25,3.6887500000000006
2024-02-01,2024,Brisbane International,Hard,Krueger A.,78.0,Bronzetti L.,52.0,1.67,2.2,0,8.0,0.25,3.5637500000000006
2024-05-02,2024,Abu Dhabi WTA Women's Tennis Open,Hard,Krueger A.,82.0,Pera B.,89.0,1.62,2.3,1,8.0,0.25,2.960000000000001
2024-07-02,2024,Abu Dhabi WTA Women's Tennis Open,Hard,Krueger A.,82.0,Kasatkina D.,14.0,2.75,1.44,0,8.0,0.375,2.6212500000000007
2024-07-03,2024,BNP Paribas Open,Hard,Krueger A.,71.0,Podoroska N.,84.0,1.33,3.4,0,8.0,0.375,2.5900000000000007
2024-07-08,2024,Canadian Open,Hard,Krueger A.,82.0,Cocciaretto E.,61.0,1.8,2.0,1,8.0,0.375,2.256250000000001
2024-08-08,2024,Canadian Open,Hard,Krueger A.,82.0,Fernandez L.A.,25.0,2.75,1.44,1,8.0,0.5,2.1837500000000007
2024-08-10,2024,Wuhan Open,Hard,Krueger A.,65.0,Tomova V.,48.0,1.44,2.75,0,8.0,0.5,2.3312500000000007
2024-09-01,2024,Adelaide International,Hard,Krueger A.,78.0,Kudermetova V.,16.0,3.5,1.3,0,8.0,0.375,2.295000000000001
2024-09-08,2024,Canadian Open,Hard,Krueger A.,82.0,Pegula J.,6.0,3.75,1.29,0,8.0,0.375,2.107500000000001
2024-10-09,2024,Guadalajara Open,Hard,Krueger A.,51.0,Maria T.,82.0,1.44,2.75,1,8.0,0.375,2.3675000000000006
2024-12-02,2024,Qatar Open,Hard,Krueger A.,74.0,Badosa P.,79.0,2.0,1.8,0,8.0,0.375,2.3450000000000006
2025-02-01,2025,Brisbane International,Hard,Krueger A.,64.0,Lamens S.,87.0,1.57,2.38,1,8.0,0.375,2.2512500000000006
2025-03-01,2025,Brisbane International,Hard,Krueger A.,64.0,Kudermetova P.,107.0,1.57,2.38,0,8.0,0.5,2.281250000000001
2025-03-02,2025,Abu Dhabi WTA Women's Tennis Open,Hard,Krueger A.,50.0,Kessler M.,52.0,2.2,1.67,1,8.0,0.375,2.252500000000001
2025-05-02,2025,Abu Dhabi WTA Women's Tennis Open,Hard,Krueger A.,50.0,Kasatkina D.,11.0,2.38,1.57,1,8.0,0.375,2.1837500000000007
2025-06-02,2025,Abu Dhabi WTA Women's Tennis Open,Hard,Krueger A.,50.0,Fernandez L.A.,27.0,2.3,1.62,1,8.0,0.5,2.3012500000000005
2025-06-03,2025,BNP Paribas Open,Hard,Krueger A.,41.0,Volynets K.,65.0,1.67,2.2,1,8.0,0.625,2.1512500000000006
2025-06-10,2025,Wuhan Open,Hard,Krueger A.,50.0,Baptiste H.,55.0,1.8,2.0,0,8.0,0.75,1.8912500000000008
2025-07-01,2025,Adelaide International,Hard,Krueger A.,54.0,Kostyuk M.,18.0,2.0,1.8,1,8.0,0.625,1.9362500000000005
2025-07-02,2025,Abu Dhabi WTA Women's Tennis Open,Hard,Krueger A.,50.0,Noskova L.,38.0,2.5,1.53,1,8.0,0.75,1.9362500000000007
2025-08-01,2025,Adelaide International,Hard,Krueger A.,54.0,Badosa P.,12.0,2.75,1.44,1,8.0,0.75,2.0525000000000007
2025-08-02,2025,Abu Dhabi WTA Women's Tennis Open,Hard,Krueger A.,50.0,Bencic B.,157.0,2.75,1.44,0,8.0,0.875,2.2000000000000006
2025-08-03,2025,BNP Paribas Open,Hard,Krueger A.,41.0,Svitolina E.,23.0,2.38,1.57,0,8.0,0.75,2.2687500000000007
2025-09-01,2025,Adelaide International,Hard,Krueger A.,54.0,Pegula J.,7.0,3.0,1.4,0,8.0,0.625,2.2687500000000007
2025-10-02,2025,Qatar Open,Hard,Krueger A.,40.0,Kenin S.,73.0,1.73,2.1,0,8.0,0.5,2.3562500000000006
2025-10-08,2025,Western & Southern Financial Group Women's Open,Hard,Krueger A.,35.0,Sevastova A.,267.0,1.67,2.1,1,8.0,0.375,2.363750000000001
2025-12-08,2025,Western & Southern Financial Group Women's Open,Hard,Krueger A.,35.0,Paolini J.,9.0,2.6,1.5,0,8.0,0.5,2.3475000000000006
2013-08-10,2013,Generali Ladies Linz,Hard,Krunic A.,138.0,Zanevska M.,113.0,1.4,2.75,0,7.0,0.42857142857142855,2.3971428571428577
2014-02-09,2014,US Open,Hard,Krunic A.,145.0,Azarenka V.,17.0,5.5,1.14,0,7.0,0.2857142857142857,2.240000000000001
2014-09-09,2014,Tashkent Open,Hard,Krunic A.,100.0,Tsurenko L.,124.0,1.83,1.83,0,7.0,0.14285714285714285,2.632857142857144
2015-01-09,2015,US Open,Hard,Krunic A.,65.0,Kovinic D.,81.0,1.66,2.1,0,7.0,0.14285714285714285,2.5014285714285722
2015-03-03,2015,Monterrey Open,Hard,Krunic A.,75.0,Parmentier P.,103.0,1.22,4.0,0,7.0,0.14285714285714285,2.3985714285714295
2015-04-08,2015,Bank of the West Classic,Hard,Krunic A.,64.0,Keys M.,18.0,3.75,1.25,0,7.0,0.14285714285714285,2.144285714285715
2015-05-01,2015,Shenzhen Open,Hard,Krunic A.,84.0,Zhu L.,132.0,1.33,3.25,1,7.0,0.14285714285714285,2.4328571428571437
2015-07-01,2015,Shenzhen Open,Hard,Krunic A.,84.0,Schmiedlova A.,73.0,1.57,2.25,1,7.0,0.14285714285714285,2.384285714285715
2015-08-01,2015,Shenzhen Open,Hard,Krunic A.,84.0,Halep S.,3.0,8.0,1.08,0,8.0,0.25,2.2825000000000006
2015-11-03,2015,BNP Paribas Open,Hard,Krunic A.,77.0,Niculescu M.,68.0,2.25,1.57,0,8.0,0.25,3.107500000000001
2016-05-01,2016,Shenzhen Open,Hard,Krunic A.,108.0,Radwanska A.,5.0,11.0,1.04,0,8.0,0.25,2.701250000000001
2016-10-10,2016,Prudential Hong Kong Tennis Open,Hard,Krunic A.,141.0,Kumkhum L.,150.0,1.61,2.2,1,8.0,0.25,3.8475000000000006
2016-12-10,2016,Prudential Hong Kong Tennis Open,Hard,Krunic A.,141.0,Jankovic J.,37.0,3.5,1.28,0,8.0,0.375,3.8412500000000005
2017-01-09,2017,US Open,Hard,Krunic A.,78.0,Goerges J.,33.0,3.0,1.4,0,8.0,0.375,4.126250000000001
2017-02-01,2017,Brisbane International,Hard,Krunic A.,141.0,Barty A.,271.0,1.61,2.2,0,8.0,0.375,4.032500000000001
2017-12-09,2017,Japan Women's Tennis Open,Hard,Krunic A.,67.0,Date K.,1191.0,1.06,10.0,1,8.0,0.25,4.067500000000001
2018-01-09,2018,US Open,Hard,Krunic A.,49.0,Keys M.,14.0,5.5,1.14,0,8.0,0.25,4.003750000000001
2018-02-01,2018,Brisbane International,Hard,Krunic A.,53.0,Muguruza G.,2.0,3.5,1.28,1,8.0,0.25,3.691250000000001
2018-02-10,2018,China Open,Hard,Krunic A.,62.0,Siniakova K.,40.0,2.37,1.53,0,8.0,0.375,3.847500000000001
2018-04-01,2018,Brisbane International,Hard,Krunic A.,53.0,Sevastova A.,16.0,2.62,1.44,0,8.0,0.375,2.7687500000000007
2018-06-08,2018,Rogers Cup,Hard,Krunic A.,49.0,Sevastova A.,19.0,3.4,1.3,0,8.0,0.25,2.8950000000000005
2018-07-03,2018,BNP Paribas Open,Hard,Krunic A.,47.0,Begu I.,36.0,2.1,1.66,0,8.0,0.25,2.8825000000000007
2018-08-10,2018,Prudential Hong Kong Tennis Open,Hard,Krunic A.,59.0,Zheng S.,58.0,1.72,2.0,0,8.0,0.25,2.7700000000000005
2019-06-03,2019,BNP Paribas Open,Hard,Krunic A.,57.0,Anisimova A.,67.0,3.5,1.28,0,8.0,0.25,2.783750000000001
2019-10-09,2019,Jiangxi Women's Tennis Open,Hard,Krunic A.,122.0,Zhang S.,32.0,3.4,1.3,0,8.0,0.125,3.088750000000001
2022-01-09,2022,US Open,Hard,Krunic A.,96.0,Krejcikova B.,23.0,3.5,1.3,1,8.0,0.125,2.826250000000001
2022-02-09,2022,US Open,Hard,Krunic A.,96.0,Samsonova L.,35.0,5.0,1.16,0,8.0,0.125,2.826250000000001
2024-09-09,2024,Guadalajara Open,Hard,Krunic A.,283.0,Rakhimova K.,89.0,3.75,1.29,0,8.0,0.125,3.1550000000000007
2023-09-10,2023,Korea Open,Hard,Ku Y.,540.0,Liu C.,98.0,6.0,1.13,0,7.0,0.14285714285714285,3.231428571428572
2011-08-02,2011,Open Gaz de France,Hard,Kucova K.,225.0,Makarova E.,41.0,6.0,1.11,1,6.0,0.16666666666666666,3.2033333333333345
2011-10-02,2011,Open Gaz de France,Hard,Kucova K.,225.0,Petkovic A.,24.0,6.0,1.11,0,6.0,0.3333333333333333,3.853333333333334
2014-09-09,2014,Tashkent Open,Hard,Kucova K.,126.0,Panova A.,133.0,2.62,1.44,0,6.0,0.3333333333333333,4.566666666666667
2016-02-03,2016,Malaysia Open,Hard,Kucova K.,139.0,Hsieh S.W.,69.0,3.0,1.36,1,6.0,0.3333333333333333,4.420000000000001
2016-04-03,2016,Malaysia Open,Hard,Kucova K.,139.0,Svitolina E.,19.0,4.33,1.2,0,6.0,0.5,4.353333333333334
2016-08-02,2016,Taiwan Open,Hard,Kucova K.,140.0,Sevastova A.,103.0,3.0,1.36,0,6.0,0.3333333333333333,4.491666666666668
2017-01-01,2017,Shenzhen Open,Hard,Kucova K.,80.0,Cirstea S.,78.0,2.0,1.72,0,6.0,0.3333333333333333,4.158333333333334
2018-08-10,2018,Prudential Hong Kong Tennis Open,Hard,Kucova K.,317.0,Ostapenko J.,18.0,5.5,1.14,1,7.0,0.2857142857142857,3.8500000000000005
2018-10-10,2018,Prudential Hong Kong Tennis Open,Hard,Kucova K.,317.0,Tomova V.,162.0,1.66,2.1,1,8.0,0.375,4.05625
2018-12-10,2018,Prudential Hong Kong Tennis Open,Hard,Kucova K.,317.0,Yastremska D.,102.0,3.2,1.36,0,8.0,0.375,3.5137500000000004
2019-03-04,2019,Monterrey Open,Hard,Kucova K.,291.0,Kerber A.,5.0,6.0,1.12,0,8.0,0.375,3.163750000000001
2019-10-09,2019,Japan Women's Tennis Open,Hard,Kucova K.,147.0,Flink V.,153.0,1.66,2.1,0,8.0,0.375,3.5862500000000006
2020-02-03,2020,Monterrey Open,Hard,Kucova K.,173.0,Bouzkova M.,57.0,,,0,8.0,0.25,3.4187500000000006
2021-01-09,2021,US Open,Hard,Kucova K.,111.0,Halep S.,13.0,6.5,1.11,0,8.0,0.25,3.288571428571429
2021-08-10,2021,BNP Paribas Open,Hard,Kucova K.,112.0,Rogers S.,44.0,3.75,1.28,0,8.0,0.25,3.788571428571429
2022-04-01,2022,Adelaide International 1,Hard,Kucova K.,97.0,Doi M.,105.0,1.8,2.0,0,8.0,0.25,4.038571428571429
2022-10-03,2022,BNP Paribas Open,Hard,Kucova K.,77.0,Ruse E.G.,57.0,3.4,1.33,1,8.0,0.125,3.5100000000000007
2022-12-03,2022,BNP Paribas Open,Hard,Kucova K.,77.0,Kontaveit A.,5.0,8.0,1.08,0,8.0,0.125,3.7585714285714293
2011-06-06,2011,e-Boks Sony Ericsson Open,Hard,Kucova Z.,147.0,Nara K.,134.0,2.75,1.4,1,7.0,0.14285714285714285,3.851666666666668
2011-07-02,2011,Pattaya Women's Open,Hard,Kucova Z.,122.0,Zhang S.,92.0,5.0,1.14,0,7.0,0.2857142857142857,3.310000000000001
2011-08-06,2011,e-Boks Sony Ericsson Open,Hard,Kucova Z.,147.0,Brianti A.,57.0,2.62,1.44,0,7.0,0.2857142857142857,3.8666666666666676
2011-11-10,2011,HP Open,Hard,Kucova Z.,197.0,Zheng J.,58.0,6.5,1.11,0,7.0,0.2857142857142857,3.6885714285714295
2023-09-10,2023,Korea Open,Hard,Kudermetova P.,170.0,Parks A.,53.0,3.5,1.3,1,6.0,0.3333333333333333,3.220000000000001
