player,elo_global,elo_clay,elo_hard,elo_grass
Halep S.,1820.3277896230522,1820.0255336334765,1750.5881239649925,1855.8177763146414
Williams S.,1811.6694572270405,1831.143051930637,1909.861267361604,1900.890081604451
Badosa P.,1801.5405965543068,1712.4780305067015,1794.9354083736691,1640.3440320904117
Bartoli M.,1800.7039310574758,1573.0777471956692,1698.9379440305588,1861.3557981236427
Fernandez L.A.,1798.7617572676872,1535.0819591395793,1772.4749938843324,1582.8284473825274
Clijsters K.,1791.8587423640092,1485.0770652351232,1804.3200309234098,1669.3894177480238
Kalinskaya A.,1788.944566687752,1540.7118629209103,1727.2317578092145,1565.5721984877225
Mboko V.,1782.4949703052218,1535.8858272993002,1715.227645383594,1497.545600718156
Brady J.,1778.8000237476367,1527.338769072132,1761.7964567163513,1515.503186694293
Raducanu E.,1776.741044359016,1584.0570789568117,1700.8923521552913,1654.4454876107516
Kostyuk M.,1773.4623174888613,1584.163675999151,1768.7489569749553,1497.3238240766004
Davenport L.,1769.263383295545,1539.6872235406843,1761.9680591403892,1498.4050204090718
Navarro E.,1766.4105514264515,1562.062979392333,1720.6410840049293,1723.278260353369
Samsonova L.,1763.5055561908105,1666.207429264602,1650.2665735305372,1708.8450350380456
Mauresmo A.,1762.0327162108483,1566.173052789216,1708.6886043191778,1630.7314831368255
Wozniacki C.,1761.6623699244467,1637.729264056351,1743.8113415922787,1714.2558588180377
Tauson C.,1758.3428629704583,1573.9776087868802,1699.2493888506701,1552.1237962692862
Riske A.,1757.7396583238492,1469.6174597747456,1743.2803210429918,1639.6841143216805
Cirstea S.,1746.8838502180681,1542.570343275436,1744.007962376624,1451.3564169072456
Sharapova M.,1746.1564344892743,1908.6436019889343,1744.3920976937773,1691.3038180051688
Bouzkova M.,1745.0154252359628,1593.5792255428228,1669.3273292801393,1569.460901526382
Zahlavova Strycova B.,1743.924036475359,1466.9579166305937,1686.0804608017588,1682.3517652474795
Hampton J.,1743.2261778361744,1548.154190562806,1672.8932314219442,1554.8386420573088
Mertens E.,1742.4265791245064,1668.3541392506331,1667.6391296375477,1675.805173912979
Collins D.,1741.124252202433,1730.3825204383597,1671.7600360301703,1574.6799249936798
Kessler M.,1737.2433153327431,1432.3770350483187,1702.4786554053246,1577.2152446009147
Potapova A.,1732.0476814965205,1661.4146995719395,1675.1081311839807,1507.3195294756076
Townsend T.,1730.2339194030042,1490.8424262379397,1720.9760133173172,1404.2374994039099
Joint M.,1727.1891503075065,1536.5086964452223,1652.1336213060347,1590.2855975202199
Zakopalova K.,1724.7277180583585,1619.3473071105307,1665.5395408663724,1602.3431947061013
Cristian J.,1722.7140451404289,1631.907046931372,1652.9797029423778,1402.386328890621
Goerges J.,1721.8782870713267,1526.6031072325677,1718.3688133141252,1714.5314544468656
Li A.,1721.8722384433906,1530.804841829974,1672.120540971203,1495.3933207721398
Shnaider D.,1720.8231941615672,1621.441631122801,1664.2755261481607,1646.5938692209184
Pavlyuchenkova A.,1718.9138510409487,1603.974219865349,1674.0231131042046,1632.3221263716805
Konta J.,1718.6937340799861,1609.2176994752106,1653.7990606589824,1791.3174469250873
Lys E.,1718.519361016982,1518.1302254092732,1677.9132356740854,1465.120212842259
Safarova L.,1714.4319039952852,1638.467837946562,1685.1995503244116,1684.7122555874316
Siegemund L.,1711.7905902486084,1533.2529414459395,1656.641259643611,1582.9565354694732
Yastremska D.,1711.7615166430685,1573.917659196069,1610.1543234394887,1622.8649538479349
Boisson L.,1711.5022261853123,1674.4656632419794,1510.6476074656007,1500.0
Azarenka V.,1710.615888855933,1649.8363281265124,1729.4572449414356,1624.497246848969
Kleybanova A.,1704.7015995915501,1540.79517361423,1712.5870126851487,1554.056659288309
