date,season,tournament,surface,winner,loser,winner_rank,loser_rank,b365w,b365l
2017-04-01,2017,Brisbane International,Hard,Kerber A.,Barty A.,1.0,271.0,1.14,5.5
2017-04-01,2017,Brisbane International,Hard,Vinci R.,Doi M.,18.0,40.0,1.8,1.9
2017-04-01,2017,Brisbane International,Hard,Kuznetsova S.,Aiava D.,9.0,386.0,1.11,6.5
2017-04-01,2017,Shenzhen Open,Hard,Pliskova Kr.,Chang K.C.,60.0,130.0,2.2,1.61
2017-04-01,2017,Shenzhen Open,Hard,Siniakova K.,Halep S.,52.0,4.0,4.33,1.2
2017-04-01,2017,Shenzhen Open,Hard,Stojanovic N.,Jabeur O.,142.0,193.0,2.1,1.66
2017-04-01,2017,Shenzhen Open,Hard,Giorgi C.,Zheng S.,81.0,84.0,1.53,2.37
2017-04-01,2017,Brisbane International,Hard,Cibulkova D.,Zhang S.,5.0,23.0,1.36,3.0
2017-04-01,2017,ASB Classic,Hard,Wozniacki C.,Lepchenko V.,19.0,89.0,1.14,5.5
2017-04-01,2017,ASB Classic,Hard,Davis L.,Strycova B.,61.0,20.0,2.62,1.44
2017-04-01,2017,ASB Classic,Hard,Strycova B.,Safarova L.,20.0,62.0,2.1,1.66
2017-04-01,2017,ASB Classic,Hard,Goerges J.,Pavlyuchenkova A.,53.0,27.0,2.25,1.57
2017-04-02,2017,Ladies Trophy,Hard,Putintseva Y.,Cibulkova D.,34.0,5.0,3.5,1.3
2017-04-02,2017,Taiwan Open,Hard,Svitolina E.,Minella M.,13.0,93.0,1.14,5.5
2017-04-02,2017,Ladies Trophy,Hard,Mladenovic K.,Vikhlyantseva N.,51.0,115.0,1.57,2.37
2017-04-02,2017,Taiwan Open,Hard,Peng S.,Safarova L.,71.0,55.0,2.2,1.66
2017-04-03,2017,Malaysia Open,Hard,Barty A.,Han X.,158.0,139.0,1.22,4.33
2017-04-03,2017,Malaysia Open,Hard,Hibino N.,Linette M.,106.0,93.0,2.37,1.57
2017-04-04,2017,Monterrey Open,Hard,Martincova T.,Mchale C.,160.0,43.0,3.75,1.25
2017-04-04,2017,Monterrey Open,Hard,Sorribes Tormo S.,Bouchard E.,98.0,56.0,3.4,1.3
2017-04-04,2017,Monterrey Open,Hard,Minella M.,Kostova E.,68.0,149.0,1.25,3.75
2017-04-04,2017,Monterrey Open,Hard,Ahn K.,Cepelova J.,206.0,94.0,3.0,1.36
2017-04-04,2017,Monterrey Open,Hard,Makarova E.,Allertova D.,45.0,109.0,1.4,2.75
2017-04-04,2017,Monterrey Open,Hard,Watson H.,Stojanovic N.,125.0,126.0,1.18,4.5
2017-04-04,2017,Monterrey Open,Hard,Cornet A.,Khromacheva I.,44.0,93.0,1.28,3.5
2017-04-04,2017,Monterrey Open,Hard,Podoroska N.,Brengle M.,191.0,100.0,4.33,1.2
2017-04-04,2017,Monterrey Open,Hard,Babos T.,Kerkhove L.,30.0,175.0,1.2,4.33
2017-04-08,2017,Citi Open,Hard,Dodin O.,Lisicki S.,55.0,190.0,2.0,1.8
2017-04-08,2017,Citi Open,Hard,Goerges J.,Niculescu M.,40.0,59.0,1.4,3.0
2017-04-08,2017,Citi Open,Hard,Makarova E.,Halep S.,58.0,2.0,3.75,1.28
2017-04-08,2017,Citi Open,Hard,Lisicki S.,Sabalenka A.,190.0,121.0,2.1,1.66
2017-04-08,2017,Bank of the West Classic,Hard,Vandeweghe C.,Gibbs N.,24.0,128.0,1.16,5.0
2017-04-08,2017,Bank of the West Classic,Hard,Muguruza G.,Konjuh A.,4.0,20.0,1.3,3.5
2017-04-08,2017,Bank of the West Classic,Hard,Vandeweghe C.,Pavlyuchenkova A.,24.0,18.0,1.66,2.2
2017-04-09,2017,US Open,Hard,Kvitova P.,Muguruza G.,14.0,3.0,3.0,1.4
2017-04-09,2017,US Open,Hard,Pliskova Ka.,Brady J.,1.0,91.0,1.16,5.0
2017-04-09,2017,US Open,Hard,Kanepi K.,Kasatkina D.,418.0,38.0,2.62,1.5
2017-04-09,2017,US Open,Hard,Vandeweghe C.,Safarova L.,22.0,37.0,1.72,2.1
2017-04-10,2017,China Open,Hard,Garcia C.,Mertens E.,15.0,38.0,1.5,2.5
2017-04-10,2017,China Open,Hard,Ostapenko J.,Stosur S.,8.0,45.0,1.4,2.75
2017-04-10,2017,China Open,Hard,Peng S.,Niculescu M.,25.0,65.0,1.66,2.1
2017-04-10,2017,China Open,Hard,Svitolina E.,Barty A.,3.0,23.0,1.5,2.5
2017-04-10,2017,China Open,Hard,Halep S.,Sharapova M.,2.0,104.0,2.0,1.72
2017-04-10,2017,China Open,Hard,Kasatkina D.,Radwanska A.,34.0,11.0,2.25,1.57
2017-04-11,2017,WTA Elite Trophy,Hard,Goerges J.,Sevastova A.,18.0,15.0,1.57,2.37
2017-04-11,2017,WTA Elite Trophy,Hard,Vandeweghe C.,Barty A.,12.0,20.0,2.2,1.66
2017-05-01,2017,Brisbane International,Hard,Pliskova Ka.,Vinci R.,6.0,18.0,1.33,3.25
2017-05-01,2017,ASB Classic,Hard,Goerges J.,Wozniacki C.,53.0,19.0,3.4,1.3
2017-05-01,2017,Brisbane International,Hard,Muguruza G.,Kuznetsova S.,7.0,9.0,2.1,1.66
2017-05-01,2017,ASB Classic,Hard,Ostapenko J.,Brengle M.,44.0,72.0,1.5,2.5
2017-05-01,2017,Brisbane International,Hard,Cornet A.,Cibulkova D.,41.0,5.0,2.62,1.44
2017-05-01,2017,Shenzhen Open,Hard,Konta J.,Pliskova Kr.,10.0,60.0,1.25,3.75
2017-05-01,2017,Shenzhen Open,Hard,Siniakova K.,Stojanovic N.,52.0,142.0,1.25,3.75
2017-05-01,2017,Shenzhen Open,Hard,Riske A.,Radwanska A.,39.0,3.0,5.5,1.14
2017-05-01,2017,Brisbane International,Hard,Svitolina E.,Kerber A.,14.0,1.0,2.75,1.4
2017-05-01,2017,ASB Classic,Hard,Konjuh A.,Osaka N.,47.0,48.0,2.1,1.66
2017-05-01,2017,Shenzhen Open,Hard,Giorgi C.,Wang Q.,81.0,71.0,2.1,1.66
2017-05-02,2017,Ladies Trophy,Hard,Mladenovic K.,Putintseva Y.,51.0,34.0,1.72,2.1
2017-05-02,2017,Taiwan Open,Hard,Svitolina E.,Peng S.,13.0,71.0,1.57,2.37
2017-05-03,2017,Malaysia Open,Hard,Barty A.,Hibino N.,158.0,106.0,1.22,4.33
2017-05-04,2017,Monterrey Open,Hard,Babos T.,Broady N.,30.0,123.0,1.33,3.25
2017-05-04,2017,Monterrey Open,Hard,Boserup J.,Martincova T.,95.0,160.0,1.66,2.1
2017-05-04,2017,Monterrey Open,Hard,Kerber A.,Schiavone F.,1.0,152.0,1.08,8.0
2017-05-04,2017,Monterrey Open,Hard,Suarez Navarro C.,Van Uytvanck A.,25.0,137.0,1.44,2.62
2017-05-08,2017,Citi Open,Hard,Makarova E.,Dodin O.,58.0,55.0,1.44,2.75
2017-05-08,2017,Bank of the West Classic,Hard,Vandeweghe C.,Bellis C.,24.0,44.0,1.57,2.37
2017-05-08,2017,Bank of the West Classic,Hard,Bellis C.,Kvitova P.,44.0,14.0,3.4,1.33
2017-05-08,2017,Bank of the West Classic,Hard,Keys M.,Tsurenko L.,21.0,32.0,1.66,2.2
2017-05-08,2017,Citi Open,Hard,Petkovic A.,Andreescu B.,102.0,167.0,1.8,2.0
2017-05-09,2017,US Open,Hard,Keys M.,Svitolina E.,16.0,4.0,2.1,1.72
2017-05-09,2017,US Open,Hard,Stephens S.,Sevastova A.,83.0,17.0,1.57,2.37
2017-05-10,2017,China Open,Hard,Cirstea S.,Pliskova Ka.,44.0,4.0,5.0,1.16
2017-05-10,2017,China Open,Hard,Ostapenko J.,Peng S.,8.0,25.0,1.53,2.37
2017-05-10,2017,China Open,Hard,Strycova B.,Gavrilova D.,29.0,22.0,1.83,1.83
2017-05-10,2017,China Open,Hard,Svitolina E.,Vesnina E.,3.0,20.0,1.22,4.0
2017-05-10,2017,China Open,Hard,Garcia C.,Cornet A.,15.0,37.0,1.4,2.75
2017-05-10,2017,China Open,Hard,Kvitova P.,Wozniacki C.,18.0,6.0,2.1,1.66
2017-05-11,2017,WTA Elite Trophy,Hard,Goerges J.,Vandeweghe C.,18.0,12.0,2.1,1.72
2017-06-01,2017,ASB Classic,Hard,Davis L.,Ostapenko J.,61.0,44.0,2.0,1.72
2017-06-01,2017,Shenzhen Open,Hard,Riske A.,Giorgi C.,39.0,81.0,1.57,2.37
2017-06-01,2017,Brisbane International,Hard,Pliskova Ka.,Svitolina E.,6.0,14.0,1.72,2.1
2017-06-01,2017,Brisbane International,Hard,Cornet A.,Muguruza G.,41.0,7.0,3.0,1.4
2017-06-01,2017,Shenzhen Open,Hard,Siniakova K.,Konta J.,52.0,10.0,2.75,1.44
2017-06-01,2017,ASB Classic,Hard,Konjuh A.,Goerges J.,47.0,53.0,2.0,1.8
2017-06-04,2017,Monterrey Open,Hard,Pavlyuchenkova A.,Ahn K.,16.0,206.0,1.12,6.0
2017-06-04,2017,Monterrey Open,Hard,Suarez Navarro C.,Sorribes Tormo S.,25.0,98.0,1.36,3.0
2017-06-04,2017,Monterrey Open,Hard,Garcia C.,Podoroska N.,24.0,191.0,1.2,4.33
2017-06-04,2017,Monterrey Open,Hard,Watson H.,Makarova E.,125.0,45.0,2.25,1.57
2017-06-08,2017,Citi Open,Hard,Goerges J.,Petkovic A.,40.0,102.0,1.57,2.37
2017-06-08,2017,Bank of the West Classic,Hard,Keys M.,Vandeweghe C.,21.0,24.0,2.2,1.66
2017-06-08,2017,Citi Open,Hard,Makarova E.,Goerges J.,58.0,40.0,1.72,2.1
2017-06-08,2017,Bank of the West Classic,Hard,Keys M.,Muguruza G.,21.0,4.0,2.62,1.5
2017-06-09,2017,US Open,Hard,Vandeweghe C.,Pliskova Ka.,22.0,1.0,2.62,1.5
2017-06-09,2017,US Open,Hard,Williams V.,Kvitova P.,9.0,14.0,2.3,1.61
2017-06-10,2017,China Open,Hard,Garcia C.,Svitolina E.,15.0,3.0,2.75,1.44
2017-06-10,2017,China Open,Hard,Kvitova P.,Strycova B.,18.0,29.0,1.36,3.25
2017-06-10,2017,China Open,Hard,Ostapenko J.,Cirstea S.,8.0,44.0,1.44,2.75
2017-06-10,2017,China Open,Hard,Halep S.,Kasatkina D.,2.0,34.0,1.36,3.25
2017-07-01,2017,Brisbane International,Hard,Pliskova Ka.,Cornet A.,6.0,41.0,1.4,3.0
2017-07-01,2017,ASB Classic,Hard,Davis L.,Konjuh A.,61.0,47.0,2.37,1.57
2017-07-01,2017,Shenzhen Open,Hard,Siniakova K.,Riske A.,52.0,39.0,2.0,1.8
2017-07-04,2017,Monterrey Open,Hard,Garcia C.,Boserup J.,24.0,95.0,1.25,4.0
2017-07-04,2017,Monterrey Open,Hard,Cornet A.,Vekic D.,44.0,90.0,1.53,2.37
2017-07-04,2017,Monterrey Open,Hard,Kerber A.,Minella M.,1.0,68.0,1.11,6.5
2017-07-04,2017,Monterrey Open,Hard,Pavlyuchenkova A.,Babos T.,16.0,30.0,1.57,2.37
2017-07-08,2017,Rogers Cup,Hard,Gavrilova D.,Arruabarrena L.,25.0,64.0,1.53,2.37
2017-07-08,2017,Rogers Cup,Hard,Flipkens K.,Konjuh A.,82.0,22.0,2.75,1.4
2017-07-08,2017,Rogers Cup,Hard,Cibulkova D.,Tsurenko L.,11.0,30.0,1.9,1.8
2017-07-08,2017,Rogers Cup,Hard,Lepchenko V.,Ostapenko J.,68.0,12.0,2.62,1.44
2017-07-08,2017,Rogers Cup,Hard,Sevastova A.,Davis L.,16.0,34.0,1.57,2.25
2017-07-08,2017,Rogers Cup,Hard,Kvitova P.,Suarez Navarro C.,14.0,32.0,1.4,2.75
2017-07-08,2017,Rogers Cup,Hard,Alexandrova E.,Vickery S.,88.0,167.0,1.4,2.75
2017-07-08,2017,Rogers Cup,Hard,Strycova B.,Mladenovic K.,26.0,13.0,1.9,1.8
2017-07-08,2017,Rogers Cup,Hard,Kasatkina D.,Vinci R.,38.0,39.0,1.57,2.25
2017-07-08,2017,Rogers Cup,Hard,Osaka N.,Watson H.,50.0,71.0,1.8,1.9
2017-07-08,2017,Rogers Cup,Hard,Stephens S.,Putintseva Y.,934.0,48.0,1.66,2.1
2017-07-09,2017,US Open,Hard,Keys M.,Kanepi K.,16.0,418.0,1.22,4.33
2017-07-10,2017,China Open,Hard,Halep S.,Ostapenko J.,2.0,8.0,1.3,3.4
2017-07-10,2017,China Open,Hard,Garcia C.,Kvitova P.,15.0,18.0,3.25,1.36
2017-08-01,2017,Apai International,Hard,Putintseva Y.,Bencic B.,34.0,48.0,2.5,1.5
2017-08-01,2017,Hobart International,Hard,Niculescu M.,Jankovic J.,40.0,54.0,2.25,1.57
2017-08-01,2017,Hobart International,Hard,Cabrera L.,Doi M.,208.0,42.0,3.4,1.3
2017-08-01,2017,Hobart International,Hard,Rogers S.,Sevastova A.,57.0,35.0,1.66,2.1
2017-08-01,2017,Hobart International,Hard,Voskoboeva G.,Parmentier P.,310.0,66.0,2.75,1.4
2017-08-01,2017,Apai International,Hard,Kuznetsova S.,Begu I.,9.0,30.0,1.22,4.0
2017-08-01,2017,Apai International,Hard,Bouchard E.,Zhang S.,49.0,23.0,2.1,1.66
2017-08-01,2017,Apai International,Hard,Kasatkina D.,Babos T.,26.0,28.0,1.44,2.62
2017-08-03,2017,BNP Paribas Open,Hard,Niculescu M.,Cirstea S.,45.0,66.0,1.53,2.37
2017-08-03,2017,BNP Paribas Open,Hard,Wickmayer Y.,Siegemund L.,68.0,37.0,1.83,1.83
2017-08-03,2017,BNP Paribas Open,Hard,Flipkens K.,Bellis C.,87.0,55.0,3.5,1.28
2017-08-03,2017,BNP Paribas Open,Hard,Larsson J.,Giorgi C.,57.0,73.0,2.0,1.72
2017-08-03,2017,BNP Paribas Open,Hard,Puig M.,Collins D.,43.0,248.0,1.11,6.5
2017-08-03,2017,BNP Paribas Open,Hard,Day K.,Nara K.,175.0,85.0,1.66,2.1
2017-08-03,2017,BNP Paribas Open,Hard,Ostapenko J.,Kovinic D.,64.0,74.0,1.2,4.33
2017-08-03,2017,BNP Paribas Open,Hard,Wang Q.,Bondarenko K.,60.0,75.0,1.8,1.9
2017-08-03,2017,BNP Paribas Open,Hard,Watson H.,Gibbs N.,108.0,94.0,1.4,2.75
2017-08-04,2017,Monterrey Open,Hard,Kerber A.,Suarez Navarro C.,1.0,25.0,1.4,3.0
2017-08-04,2017,Monterrey Open,Hard,Suarez Navarro C.,Cornet A.,25.0,44.0,1.57,2.37
2017-08-04,2017,Monterrey Open,Hard,Kerber A.,Watson H.,1.0,125.0,1.25,4.0
2017-08-04,2017,Monterrey Open,Hard,Pavlyuchenkova A.,Garcia C.,16.0,24.0,1.53,2.5
2017-08-08,2017,Rogers Cup,Hard,Siniakova K.,Duque-Marino M.,40.0,107.0,1.5,2.5
2017-08-08,2017,Rogers Cup,Hard,Safarova L.,Abanda F.,41.0,132.0,1.33,3.25
2017-08-08,2017,Rogers Cup,Hard,Garcia C.,Cirstea S.,21.0,54.0,1.5,2.5
2017-08-08,2017,Rogers Cup,Hard,Barty A.,Dodin O.,58.0,47.0,1.36,3.0
2017-08-08,2017,Rogers Cup,Hard,Pavlyuchenkova A.,Cornet A.,19.0,44.0,1.36,3.0
2017-08-08,2017,Rogers Cup,Hard,Williams V.,Begu I.,9.0,59.0,1.33,3.25
2017-08-08,2017,Rogers Cup,Hard,Bellis C.,Goerges J.,36.0,35.0,1.66,2.1
2017-08-08,2017,Rogers Cup,Hard,Rybarikova M.,Lucic-Baroni M.,33.0,31.0,1.53,2.37
2017-08-08,2017,Rogers Cup,Hard,Vesnina E.,Riske A.,18.0,45.0,2.0,1.72
2017-08-08,2017,Rogers Cup,Hard,Vekic D.,Bouchard E.,51.0,70.0,1.83,1.83
2017-08-08,2017,Rogers Cup,Hard,Makarova E.,Peng S.,42.0,24.0,2.5,1.5
2017-08-08,2017,Rogers Cup,Hard,Radwanska A.,Vandeweghe C.,10.0,20.0,2.1,1.66
2017-08-08,2017,Rogers Cup,Hard,Svitolina E.,Kasatkina D.,5.0,38.0,1.4,2.75
2017-08-09,2017,US Open,Hard,Stephens S.,Williams V.,83.0,9.0,2.37,1.57
2017-08-09,2017,US Open,Hard,Keys M.,Vandeweghe C.,16.0,22.0,1.57,2.37
2017-08-10,2017,China Open,Hard,Garcia C.,Halep S.,15.0,2.0,3.0,1.4
2017-09-01,2017,Hobart International,Hard,Tsurenko L.,Soler-Espinosa S.,61.0,124.0,1.25,3.75
2017-09-01,2017,Hobart International,Hard,Fett J.,Schiavone F.,340.0,96.0,1.9,1.8
2017-09-01,2017,Hobart International,Hard,Petkovic A.,Gibbs N.,55.0,90.0,1.57,2.25
2017-09-01,2017,Apai International,Hard,Gavrilova D.,Vekic D.,25.0,97.0,1.22,4.0
2017-09-01,2017,Apai International,Hard,Duan Y.Y.,Falconi I.,103.0,102.0,1.57,2.25
2017-09-01,2017,Apai International,Hard,Wozniacki C.,Puig M.,20.0,32.0,1.3,3.4
2017-09-01,2017,Apai International,Hard,Vandeweghe C.,Vesnina E.,38.0,17.0,1.9,1.8
2017-09-01,2017,Apai International,Hard,Mchale C.,Bondarenko K.,43.0,68.0,1.57,2.25
2017-09-01,2017,Apai International,Hard,Pavlyuchenkova A.,Stosur S.,27.0,21.0,1.72,2.0
2017-09-01,2017,Apai International,Hard,Strycova B.,Makarova E.,19.0,33.0,1.72,2.0
2017-09-01,2017,Apai International,Hard,Cibulkova D.,Siegemund L.,6.0,29.0,1.28,3.5
2017-09-01,2017,Apai International,Hard,Konta J.,Rodionova Ar.,10.0,184.0,1.08,8.0
2017-09-01,2017,Apai International,Hard,Vinci R.,Sakkari M.,18.0,94.0,1.44,2.62
2017-09-01,2017,Hobart International,Hard,Ozaki R.,Nara K.,100.0,76.0,,
2017-09-01,2017,Hobart International,Hard,Bertens K.,Beck A.,22.0,53.0,1.33,3.25
2017-09-01,2017,Hobart International,Hard,Flipkens K.,Fourlis J.,73.0,417.0,1.18,4.5
2017-09-01,2017,Hobart International,Hard,Mertens E.,Mladenovic K.,127.0,45.0,2.5,1.5
2017-09-01,2017,Hobart International,Hard,Larsson J.,Pliskova Kr.,51.0,60.0,2.1,1.66
2017-09-01,2017,Hobart International,Hard,Vickery S.,Pereira T.,135.0,204.0,1.44,2.62
2017-09-01,2017,Hobart International,Hard,Cepede Royg V.,Burger C.,129.0,138.0,1.44,2.62
2017-09-01,2017,Hobart International,Hard,Safarova L.,Golubic V.,62.0,58.0,1.33,3.25
2017-09-01,2017,Hobart International,Hard,Arruabarrena L.,Minella M.,64.0,104.0,1.57,2.25
2017-09-03,2017,BNP Paribas Open,Hard,Kontaveit A.,Doi M.,125.0,47.0,1.53,2.37
2017-09-03,2017,BNP Paribas Open,Hard,Bencic B.,Pironkova T.,128.0,63.0,1.36,3.0
2017-09-03,2017,BNP Paribas Open,Hard,Brengle M.,Maria T.,89.0,101.0,1.66,2.1
2017-09-03,2017,BNP Paribas Open,Hard,Rodina E.,Mchale C.,83.0,44.0,5.0,1.16
2017-09-03,2017,BNP Paribas Open,Hard,Pliskova Kr.,Mattek-Sands B.,54.0,160.0,1.83,1.83
2017-09-03,2017,BNP Paribas Open,Hard,Safarova L.,Arruabarrena L.,40.0,72.0,1.2,4.33
2017-09-03,2017,BNP Paribas Open,Hard,Duque-Marino M.,Tig P.M.,112.0,99.0,1.83,1.83
2017-09-03,2017,BNP Paribas Open,Hard,Petkovic A.,King V.,79.0,91.0,1.4,2.75
2017-09-03,2017,BNP Paribas Open,Hard,Linette M.,Townsend T.,80.0,110.0,1.66,2.1
2017-09-03,2017,BNP Paribas Open,Hard,Chirico L.,Schiavone F.,65.0,157.0,1.8,1.9
2017-09-03,2017,BNP Paribas Open,Hard,Rogers S.,Brady J.,59.0,77.0,1.53,2.37
2017-09-03,2017,BNP Paribas Open,Hard,Siniakova K.,Barthel M.,42.0,95.0,1.83,1.83
2017-09-03,2017,BNP Paribas Open,Hard,Jankovic J.,Falconi I.,51.0,96.0,1.33,3.25
2017-09-03,2017,BNP Paribas Open,Hard,Parmentier P.,Dodin O.,62.0,58.0,1.9,1.8
2017-09-03,2017,BNP Paribas Open,Hard,Goerges J.,Tomljanovic A.,50.0,664.0,1.3,3.4
2017-09-03,2017,BNP Paribas Open,Hard,Errani S.,Minella M.,104.0,76.0,1.83,1.83
2017-09-03,2017,BNP Paribas Open,Hard,Davis L.,Golubic V.,38.0,56.0,1.36,3.0
2017-09-03,2017,BNP Paribas Open,Hard,Lepchenko V.,Shvedova Y.,88.0,48.0,1.66,2.1
2017-09-04,2017,Monterrey Open,Hard,Pavlyuchenkova A.,Kerber A.,16.0,1.0,2.62,1.5
2017-09-08,2017,Rogers Cup,Hard,Pliskova Ka.,Pavlyuchenkova A.,1.0,19.0,1.4,2.75
2017-09-08,2017,Rogers Cup,Hard,Safarova L.,Cibulkova D.,41.0,11.0,1.83,1.83
2017-09-08,2017,Rogers Cup,Hard,Babos T.,Andreescu B.,55.0,144.0,2.37,1.53
2017-09-08,2017,Rogers Cup,Hard,Strycova B.,Gavrilova D.,26.0,25.0,1.57,2.25
2017-09-08,2017,Rogers Cup,Hard,Wozniacki C.,Alexandrova E.,6.0,88.0,1.18,4.5
2017-09-08,2017,Rogers Cup,Hard,Garcia C.,Lepchenko V.,21.0,68.0,1.53,2.37
2017-09-08,2017,Rogers Cup,Hard,Bellis C.,Kuznetsova S.,36.0,8.0,2.2,1.61
2017-09-08,2017,Rogers Cup,Hard,Barty A.,Vesnina E.,58.0,18.0,1.53,2.37
2017-09-08,2017,Rogers Cup,Hard,Makarova E.,Konta J.,42.0,7.0,2.75,1.4
2017-09-08,2017,Rogers Cup,Hard,Osaka N.,Sevastova A.,50.0,16.0,1.9,1.8
2017-09-08,2017,Rogers Cup,Hard,Radwanska A.,Babos T.,10.0,55.0,1.28,3.5
2017-09-08,2017,Rogers Cup,Hard,Williams V.,Siniakova K.,9.0,40.0,1.36,3.0
2017-09-08,2017,Rogers Cup,Hard,Muguruza G.,Flipkens K.,4.0,82.0,1.2,4.33
2017-09-09,2017,US Open,Hard,Stephens S.,Keys M.,83.0,22.0,2.75,1.5
2017-09-10,2017,Generali Ladies Linz,Hard,Larsson J.,Cepelova J.,89.0,108.0,2.25,1.57
2017-09-10,2017,Prudential Hong Kong Tennis Open,Hard,Wang Q.,Chang K.C.,48.0,125.0,1.14,5.5
2017-09-10,2017,Prudential Hong Kong Tennis Open,Hard,Cabrera L.,Aoyama S.,155.0,335.0,1.44,2.62
2017-09-10,2017,Prudential Hong Kong Tennis Open,Hard,Zhang S.,Nara K.,31.0,101.0,1.25,3.75
2017-09-10,2017,Prudential Hong Kong Tennis Open,Hard,Stosur S.,Lee Y.H.,43.0,303.0,1.08,7.5
2017-09-10,2017,Prudential Hong Kong Tennis Open,Hard,Rogers S.,Jang S.J.,55.0,153.0,1.14,5.5
2017-09-10,2017,Prudential Hong Kong Tennis Open,Hard,Gibbs N.,Grammatikopoulou V.,114.0,207.0,1.18,4.5
2017-09-10,2017,Generali Ladies Linz,Hard,Bencic B.,Flipkens K.,228.0,74.0,1.61,2.2
2017-09-10,2017,Generali Ladies Linz,Hard,Vikhlyantseva N.,Cepede Royg V.,69.0,76.0,1.44,2.62
2017-09-10,2017,Generali Ladies Linz,Hard,Arruabarrena L.,Niculescu M.,80.0,61.0,2.1,1.66
2017-10-01,2017,Hobart International,Hard,Mertens E.,Vickery S.,127.0,135.0,1.5,2.5
2017-10-01,2017,Hobart International,Hard,Niculescu M.,Flipkens K.,40.0,73.0,1.4,2.75
2017-10-01,2017,Hobart International,Hard,Fett J.,Cabrera L.,340.0,208.0,1.9,1.8
2017-10-01,2017,Apai International,Hard,Pavlyuchenkova A.,Kuznetsova S.,27.0,9.0,2.75,1.4
2017-10-01,2017,Apai International,Hard,Bouchard E.,Cibulkova D.,49.0,6.0,2.62,1.44
2017-10-01,2017,Apai International,Hard,Kasatkina D.,Kerber A.,26.0,1.0,3.25,1.33
2017-10-01,2017,Apai International,Hard,Wozniacki C.,Putintseva Y.,20.0,34.0,1.22,4.0
2017-10-01,2017,Apai International,Hard,Konta J.,Gavrilova D.,10.0,25.0,1.5,2.5
2017-10-01,2017,Apai International,Hard,Radwanska A.,Mchale C.,3.0,43.0,1.12,6.0
2017-10-01,2017,Hobart International,Hard,Cepede Royg V.,Petkovic A.,129.0,55.0,5.0,1.16
2017-10-01,2017,Apai International,Hard,Strycova B.,Vinci R.,19.0,18.0,1.53,2.37
2017-10-01,2017,Apai International,Hard,Duan Y.Y.,Vandeweghe C.,103.0,38.0,3.0,1.36
2017-10-03,2017,BNP Paribas Open,Hard,Strycova B.,Errani S.,19.0,104.0,1.28,3.5
2017-10-03,2017,BNP Paribas Open,Hard,Bertens K.,Bencic B.,20.0,128.0,2.62,1.44
2017-10-03,2017,BNP Paribas Open,Hard,Osaka N.,Ozaki R.,52.0,90.0,1.36,3.0
2017-10-03,2017,BNP Paribas Open,Hard,Vekic D.,Riske A.,86.0,39.0,3.0,1.36
2017-10-03,2017,BNP Paribas Open,Hard,Peng S.,Tsurenko L.,49.0,41.0,1.83,1.83
2017-10-03,2017,BNP Paribas Open,Hard,Beck A.,Bouchard E.,412.0,53.0,4.0,1.22
2017-10-03,2017,BNP Paribas Open,Hard,Konta J.,Watson H.,11.0,108.0,1.25,3.75
2017-10-03,2017,BNP Paribas Open,Hard,Sorribes Tormo S.,Makarova E.,105.0,36.0,6.0,1.12
2017-10-03,2017,BNP Paribas Open,Hard,Vinci R.,Brengle M.,29.0,89.0,1.83,1.83
2017-10-03,2017,BNP Paribas Open,Hard,Gavrilova D.,Wickmayer Y.,27.0,68.0,1.5,2.5
2017-10-03,2017,BNP Paribas Open,Hard,Day K.,Lucic-Baroni M.,175.0,30.0,3.0,1.36
2017-10-03,2017,BNP Paribas Open,Hard,Garcia C.,Rodina E.,25.0,83.0,1.28,3.5
2017-10-03,2017,BNP Paribas Open,Hard,Bacsinszky T.,Niculescu M.,16.0,45.0,1.53,2.37
2017-10-03,2017,BNP Paribas Open,Hard,Muguruza G.,Flipkens K.,7.0,87.0,1.2,4.33
2017-10-03,2017,BNP Paribas Open,Hard,Svitolina E.,Wang Q.,10.0,60.0,1.18,4.5
2017-10-04,2017,Ladies Open Biel Bienne,Hard,Pliskova Kr.,Vinci R.,58.0,35.0,1.72,2.0
2017-10-04,2017,Ladies Open Biel Bienne,Hard,Barthel M.,Cepelova J.,80.0,96.0,1.5,2.5
2017-10-04,2017,Ladies Open Biel Bienne,Hard,Beck A.,Masarova R.,60.0,313.0,1.25,3.75
2017-10-04,2017,Ladies Open Biel Bienne,Hard,Mertens E.,Niculescu M.,68.0,47.0,2.2,1.61
2017-10-08,2017,Rogers Cup,Hard,Halep S.,Rybarikova M.,2.0,33.0,1.33,3.25
2017-10-08,2017,Rogers Cup,Hard,Stephens S.,Kvitova P.,934.0,14.0,3.4,1.3
2017-10-08,2017,Rogers Cup,Hard,Kerber A.,Vekic D.,3.0,51.0,1.4,2.75
2017-10-08,2017,Rogers Cup,Hard,Halep S.,Strycova B.,2.0,26.0,1.33,3.25
2017-10-08,2017,Rogers Cup,Hard,Pliskova Ka.,Osaka N.,1.0,50.0,1.25,3.75
2017-10-08,2017,Rogers Cup,Hard,Safarova L.,Makarova E.,41.0,42.0,1.83,1.83
2017-10-08,2017,Rogers Cup,Hard,Wozniacki C.,Radwanska A.,6.0,10.0,1.66,2.1
2017-10-08,2017,Rogers Cup,Hard,Stephens S.,Kerber A.,934.0,3.0,2.5,1.5
2017-10-08,2017,Rogers Cup,Hard,Garcia C.,Bellis C.,21.0,36.0,1.83,1.83
