date,season,tournament,surface,winner,loser,winner_rank,loser_rank,b365w,b365l
2011-09-02,2011,Open Gaz de France,Hard,Wickmayer Y.,Vesnina E.,26.0,51.0,1.53,2.37
2011-09-02,2011,Pattaya Women's Open,Hard,Ivanovic A.,Craybas J.,19.0,97.0,1.04,10.0
2011-09-02,2011,Open Gaz de France,Hard,Petkovic A.,Kerber A.,24.0,50.0,1.28,3.5
2011-09-03,2011,BNP Paribas Open,Hard,Dulko G.,King V.,47.0,100.0,1.3,3.4
2011-09-03,2011,BNP Paribas Open,Hard,Safarova L.,Barrois K.,32.0,79.0,1.25,3.75
2011-09-03,2011,BNP Paribas Open,Hard,Vandeweghe C.,Gallovits E.,92.0,101.0,1.5,2.5
2011-09-03,2011,BNP Paribas Open,Hard,Bammer S.,Larsson J.,105.0,69.0,1.53,2.37
2011-09-03,2011,BNP Paribas Open,Hard,Date-Krumm K.,Shvedova Y.,56.0,42.0,1.57,2.25
2011-09-03,2011,BNP Paribas Open,Hard,Ondraskova Z.,Davis L.,87.0,433.0,2.0,1.72
2011-09-03,2011,BNP Paribas Open,Hard,Sevastova A.,Hercog P.,38.0,59.0,1.4,2.75
2011-09-03,2011,BNP Paribas Open,Hard,Kudryavtseva A.,Cirstea S.,71.0,91.0,1.83,1.83
2011-09-03,2011,BNP Paribas Open,Hard,Cornet A.,Schnyder P.,70.0,39.0,1.72,2.0
2011-09-03,2011,BNP Paribas Open,Hard,Bacsinszky T.,Govortsova O.,46.0,80.0,1.66,2.1
2011-09-03,2011,BNP Paribas Open,Hard,Mattek-Sands B.,Dushevina V.,43.0,51.0,1.5,2.5
2011-09-03,2011,BNP Paribas Open,Hard,Errani S.,Arn G.,40.0,53.0,1.57,2.25
2011-09-06,2011,e-Boks Sony Ericsson Open,Hard,Safarova L.,Krajicek M.,38.0,163.0,1.4,2.75
2011-09-06,2011,e-Boks Sony Ericsson Open,Hard,Mattek-Sands B.,Larsson J.,31.0,61.0,1.44,2.62
2011-09-06,2011,e-Boks Sony Ericsson Open,Hard,Wozniacki C.,Kerber A.,1.0,76.0,1.03,11.0
2011-09-06,2011,e-Boks Sony Ericsson Open,Hard,Zhang S.,Voskoboeva G.,86.0,211.0,3.25,1.33
2011-09-08,2011,Rogers Cup,Hard,Benesova I.,Cibulkova D.,45.0,18.0,2.62,1.44
2011-09-08,2011,Rogers Cup,Hard,Wozniak A.,Peer S.,150.0,23.0,2.75,1.4
2011-09-08,2011,Rogers Cup,Hard,Jovanovski B.,Dokic J.,54.0,72.0,1.57,2.25
2011-09-08,2011,Rogers Cup,Hard,Radwanska A.,Vesnina E.,12.0,38.0,1.14,5.5
2011-09-08,2011,Rogers Cup,Hard,Dubois S.,Woerle K.,108.0,141.0,1.36,3.0
2011-09-08,2011,Rogers Cup,Hard,Ivanovic A.,Zhang S.,16.0,99.0,1.12,6.0
2011-09-08,2011,Rogers Cup,Hard,Peng S.,Dominguez Lino L.,17.0,47.0,1.11,6.5
2011-09-08,2011,Rogers Cup,Hard,Martic P.,Hradecka L.,86.0,48.0,2.1,1.66
2011-09-08,2011,Rogers Cup,Hard,Pennetta F.,Kirilenko M.,25.0,26.0,1.83,1.83
2011-09-08,2011,Rogers Cup,Hard,Vinci R.,Wickmayer Y.,22.0,19.0,2.62,1.44
2011-09-08,2011,Rogers Cup,Hard,Goerges J.,Jankovic J.,20.0,14.0,2.75,1.4
2011-09-08,2011,Rogers Cup,Hard,Medina Garrigues A.,Errani S.,33.0,36.0,2.75,1.4
2011-09-08,2011,Rogers Cup,Hard,Petkovic A.,Bouchard E.,10.0,351.0,1.04,13.0
2011-09-08,2011,Rogers Cup,Hard,Hantuchova D.,Dulko G.,24.0,52.0,1.14,5.5
2011-09-08,2011,Rogers Cup,Hard,Makarova E.,Marino R.,41.0,39.0,2.0,1.72
2011-09-10,2011,China Open,Hard,Radwanska A.,Petkovic A.,12.0,11.0,1.44,2.75
2011-10-01,2011,Moorilla Hobart International,Hard,Molik A.,Arvidsson S.,135.0,51.0,3.0,1.36
2011-10-01,2011,Moorilla Hobart International,Hard,Baltacha E.,Tanasugarn T.,55.0,64.0,2.2,1.61
2011-10-01,2011,Moorilla Hobart International,Hard,Govortsova O.,Peers S.,76.0,151.0,1.5,2.5
2011-10-01,2011,Moorilla Hobart International,Hard,Brianti A.,Suarez Navarro C.,91.0,57.0,2.37,1.53
2011-10-01,2011,Moorilla Hobart International,Hard,Bartoli M.,Safina D.,17.0,65.0,1.4,2.75
2011-10-01,2011,Moorilla Hobart International,Hard,Paszek T.,Rogowska O.,92.0,259.0,1.22,4.0
2011-10-01,2011,Moorilla Hobart International,Hard,Peng S.,Pironkova T.,62.0,35.0,1.36,3.0
2011-10-01,2011,Moorilla Hobart International,Hard,Vesnina E.,Parra Santonja A.,53.0,67.0,1.22,4.0
2011-10-01,2011,Moorilla Hobart International,Hard,Zakopalova K.,Oudin M.,42.0,63.0,2.2,1.61
2011-10-01,2011,Medibank International,Hard,Li N.,Rodionova An.,11.0,66.0,1.12,5.5
2011-10-01,2011,Moorilla Hobart International,Hard,Kudryavtseva A.,Rybarikova M.,61.0,104.0,1.72,2.0
2011-10-01,2011,Medibank International,Hard,Rezai A.,Jankovic J.,19.0,8.0,2.37,1.53
2011-10-01,2011,Medibank International,Hard,Stosur S.,Wickmayer Y.,6.0,23.0,1.44,2.62
2011-10-01,2011,Medibank International,Hard,Kleybanova A.,Schiavone F.,26.0,7.0,1.83,1.83
2011-10-01,2011,Medibank International,Hard,Jovanovski B.,Kanepi K.,77.0,22.0,2.1,1.66
2011-10-01,2011,Medibank International,Hard,Zahlavova Strycova B.,Petrova N.,68.0,15.0,3.25,1.33
2011-10-01,2011,Medibank International,Hard,Razzano V.,Zahlavova S.,116.0,97.0,1.4,2.75
2011-10-01,2011,Medibank International,Hard,Pennetta F.,Hradecka L.,24.0,110.0,1.22,4.0
2011-10-01,2011,Medibank International,Hard,Martinez-Sanchez M.J.,Hantuchova D.,29.0,31.0,1.61,2.2
2011-10-01,2011,Moorilla Hobart International,Hard,Mattek-Sands B.,Pavlyuchenkova A.,59.0,18.0,2.62,1.44
2011-10-01,2011,Medibank International,Hard,Azarenka V.,Makarova E.,10.0,49.0,1.2,4.33
2011-10-01,2011,Medibank International,Hard,Peer S.,Bammer S.,12.0,70.0,1.2,4.33
2011-10-01,2011,Moorilla Hobart International,Hard,Groth J.,Larsson J.,40.0,71.0,1.25,3.75
2011-10-01,2011,Medibank International,Hard,Cibulkova D.,Kirilenko M.,32.0,20.0,2.5,1.5
2011-10-02,2011,Pattaya Women's Open,Hard,Errani S.,Morita A.,44.0,58.0,1.66,2.1
2011-10-02,2011,Open Gaz de France,Hard,Wickmayer Y.,Zakopalova K.,26.0,35.0,1.53,2.37
2011-10-02,2011,Pattaya Women's Open,Hard,Hantuchova D.,Date-Krumm K.,32.0,55.0,2.0,1.72
2011-10-02,2011,Pattaya Women's Open,Hard,Zvonareva V.,Wannasuk N.,3.0,475.0,1.002,15.0
2011-10-02,2011,Open Gaz de France,Hard,Mattek-Sands B.,Cohen Aloro S.,48.0,188.0,1.14,5.0
2011-10-02,2011,Open Gaz de France,Hard,Dokic J.,Petrova N.,120.0,20.0,3.75,1.25
2011-10-02,2011,Open Gaz de France,Hard,Petkovic A.,Kucova K.,24.0,225.0,1.11,6.0
2011-10-02,2011,Open Gaz de France,Hard,Kanepi K.,Arvidsson S.,17.0,60.0,1.4,2.75
2011-10-02,2011,Pattaya Women's Open,Hard,Amanmuradova A.,Scheepers C.,72.0,80.0,2.0,1.72
2011-10-02,2011,Open Gaz de France,Hard,Kvitova P.,Zahlavova Strycova B.,18.0,56.0,1.22,4.0
2011-10-03,2011,BNP Paribas Open,Hard,Mchale C.,Amanmuradova A.,112.0,66.0,1.9,1.8
2011-10-03,2011,BNP Paribas Open,Hard,Mirza S.,Oprandi R.,107.0,83.0,1.25,3.75
2011-10-03,2011,BNP Paribas Open,Hard,Hradecka L.,Flipkens K.,86.0,104.0,1.72,2.0
2011-10-03,2011,BNP Paribas Open,Hard,Stephens S.,Hampton J.,182.0,129.0,3.5,1.28
2011-10-03,2011,BNP Paribas Open,Hard,Halep S.,Llagostera Vives N.,64.0,123.0,1.72,2.0
2011-10-03,2011,BNP Paribas Open,Hard,Oudin M.,Vesnina E.,84.0,58.0,2.1,1.66
2011-10-03,2011,BNP Paribas Open,Hard,Baltacha E.,Vinci R.,74.0,37.0,3.5,1.28
2011-10-03,2011,BNP Paribas Open,Hard,Niculescu M.,Rodionova An.,65.0,72.0,1.5,2.5
2011-10-03,2011,BNP Paribas Open,Hard,Zahlavova Strycova B.,Riske A.,57.0,114.0,1.44,2.62
2011-10-03,2011,BNP Paribas Open,Hard,Benesova I.,Lepchenko V.,48.0,78.0,1.33,3.25
2011-10-03,2011,BNP Paribas Open,Hard,Peng S.,Voracova R.,36.0,89.0,1.08,7.0
2011-10-03,2011,BNP Paribas Open,Hard,Szavay A.,Craybas J.,44.0,98.0,1.5,2.5
2011-10-03,2011,BNP Paribas Open,Hard,Radwanska U.,Jovanovski B.,172.0,52.0,2.75,1.4
2011-10-03,2011,BNP Paribas Open,Hard,Medina Garrigues A.,Paszek T.,77.0,90.0,3.0,1.36
2011-10-06,2011,e-Boks Sony Ericsson Open,Hard,Barthel M.,Mattek-Sands B.,142.0,31.0,2.37,1.53
2011-10-06,2011,e-Boks Sony Ericsson Open,Hard,Martic P.,Bondarenko A.,112.0,114.0,2.2,1.61
2011-10-06,2011,e-Boks Sony Ericsson Open,Hard,Safarova L.,Zhang S.,38.0,86.0,1.16,4.5
2011-10-06,2011,e-Boks Sony Ericsson Open,Hard,Wozniacki C.,Brianti A.,1.0,57.0,1.05,9.0
2011-10-08,2011,Rogers Cup,Hard,Kvitova P.,Medina Garrigues A.,7.0,33.0,1.16,5.0
2011-10-08,2011,Rogers Cup,Hard,Williams S.,Goerges J.,80.0,20.0,1.07,9.0
2011-10-08,2011,Rogers Cup,Hard,Ivanovic A.,Benesova I.,16.0,45.0,1.14,5.5
2011-10-08,2011,Rogers Cup,Hard,Schiavone F.,Makarova E.,8.0,41.0,1.4,2.75
2011-10-08,2011,Rogers Cup,Hard,Safarova L.,Halep S.,32.0,55.0,1.53,2.37
2011-10-08,2011,Rogers Cup,Hard,Li N.,Peng S.,6.0,17.0,1.5,2.5
2011-10-08,2011,Rogers Cup,Hard,Williams S.,Bondarenko A.,80.0,126.0,1.03,15.0
2011-10-08,2011,Rogers Cup,Hard,Petkovic A.,Arn G.,10.0,69.0,1.18,4.5
2011-10-08,2011,Rogers Cup,Hard,Stosur S.,Wozniak A.,11.0,150.0,1.66,2.1
2011-10-08,2011,Rogers Cup,Hard,Radwanska A.,Martic P.,12.0,86.0,1.08,8.0
2011-10-08,2011,Rogers Cup,Hard,Vinci R.,Wozniacki C.,22.0,1.0,4.5,1.18
2011-10-08,2011,Rogers Cup,Hard,Martinez-Sanchez M.J.,Hantuchova D.,37.0,24.0,2.75,1.4
2011-10-08,2011,Rogers Cup,Hard,Zheng J.,Clijsters K.,82.0,2.0,2.75,1.4
2011-10-08,2011,Rogers Cup,Hard,Voskoboeva G.,Pennetta F.,135.0,25.0,2.5,1.5
2011-10-09,2011,US Open,Hard,Stosur S.,Kerber A.,10.0,92.0,1.22,4.33
2011-10-10,2011,HP Open,Hard,Scheepers C.,Kudryavtseva A.,37.0,102.0,1.33,3.25
2011-10-10,2011,HP Open,Hard,Bartoli M.,Czink M.,11.0,144.0,1.07,9.0
2011-10-10,2011,HP Open,Hard,Tanasugarn T.,Mchale C.,84.0,42.0,4.0,1.22
2011-10-10,2011,HP Open,Hard,Doi M.,Vandeweghe C.,113.0,118.0,2.62,1.44
2011-10-10,2011,HP Open,Hard,Daniilidou E.,Pivovarova A.,87.0,120.0,1.28,3.5
2011-10-10,2011,HP Open,Hard,Johansson M.,Falconi I.,80.0,73.0,2.25,1.57
2011-11-01,2011,Moorilla Hobart International,Hard,Groth J.,Paszek T.,40.0,92.0,1.36,3.0
2011-11-01,2011,Medibank International,Hard,Cibulkova D.,Wozniacki C.,32.0,1.0,5.0,1.14
2011-11-01,2011,Medibank International,Hard,Kleybanova A.,Martinez-Sanchez M.J.,26.0,29.0,1.66,2.1
2011-11-01,2011,Medibank International,Hard,Clijsters K.,Zahlavova Strycova B.,3.0,68.0,1.03,11.0
2011-11-01,2011,Medibank International,Hard,Azarenka V.,Peer S.,10.0,12.0,1.4,2.75
2011-11-01,2011,Medibank International,Hard,Pennetta F.,Zvonareva V.,24.0,2.0,3.4,1.3
2011-11-01,2011,Medibank International,Hard,Kuznetsova S.,Stosur S.,25.0,6.0,2.5,1.5
2011-11-01,2011,Medibank International,Hard,Jovanovski B.,Rezai A.,77.0,19.0,2.2,1.61
2011-11-01,2011,Medibank International,Hard,Li N.,Razzano V.,11.0,116.0,1.16,4.5
2011-11-02,2011,Open Gaz de France,Hard,Kvitova P.,Wickmayer Y.,18.0,26.0,2.25,1.57
2011-11-02,2011,Pattaya Women's Open,Hard,Vinci R.,Ivanovic A.,38.0,19.0,3.75,1.25
2011-11-02,2011,Pattaya Women's Open,Hard,Hantuchova D.,Amanmuradova A.,32.0,72.0,1.28,3.5
2011-11-02,2011,Pattaya Women's Open,Hard,Errani S.,Voskoboeva G.,44.0,560.0,1.28,3.5
2011-11-02,2011,Open Gaz de France,Hard,Kanepi K.,Cibulkova D.,17.0,27.0,1.57,2.25
2011-11-02,2011,Open Gaz de France,Hard,Clijsters K.,Dokic J.,2.0,120.0,1.1,6.5
2011-11-02,2011,Open Gaz de France,Hard,Mattek-Sands B.,Petkovic A.,48.0,24.0,2.75,1.4
2011-11-02,2011,Pattaya Women's Open,Hard,Zvonareva V.,Peng S.,3.0,40.0,1.14,5.0
2011-11-03,2011,BNP Paribas Open,Hard,Errani S.,Groth J.,40.0,30.0,2.75,1.4
2011-11-03,2011,BNP Paribas Open,Hard,Wickmayer Y.,Oudin M.,25.0,84.0,1.2,4.33
2011-11-03,2011,BNP Paribas Open,Hard,Zvonareva V.,Bacsinszky T.,3.0,46.0,1.06,8.0
2011-11-03,2011,BNP Paribas Open,Hard,Bartoli M.,Niculescu M.,17.0,65.0,1.14,5.0
2011-11-03,2011,BNP Paribas Open,Hard,Cornet A.,Pironkova T.,70.0,33.0,1.4,2.75
2011-11-03,2011,BNP Paribas Open,Hard,Pavlyuchenkova A.,Sevastova A.,19.0,38.0,1.36,3.0
2011-11-03,2011,BNP Paribas Open,Hard,Jankovic J.,Vandeweghe C.,6.0,92.0,1.07,7.5
2011-11-03,2011,BNP Paribas Open,Hard,Zahlavova Strycova B.,Kvitova P.,57.0,14.0,3.75,1.25
2011-11-03,2011,BNP Paribas Open,Hard,Clijsters K.,Kudryavtseva A.,2.0,71.0,1.01,15.0
2011-11-03,2011,BNP Paribas Open,Hard,Makarova E.,Marino R.,41.0,63.0,1.83,1.83
2011-11-03,2011,BNP Paribas Open,Hard,Chakvetadze A.,Doi M.,49.0,119.0,1.36,3.0
2011-11-03,2011,BNP Paribas Open,Hard,Arvidsson S.,Zheng J.,82.0,45.0,2.2,1.61
2011-11-03,2011,BNP Paribas Open,Hard,Schiavone F.,Ondraskova Z.,5.0,87.0,1.05,9.0
2011-11-03,2011,BNP Paribas Open,Hard,Zhang S.,Morita A.,76.0,54.0,3.0,1.36
2011-11-03,2011,BNP Paribas Open,Hard,Pous-Tio L.,Kerber A.,88.0,67.0,3.25,1.33
2011-11-03,2011,BNP Paribas Open,Hard,Safina D.,Parra Santonja A.,108.0,60.0,1.2,4.33
2011-11-06,2011,e-Boks Sony Ericsson Open,Hard,Wozniacki C.,Barthel M.,1.0,142.0,1.05,10.0
2011-11-06,2011,e-Boks Sony Ericsson Open,Hard,Safarova L.,Martic P.,38.0,112.0,1.36,3.25
2011-11-08,2011,Rogers Cup,Hard,Sharapova M.,Jovanovski B.,5.0,54.0,1.14,5.5
2011-11-08,2011,Rogers Cup,Hard,Azarenka V.,Martinez-Sanchez M.J.,4.0,37.0,1.22,4.0
2011-11-08,2011,Rogers Cup,Hard,Zvonareva V.,Petrova N.,3.0,28.0,1.5,2.5
2011-11-08,2011,Rogers Cup,Hard,Azarenka V.,Dubois S.,4.0,108.0,1.08,8.0
2011-11-08,2011,Rogers Cup,Hard,Stosur S.,Li N.,11.0,6.0,2.0,1.72
2011-11-08,2011,Rogers Cup,Hard,Petkovic A.,Kvitova P.,10.0,7.0,2.62,1.44
2011-11-08,2011,Rogers Cup,Hard,Radwanska A.,Zvonareva V.,12.0,3.0,2.0,1.72
2011-11-08,2011,Rogers Cup,Hard,Voskoboeva G.,Sharapova M.,135.0,5.0,6.0,1.12
2011-11-08,2011,Rogers Cup,Hard,Vinci R.,Ivanovic A.,22.0,16.0,3.0,1.36
2011-11-09,2011,US Open,Hard,Williams S.,Wozniacki C.,27.0,1.0,1.3,3.5
2011-11-09,2011,US Open,Hard,Stosur S.,Williams S.,10.0,27.0,6.0,1.14
2011-11-10,2011,HP Open,Hard,Cetkovska P.,Date Krumm K.,32.0,85.0,1.36,3.0
2011-11-10,2011,HP Open,Hard,Stosur S.,Lertcheewakarn N.,6.0,168.0,1.03,15.0
2011-11-10,2011,HP Open,Hard,Shvedova Y.,Aoyama S.,257.0,461.0,1.11,6.5
2011-11-10,2011,HP Open,Hard,Morita A.,Zhang S.,55.0,126.0,1.25,3.75
2011-11-10,2011,HP Open,Hard,Sema E.,Minella M.,114.0,121.0,1.83,1.83
2011-11-10,2011,Generali Ladies Linz,Hard,Cibulkova D.,Baltacha E.,23.0,57.0,1.25,3.75
2011-11-10,2011,Generali Ladies Linz,Hard,Rodina E.,Rybarikova M.,104.0,68.0,3.0,1.36
2011-11-10,2011,HP Open,Hard,Zheng J.,Kucova Z.,58.0,197.0,1.11,6.5
2011-11-10,2011,HP Open,Hard,Gajdosova J.,Nakamura A.,30.0,221.0,1.1,7.0
2011-11-10,2011,HP Open,Hard,Kerber A.,Nara K.,31.0,163.0,1.12,6.0
2011-11-10,2011,Generali Ladies Linz,Hard,Kvitova P.,Marino R.,4.0,59.0,1.14,5.5
2011-11-10,2011,Generali Ladies Linz,Hard,Jankovic J.,Bondarenko K.,13.0,75.0,1.33,3.25
2011-11-10,2011,Generali Ladies Linz,Hard,Pervak K.,Diatchenko V.,38.0,128.0,1.66,2.1
2011-11-10,2011,Generali Ladies Linz,Hard,Goerges J.,Sevastova A.,21.0,108.0,1.16,5.0
2011-11-10,2011,Generali Ladies Linz,Hard,Errani S.,Hercog P.,47.0,36.0,2.0,1.72
2011-11-10,2011,Generali Ladies Linz,Hard,Cirstea S.,Paszek T.,78.0,45.0,2.1,1.66
2011-11-10,2011,Generali Ladies Linz,Hard,Safarova L.,Benesova I.,27.0,48.0,1.5,2.5
2011-11-10,2011,Generali Ladies Linz,Hard,Keothavong A.,Makarova E.,96.0,53.0,2.25,1.57
2011-11-10,2011,Generali Ladies Linz,Hard,Pavlyuchenkova A.,Medina Garrigues A.,15.0,28.0,1.25,3.75
2011-11-10,2011,HP Open,Hard,Govortsova O.,Chan Y.J.,140.0,134.0,1.83,1.83
2011-12-01,2011,Medibank International,Hard,Li N.,Kuznetsova S.,11.0,25.0,2.0,1.72
2011-12-01,2011,Medibank International,Hard,Jovanovski B.,Pennetta F.,77.0,24.0,3.75,1.25
2011-12-01,2011,Medibank International,Hard,Kleybanova A.,Cibulkova D.,26.0,32.0,1.9,1.8
2011-12-01,2011,Medibank International,Hard,Clijsters K.,Azarenka V.,3.0,10.0,1.28,3.5
2011-12-02,2011,Open Gaz de France,Hard,Kvitova P.,Mattek-Sands B.,18.0,48.0,1.36,3.0
2011-12-02,2011,Open Gaz de France,Hard,Clijsters K.,Kanepi K.,2.0,17.0,1.11,6.0
2011-12-02,2011,Pattaya Women's Open,Hard,Errani S.,Vinci R.,44.0,38.0,2.62,1.44
2011-12-02,2011,Pattaya Women's Open,Hard,Hantuchova D.,Zvonareva V.,32.0,3.0,4.0,1.22
2011-12-03,2011,BNP Paribas Open,Hard,Kirilenko M.,Chakvetadze A.,26.0,49.0,2.25,1.57
2011-12-03,2011,BNP Paribas Open,Hard,Azarenka V.,Makarova E.,9.0,41.0,1.2,4.33
2011-12-03,2011,BNP Paribas Open,Hard,Martinez-Sanchez M.J.,Halep S.,29.0,64.0,1.5,2.5
2011-12-03,2011,BNP Paribas Open,Hard,Hradecka L.,Dulgheru A.,86.0,28.0,1.44,2.62
2011-12-03,2011,BNP Paribas Open,Hard,Radwanska A.,Benesova I.,10.0,48.0,1.16,4.5
2011-12-03,2011,BNP Paribas Open,Hard,Stosur S.,Pous-Tio L.,4.0,88.0,1.06,8.0
2011-12-03,2011,BNP Paribas Open,Hard,Kleybanova A.,Szavay A.,24.0,44.0,1.4,2.75
2011-12-03,2011,BNP Paribas Open,Hard,Safina D.,Hantuchova D.,108.0,31.0,2.75,1.4
2011-12-03,2011,BNP Paribas Open,Hard,Pennetta F.,Baltacha E.,15.0,74.0,1.08,7.0
2011-12-03,2011,BNP Paribas Open,Hard,Rezai A.,Zhang S.,22.0,76.0,2.0,1.72
2011-12-03,2011,BNP Paribas Open,Hard,Ivanovic A.,Date-Krumm K.,21.0,56.0,1.5,2.5
2011-12-03,2011,BNP Paribas Open,Hard,Petkovic A.,Safarova L.,23.0,32.0,1.61,2.2
2011-12-03,2011,BNP Paribas Open,Hard,Peer S.,Mattek-Sands B.,12.0,43.0,1.4,2.75
2011-12-03,2011,BNP Paribas Open,Hard,Goerges J.,Bammer S.,35.0,105.0,1.72,2.0
2011-12-03,2011,BNP Paribas Open,Hard,Cibulkova D.,Mirza S.,27.0,107.0,1.33,3.25
2011-12-03,2011,BNP Paribas Open,Hard,Radwanska U.,Zakopalova K.,172.0,34.0,2.5,1.5
2011-12-03,2011,BNP Paribas Open,Hard,Kanepi K.,Dulko G.,16.0,47.0,1.4,2.75
2011-12-06,2011,e-Boks Sony Ericsson Open,Hard,Wozniacki C.,Safarova L.,1.0,38.0,1.12,6.0
2011-12-08,2011,Rogers Cup,Hard,Azarenka V.,Voskoboeva G.,4.0,135.0,1.14,5.5
2011-12-08,2011,Rogers Cup,Hard,Stosur S.,Vinci R.,11.0,22.0,1.5,2.5
2011-12-08,2011,Rogers Cup,Hard,Safarova L.,Schiavone F.,32.0,8.0,2.37,1.53
2011-12-08,2011,Rogers Cup,Hard,Williams S.,Zheng J.,80.0,82.0,1.06,10.0
2011-12-08,2011,Rogers Cup,Hard,Radwanska A.,Petkovic A.,12.0,10.0,1.8,1.9
2011-12-09,2011,Bell Challenge,Hard,Czink M.,Woerle K.,155.0,125.0,1.36,3.0
2011-12-09,2011,Tashkent Open,Hard,Rodina E.,Bremond I.,90.0,111.0,1.57,2.25
2011-12-09,2011,Tashkent Open,Hard,Doi M.,Minella M.,112.0,162.0,1.72,2.0
2011-12-09,2011,Tashkent Open,Hard,Diatchenko V.,Govortsova O.,131.0,113.0,1.66,2.1
2011-12-09,2011,Tashkent Open,Hard,Savinykh V.,Tsurenko L.,133.0,130.0,2.25,1.57
2011-12-09,2011,Tashkent Open,Hard,Cirstea S.,Jovanovski B.,92.0,56.0,2.37,1.53
2011-12-09,2011,Bell Challenge,Hard,Watson H.,Kremer A.,107.0,161.0,1.18,4.5
2011-12-09,2011,Bell Challenge,Hard,Falconi I.,Riske A.,74.0,118.0,1.53,2.37
2011-12-09,2011,Tashkent Open,Hard,Sevastova A.,Koryttseva M.,76.0,136.0,1.44,2.62
2011-12-10,2011,Generali Ladies Linz,Hard,Cirstea S.,Pavlyuchenkova A.,78.0,15.0,3.25,1.33
2011-12-10,2011,Generali Ladies Linz,Hard,Rodina E.,Goerges J.,104.0,21.0,4.33,1.2
2011-12-10,2011,HP Open,Hard,Cetkovska P.,Sema E.,32.0,114.0,1.16,5.0
2011-12-10,2011,HP Open,Hard,Zheng J.,Gajdosova J.,58.0,30.0,2.2,1.61
2011-12-10,2011,HP Open,Hard,Tanasugarn T.,Johansson M.,84.0,80.0,1.5,2.5
2011-12-10,2011,HP Open,Hard,King V.,Craybas J.,83.0,141.0,1.14,5.5
2011-12-10,2011,Generali Ladies Linz,Hard,Brianti A.,Lisicki S.,74.0,17.0,7.0,1.1
2011-12-10,2011,Generali Ladies Linz,Hard,Pennetta F.,Vesnina E.,18.0,66.0,1.22,4.0
2011-12-10,2011,Generali Ladies Linz,Hard,Rodionova An.,Zahlavova Strycova B.,115.0,44.0,2.75,1.4
2011-12-10,2011,Generali Ladies Linz,Hard,Hantuchova D.,Martic P.,25.0,52.0,1.5,2.5
2011-12-10,2011,Generali Ladies Linz,Hard,Mayr P.,Foretz S.,105.0,97.0,2.5,1.5
2011-12-10,2011,HP Open,Hard,Kerber A.,Govortsova O.,31.0,140.0,1.16,5.0
2012-01-01,2012,Brisbane International,Hard,Clijsters K.,Halep S.,13.0,47.0,1.08,8.0
2012-01-01,2012,Brisbane International,Hard,Schiavone F.,Pervak K.,11.0,39.0,1.33,3.25
2012-01-01,2012,Brisbane International,Hard,Benesova I.,Safarova L.,54.0,25.0,3.25,1.33
2012-01-01,2012,Brisbane International,Hard,Jovanovski B.,Dellacqua C.,76.0,134.0,1.9,1.8
2012-01-01,2012,Brisbane International,Hard,Hantuchova D.,Cibulkova D.,24.0,18.0,2.0,1.72
2012-01-03,2012,Malaysia Open,Hard,Rogowska O.,Dokic J.,127.0,76.0,2.75,1.4
2012-01-03,2012,Malaysia Open,Hard,Morita A.,Doi M.,70.0,125.0,1.25,3.75
2012-01-03,2012,Malaysia Open,Hard,Radwanska A.,Pliskova Ka.,5.0,139.0,1.07,9.0
2012-01-03,2012,Malaysia Open,Hard,Peng S.,Pliskova Kr.,19.0,164.0,1.2,4.33
2012-01-03,2012,Malaysia Open,Hard,Daniilidou E.,Gajdosova J.,81.0,45.0,2.2,1.61
2012-01-03,2012,Malaysia Open,Hard,Radwanska A.,Amanmuradova A.,5.0,118.0,1.03,15.0
2012-01-03,2012,Malaysia Open,Hard,Jankovic J.,Craybas J.,14.0,146.0,1.05,11.0
2012-01-08,2012,Citi Open,Hard,Cepelova J.,Gallovits E.,137.0,143.0,1.61,2.2
2012-01-08,2012,Citi Open,Hard,Bouchard E.,Govortsova O.,294.0,82.0,2.37,1.53
2012-01-08,2012,Citi Open,Hard,King V.,Falconi I.,55.0,104.0,1.25,3.75
2012-01-08,2012,Citi Open,Hard,Vandeweghe C.,Rezai A.,73.0,132.0,1.4,2.75
2012-01-08,2012,Citi Open,Hard,Chang K.C.,Larsson J.,134.0,93.0,2.62,1.44
2012-01-08,2012,Citi Open,Hard,Stephens S.,Larcherde Brito M.,50.0,133.0,1.36,3.0
2012-01-08,2012,Citi Open,Hard,King V.,Elie J.,55.0,348.0,1.08,8.0
2012-01-08,2012,Citi Open,Hard,Rybarikova M.,Daniilidou E.,102.0,112.0,1.33,3.25
2012-01-09,2012,US Open,Hard,Kerber A.,Govortsova O.,6.0,67.0,1.04,13.0
2012-01-09,2012,US Open,Hard,Williams S.,Makarova E.,4.0,42.0,1.05,11.0
2012-01-09,2012,US Open,Hard,Radwanska A.,Jankovic J.,2.0,27.0,1.4,2.75
2012-01-09,2012,US Open,Hard,Vinci R.,Cibulkova D.,19.0,14.0,1.53,2.37
2012-01-09,2012,US Open,Hard,Azarenka V.,Zheng J.,1.0,28.0,1.06,10.0
2012-01-09,2012,US Open,Hard,Tatishvili A.,Minella M.,73.0,79.0,1.28,3.5
2012-01-09,2012,US Open,Hard,Errani S.,Puchkova O.,10.0,143.0,1.04,13.0
2012-01-09,2012,US Open,Hard,Pironkova T.,Soler Espinosa S.,55.0,58.0,1.53,2.37
2012-01-09,2012,US Open,Hard,Hlavackova A.,Kirilenko M.,82.0,12.0,6.0,1.12
