date,season,tourney_name,surface,player,player_rank,opponent,opponent_rank,odds_for,odds_against,won,matches_played_last10,winrate_last10,avg_odds_last10
2022-04-10,2022,Astana Open,Hard,Alcaraz C.,1.0,Goffin D.,66.0,1.12,6.0,0,10.0,0.7,1.3569999999999998
2022-04-11,2022,BNP Paribas Masters,Hard,Alcaraz C.,1.0,Rune H.,18.0,1.44,2.75,0,10.0,0.7,1.312
2022-06-09,2022,US Open,Hard,Alcaraz C.,4.0,Cilic M.,17.0,1.2,4.5,1,10.0,0.7,1.276
2022-08-09,2022,US Open,Hard,Alcaraz C.,4.0,Sinner J.,13.0,1.61,2.3,1,10.0,0.8,1.246
2022-10-08,2022,Canadian Open,Hard,Alcaraz C.,4.0,Paul T.,34.0,1.2,4.5,0,10.0,0.8,1.291
2022-10-09,2022,US Open,Hard,Alcaraz C.,4.0,Tiafoe F.,26.0,1.5,2.62,1,10.0,0.7,1.309
2022-11-09,2022,US Open,Hard,Alcaraz C.,4.0,Ruud C.,7.0,1.45,2.8,1,10.0,0.7,1.315
2022-12-03,2022,BNP Paribas Open,Hard,Alcaraz C.,19.0,Mcdonald M.,59.0,1.25,4.0,1,10.0,0.7,1.34
2023-01-04,2023,Miami Open,Hard,Alcaraz C.,1.0,Sinner J.,11.0,1.4,3.0,0,10.0,0.7,1.332
2023-01-09,2023,US Open,Hard,Alcaraz C.,1.0,Harris L.,177.0,1.03,15.0,1,10.0,0.6,1.347
2023-01-10,2023,China Open,Hard,Alcaraz C.,2.0,Musetti L.,18.0,1.08,8.0,1,10.0,0.6,1.32
2023-02-09,2023,US Open,Hard,Alcaraz C.,1.0,Evans D.,28.0,1.03,15.0,1,10.0,0.7,1.316
2023-02-10,2023,China Open,Hard,Alcaraz C.,2.0,Ruud C.,9.0,1.13,6.0,1,10.0,0.8,1.275
2023-03-10,2023,China Open,Hard,Alcaraz C.,2.0,Sinner J.,7.0,1.25,4.0,0,10.0,0.8,1.2680000000000002
2023-04-09,2023,US Open,Hard,Alcaraz C.,1.0,Arnaldi M.,61.0,1.02,19.0,1,10.0,0.7,1.232
2023-07-09,2023,US Open,Hard,Alcaraz C.,1.0,Zverev A.,12.0,1.2,4.5,1,10.0,0.8,1.214
2023-07-10,2023,Shanghai Masters,Hard,Alcaraz C.,2.0,Barrere G.,73.0,1.04,13.0,1,10.0,0.8,1.184
2023-09-09,2023,US Open,Hard,Alcaraz C.,1.0,Medvedev D.,3.0,1.22,4.33,0,10.0,0.8,1.143
2023-09-10,2023,Shanghai Masters,Hard,Alcaraz C.,2.0,Evans D.,33.0,1.08,8.0,1,10.0,0.7,1.14
2023-10-08,2023,Canadian Open,Hard,Alcaraz C.,1.0,Shelton B.,41.0,1.07,9.0,1,10.0,0.8,1.108
2023-11-08,2023,Canadian Open,Hard,Alcaraz C.,1.0,Hurkacz H.,17.0,1.17,5.0,1,10.0,0.8,1.1119999999999999
2023-11-10,2023,Shanghai Masters,Hard,Alcaraz C.,2.0,Dimitrov G.,19.0,1.17,5.0,0,10.0,0.8,1.121
2023-12-03,2023,BNP Paribas Open,Hard,Alcaraz C.,2.0,Kokkinakis T.,94.0,1.33,3.4,1,10.0,0.7,1.135
2023-12-08,2023,Canadian Open,Hard,Alcaraz C.,1.0,Paul T.,14.0,1.17,5.0,0,10.0,0.7,1.1549999999999998
2024-01-10,2024,China Open,Hard,Alcaraz C.,3.0,Medvedev D.,5.0,1.25,4.0,1,10.0,0.7,1.1469999999999998
2024-02-10,2024,China Open,Hard,Alcaraz C.,3.0,Sinner J.,1.0,1.73,2.1,1,10.0,0.7,1.17
2024-05-10,2024,Shanghai Masters,Hard,Alcaraz C.,2.0,Shang J.,51.0,1.08,8.0,1,10.0,0.7,1.223
2024-06-10,2024,Shanghai Masters,Hard,Alcaraz C.,2.0,Wu Y.,560.0,1.03,15.0,1,10.0,0.7,1.2269999999999999
2024-09-03,2024,BNP Paribas Open,Hard,Alcaraz C.,2.0,Arnaldi M.,40.0,1.1,7.0,1,10.0,0.8,1.208
2024-09-10,2024,Shanghai Masters,Hard,Alcaraz C.,2.0,Monfils G.,46.0,1.06,10.0,1,10.0,0.8,1.2100000000000002
2024-10-03,2024,BNP Paribas Open,Hard,Alcaraz C.,2.0,Auger-Aliassime F.,31.0,1.2,4.5,1,10.0,0.8,1.209
2024-10-10,2024,Shanghai Masters,Hard,Alcaraz C.,2.0,Machac T.,33.0,1.08,8.0,0,10.0,0.8,1.2120000000000002
2024-11-11,2024,Masters Cup,Hard,Alcaraz C.,3.0,Ruud C.,7.0,1.06,10.0,0,10.0,0.8,1.203
2024-12-03,2024,BNP Paribas Open,Hard,Alcaraz C.,2.0,Marozsan F.,58.0,1.08,8.0,1,10.0,0.7,1.1760000000000002
2025-02-09,2025,US Open,Hard,Alcaraz C.,2.0,Lehecka J.,21.0,1.05,11.0,1,10.0,0.8,1.1670000000000003
2025-04-02,2025,ABN AMRO World Tennis Tournament,Hard,Alcaraz C.,3.0,Van De Zandschulp B.,84.0,1.07,9.0,1,10.0,0.8,1.147
2025-05-09,2025,US Open,Hard,Alcaraz C.,2.0,Djokovic N.,7.0,1.25,4.0,1,10.0,0.8,1.081
2025-06-02,2025,ABN AMRO World Tennis Tournament,Hard,Alcaraz C.,3.0,Vavassori A.,317.0,1.07,9.0,1,10.0,0.8,1.098
2025-07-02,2025,ABN AMRO World Tennis Tournament,Hard,Alcaraz C.,3.0,Martinez P.,44.0,1.05,11.0,1,10.0,0.8,1.102
2025-07-09,2025,US Open,Hard,Alcaraz C.,2.0,Sinner J.,1.0,2.15,1.75,1,10.0,0.8,1.097
2025-08-02,2025,ABN AMRO World Tennis Tournament,Hard,Alcaraz C.,3.0,Hurkacz H.,21.0,1.25,4.0,1,10.0,0.8,1.206
2025-08-03,2025,BNP Paribas Open,Hard,Alcaraz C.,3.0,Halys Q.,59.0,1.08,8.0,1,10.0,0.8,1.2109999999999999
2025-09-02,2025,ABN AMRO World Tennis Tournament,Hard,Alcaraz C.,3.0,De Minaur A.,8.0,1.36,3.2,1,10.0,0.9,1.2109999999999999
2025-09-11,2025,Masters Cup,Hard,Alcaraz C.,1.0,De Minaur A.,7.0,1.17,5.0,1,10.0,1.0,1.241
2025-10-08,2025,Western & Southern Financial Group Masters,Hard,Alcaraz C.,2.0,Dzumhur D.,56.0,1.03,13.0,1,10.0,1.0,1.2500000000000002
2025-11-03,2025,BNP Paribas Open,Hard,Alcaraz C.,3.0,Shapovalov D.,28.0,1.14,5.5,1,10.0,1.0,1.248
2025-11-11,2025,Masters Cup,Hard,Alcaraz C.,1.0,Fritz T.,6.0,1.2,4.5,1,10.0,1.0,1.2550000000000001
2025-12-08,2025,Western & Southern Financial Group Masters,Hard,Alcaraz C.,2.0,Medjedovic H.,72.0,1.13,6.0,1,10.0,1.0,1.25
2013-01-01,2013,Qatar Exxon Mobil Open,Hard,Ali Mutawa J.M.,,Safwat M.,455.0,19.0,1.02,0,9.0,1.0,1.27
2015-06-01,2015,Qatar Exxon Mobil Open,Hard,Ali Mutawa J.M.,,Stakhovsky S.,57.0,101.0,1.0,0,9.0,0.8888888888888888,3.2644444444444445
2004-03-03,2004,Franklin Templeton Tennis Classic,Hard,Allegro Y.,361.0,Verkerk M.,19.0,3.5,1.25,0,8.0,0.875,3.40375
2005-02-09,2005,US Open,Hard,Almagro N.,95.0,Dent T.,27.0,4.5,1.16,0,7.0,0.8571428571428571,3.7114285714285713
2005-10-10,2005,BA-CA Tennis Trophy,Hard,Almagro N.,107.0,Eitzinger R.,229.0,,,0,7.0,0.7142857142857143,4.2
2006-07-08,2006,Rogers Masters,Hard,Almagro N.,48.0,Ljubicic I.,4.0,7.5,1.07,0,7.0,0.5714285714285714,4.673333333333333
2006-10-10,2006,BA-CA Tennis Trophy,Hard,Almagro N.,38.0,Moya C.,42.0,2.75,1.39,0,7.0,0.42857142857142855,5.728333333333334
2007-01-09,2007,US Open,Hard,Almagro N.,28.0,Davydenko N.,4.0,4.5,1.16,0,7.0,0.2857142857142857,6.015000000000001
2007-02-01,2007,Qatar Exxon Mobil Open,Hard,Almagro N.,32.0,Bjorkman J.,54.0,1.39,2.75,0,7.0,0.14285714285714285,6.575
2007-06-08,2007,Rogers Masters,Hard,Almagro N.,30.0,Russell M.,67.0,2.2,1.61,0,7.0,0.0,6.606666666666666
2007-09-10,2007,BA-CA Tennis Trophy,Hard,Almagro N.,27.0,Fish M.,39.0,2.1,1.66,0,8.0,0.0,5.977142857142857
2007-10-01,2007,Heineken Open,Hard,Almagro N.,32.0,Vliegen K.,39.0,2.75,1.39,0,8.0,0.0,3.562857142857143
2007-10-01,2007,Heineken Open,Hard,Almagro N.,32.0,Wawrinka S.,31.0,3.0,1.33,1,9.0,0.0,3.46125
2007-11-03,2007,Pacific Life Open,Hard,Almagro N.,32.0,Johansson T.,85.0,2.75,1.39,0,10.0,0.1,3.41
2008-07-01,2008,Heineken Open,Hard,Almagro N.,29.0,Acasuso J.,64.0,1.57,2.25,1,10.0,0.1,3.2155555555555555
2008-09-01,2008,Heineken Open,Hard,Almagro N.,29.0,Benneteau J.,74.0,1.53,2.37,0,10.0,0.2,3.051
2009-02-09,2009,US Open,Hard,Almagro N.,33.0,Darcis S.,97.0,1.28,3.5,1,10.0,0.2,2.4539999999999997
2009-04-09,2009,US Open,Hard,Almagro N.,33.0,Ginepri R.,75.0,2.0,1.72,1,10.0,0.3,2.307
2009-05-10,2009,China Open,Hard,Almagro N.,29.0,Ferrero J.C.,20.0,2.62,1.44,0,10.0,0.4,2.057
2009-06-09,2009,US Open,Hard,Almagro N.,33.0,Nadal R.,3.0,12.0,1.02,0,10.0,0.4,2.18
2009-10-11,2009,BNP Paribas Masters,Hard,Almagro N.,27.0,Chiudinelli M.,55.0,1.9,1.8,1,10.0,0.4,3.16
2009-11-11,2009,BNP Paribas Masters,Hard,Almagro N.,27.0,Nadal R.,2.0,7.0,1.08,0,10.0,0.5,3.1399999999999997
2010-01-09,2010,US Open,Hard,Almagro N.,16.0,Starace P.,55.0,1.16,4.5,1,10.0,0.5,3.565
2010-02-11,2010,Valencia Open 500,Hard,Almagro N.,16.0,Gimeno-Traver D.,59.0,1.3,3.4,0,10.0,0.5,3.3810000000000002
2010-03-09,2010,US Open,Hard,Almagro N.,16.0,Garcia-Lopez G.,53.0,1.5,2.5,1,10.0,0.5,3.2359999999999998
2010-05-09,2010,US Open,Hard,Almagro N.,16.0,Querrey S.,22.0,2.75,1.4,0,10.0,0.5,3.229
2010-05-10,2010,China Open,Hard,Almagro N.,16.0,Kubot L.,64.0,1.28,3.5,1,10.0,0.5,3.3510000000000004
2010-07-10,2010,China Open,Hard,Almagro N.,16.0,Soderling R.,5.0,3.5,1.28,0,10.0,0.5,3.351
2010-09-11,2010,BNP Paribas Masters,Hard,Almagro N.,16.0,Stepanek R.,41.0,2.62,1.44,0,10.0,0.4,3.5010000000000003
2010-10-08,2010,Rogers Masters,Hard,Almagro N.,16.0,Marchenko I.,69.0,1.36,3.0,1,10.0,0.4,3.5010000000000003
2010-10-10,2010,Shanghai Masters,Hard,Almagro N.,16.0,Dolgopolov O.,55.0,1.44,2.62,0,10.0,0.5,2.4370000000000003
2010-11-08,2010,Rogers Masters,Hard,Almagro N.,16.0,Llodra M.,35.0,1.53,2.37,0,10.0,0.4,2.3910000000000005
2010-12-03,2010,BNP Paribas Open,Hard,Almagro N.,40.0,Zverev M.,82.0,1.36,3.0,1,10.0,0.4,1.844
2011-01-11,2011,Valencia Open 500,Hard,Almagro N.,11.0,Monaco J.,41.0,1.66,2.1,0,10.0,0.4,1.864
2011-04-10,2011,China Open,Hard,Almagro N.,11.0,Youzhny M.,37.0,1.9,1.8,0,10.0,0.4,1.9
2011-09-11,2011,BNP Paribas Masters,Hard,Almagro N.,11.0,Seppi A.,46.0,2.1,1.66,0,10.0,0.3,1.9400000000000002
2011-10-08,2011,Rogers Masters,Hard,Almagro N.,10.0,Stakhovsky S.,43.0,1.72,2.0,1,10.0,0.3,1.875
2011-11-01,2011,Heineken Open,Hard,Almagro N.,14.0,Hanescu V.,52.0,1.61,2.2,1,10.0,0.3,1.919
2011-11-10,2011,Shanghai Masters,Hard,Almagro N.,11.0,Robredo T.,46.0,1.36,3.0,1,10.0,0.4,1.73
2011-12-08,2011,Rogers Masters,Hard,Almagro N.,10.0,Tsonga J.W.,16.0,3.5,1.28,0,10.0,0.5,1.6039999999999999
2011-12-08,2011,Rogers Masters,Hard,Almagro N.,10.0,Gasquet R.,13.0,2.87,1.38,1,10.0,0.4,1.818
2012-01-09,2012,US Open,Hard,Almagro N.,12.0,Sock J.,243.0,1.22,4.0,1,10.0,0.5,1.9609999999999999
2012-01-11,2012,BNP Paribas Masters,Hard,Almagro N.,13.0,Tsonga J.W.,7.0,4.5,1.18,0,10.0,0.6,1.9300000000000002
2012-02-10,2012,Rakuten Japan Open Tennis Championships,Hard,Almagro N.,12.0,Ito T.,66.0,1.12,6.0,0,10.0,0.5,2.244
2012-03-09,2012,US Open,Hard,Almagro N.,12.0,Berdych T.,7.0,4.33,1.22,0,10.0,0.5,2.1900000000000004
2012-05-01,2012,Chennai Open,Hard,Almagro N.,10.0,Darcis S.,88.0,1.4,2.75,1,10.0,0.5,2.433
2012-06-01,2012,Chennai Open,Hard,Almagro N.,10.0,Sugita Y.,235.0,1.33,3.25,1,10.0,0.6,2.3630000000000004
2012-07-01,2012,Chennai Open,Hard,Almagro N.,10.0,Raonic M.,31.0,2.87,1.38,0,10.0,0.6,2.324
2012-08-10,2012,Shanghai Masters,Hard,Almagro N.,11.0,Haas T.,21.0,1.72,2.0,0,10.0,0.5,2.45
2012-10-03,2012,BNP Paribas Open,Hard,Almagro N.,12.0,Querrey S.,85.0,1.66,2.1,1,10.0,0.4,2.4859999999999998
2012-11-01,2012,Heineken Open,Hard,Almagro N.,10.0,Giraldo S.,51.0,1.83,1.83,1,10.0,0.5,2.302
2012-12-01,2012,Heineken Open,Hard,Almagro N.,10.0,Kohlschreiber P.,42.0,1.8,1.9,0,10.0,0.5,2.198
2012-12-03,2012,BNP Paribas Open,Hard,Almagro N.,12.0,Giraldo S.,58.0,1.4,2.75,1,10.0,0.4,2.256
2013-03-10,2013,Rakuten Japan Open Tennis Championships,Hard,Almagro N.,17.0,Zeballos H.,53.0,1.18,4.5,1,10.0,0.5,1.9460000000000002
2013-04-10,2013,Rakuten Japan Open Tennis Championships,Hard,Almagro N.,17.0,Nishikori K.,13.0,2.37,1.53,1,10.0,0.6,1.952
2013-05-10,2013,Rakuten Japan Open Tennis Championships,Hard,Almagro N.,17.0,Del Potro J.M.,7.0,3.75,1.28,0,10.0,0.7,1.7560000000000002
2013-06-08,2013,Rogers Masters,Hard,Almagro N.,14.0,Stepanek R.,51.0,1.53,2.37,0,10.0,0.6,1.991
2013-08-10,2013,Shanghai Masters,Hard,Almagro N.,16.0,Soeda G.,119.0,1.2,4.33,1,10.0,0.5,2.011
2013-09-10,2013,Shanghai Masters,Hard,Almagro N.,16.0,Chardy J.,38.0,1.36,3.0,1,10.0,0.6,1.8439999999999999
2013-10-03,2013,BNP Paribas Open,Hard,Almagro N.,11.0,Gimeno-Traver D.,52.0,1.1,7.0,1,10.0,0.7,1.8080000000000003
2013-10-10,2013,Shanghai Masters,Hard,Almagro N.,16.0,Berdych T.,6.0,3.25,1.33,1,10.0,0.7,1.752
2013-11-10,2013,Shanghai Masters,Hard,Almagro N.,16.0,Del Potro J.M.,5.0,3.0,1.4,0,10.0,0.7,1.8940000000000001
2013-12-03,2013,BNP Paribas Open,Hard,Almagro N.,11.0,Haas T.,19.0,1.53,2.37,0,10.0,0.7,2.0140000000000002
2013-12-08,2013,Western & Southern Financial Group Masters,Hard,Almagro N.,15.0,Dimitrov G.,29.0,1.72,2.0,0,10.0,0.6,2.027
2015-12-01,2015,Apia International,Hard,Almagro N.,70.0,Cuevas P.,29.0,1.72,2.0,0,10.0,0.5,2.0810000000000004
2016-01-11,2016,BNP Paribas Masters,Hard,Almagro N.,44.0,Muller G.,34.0,3.25,1.33,0,10.0,0.4,2.016
2016-02-09,2016,US Open,Hard,Almagro N.,48.0,Monfils G.,12.0,6.0,1.12,0,10.0,0.4,1.966
2016-04-01,2016,Chennai Open,Hard,Almagro N.,73.0,Pavic A.,449.0,1.36,3.0,0,10.0,0.4,2.413
2016-10-03,2016,BNP Paribas Open,Hard,Almagro N.,61.0,Cervantes I.,59.0,1.25,3.75,0,10.0,0.3,2.429
2016-10-08,2016,Abierto Mexicano Mifel,Hard,Almagro N.,48.0,Rubin N.,198.0,1.22,4.0,1,10.0,0.2,2.418
2016-10-10,2016,Shanghai Masters,Hard,Almagro N.,45.0,Youzhny M.,51.0,2.62,1.44,1,10.0,0.2,2.4299999999999997
2016-11-08,2016,Abierto Mexicano Mifel,Hard,Almagro N.,48.0,Garcia-Lopez G.,52.0,2.0,1.72,1,10.0,0.2,2.367
2016-12-08,2016,Abierto Mexicano Mifel,Hard,Almagro N.,48.0,Lajovic D.,72.0,1.44,2.62,0,10.0,0.3,2.267
2016-12-10,2016,Shanghai Masters,Hard,Almagro N.,45.0,Pouille L.,16.0,4.0,1.22,0,10.0,0.3,2.258
2017-02-01,2017,Qatar Exxon Mobil Open,Hard,Almagro N.,44.0,Lorenzi P.,40.0,1.66,2.1,1,10.0,0.3,2.4859999999999998
2017-04-01,2017,Qatar Exxon Mobil Open,Hard,Almagro N.,44.0,Kohlschreiber P.,32.0,2.5,1.5,1,10.0,0.4,2.48
2017-05-01,2017,Qatar Exxon Mobil Open,Hard,Almagro N.,44.0,Murray A.,1.0,11.0,1.05,0,10.0,0.5,2.4050000000000002
2017-10-01,2017,Apia International,Hard,Almagro N.,43.0,Zverev M.,50.0,2.0,1.72,0,10.0,0.5,2.9050000000000002
2009-03-11,2009,Valencia Open 500,Hard,Almagro N. ,27.0,Ferrer D. ,18.0,2.62,1.44,0,9.0,0.5555555555555556,3.0766666666666667
2021-07-10,2021,BNP Paribas Open,Hard,Altmaier D.,114.0,Querrey S.,89.0,2.2,1.66,1,8.0,0.625,3.305
2021-09-10,2021,BNP Paribas Open,Hard,Altmaier D.,114.0,Dimitrov G.,28.0,3.4,1.33,0,8.0,0.625,3.4274999999999998
2022-02-02,2022,Maharashtra Open,Hard,Altmaier D.,85.0,Albot R.,108.0,2.0,1.8,1,8.0,0.5,3.5250000000000004
2022-03-01,2022,Adelaide International 1,Hard,Altmaier D.,84.0,Monteiro T.,89.0,1.61,2.3,0,8.0,0.5,3.5250000000000004
2022-04-02,2022,Maharashtra Open,Hard,Altmaier D.,85.0,Sousa J.,137.0,1.5,2.62,0,8.0,0.5,3.54625
2022-09-02,2022,Dallas Open,Hard,Altmaier D.,81.0,Seppi A.,100.0,1.8,2.0,0,8.0,0.5,3.23375
2022-10-01,2022,Sydney Tennis Classic,Hard,Altmaier D.,91.0,Fognini F.,36.0,2.75,1.44,0,8.0,0.375,3.25125
2022-12-03,2022,BNP Paribas Open,Hard,Altmaier D.,79.0,Johnson S.,115.0,1.9,1.9,0,8.0,0.25,3.2825
2023-01-03,2023,Abierto Mexicano,Hard,Altmaier D.,95.0,Nakashima B.,49.0,2.75,1.44,0,8.0,0.25,2.145
2023-01-11,2023,BNP Paribas Masters,Hard,Altmaier D.,54.0,Fritz T.,10.0,,,1,9.0,0.2222222222222222,2.212222222222222
2023-02-11,2023,BNP Paribas Masters,Hard,Altmaier D.,54.0,Rune H.,7.0,4.33,1.22,0,10.0,0.3,2.212222222222222
2023-04-10,2023,Shanghai Masters,Hard,Altmaier D.,47.0,Nishioka Y.,48.0,2.5,1.53,0,10.0,0.2,2.448888888888889
2023-07-11,2023,Open de Moselle,Hard,Altmaier D.,54.0,Valkusz M.,232.0,1.3,3.5,0,10.0,0.2,2.348888888888889
2023-08-02,2023,Dallas Open,Hard,Altmaier D.,99.0,Svajda Z.,265.0,1.91,1.91,1,10.0,0.1,2.271111111111111
2023-09-02,2023,Dallas Open,Hard,Altmaier D.,99.0,Isner J.,39.0,2.75,1.44,0,10.0,0.2,2.304444444444444
2024-02-01,2024,Brisbane International,Hard,Altmaier D.,56.0,Tu L.,225.0,1.57,2.38,1,10.0,0.2,2.4433333333333334
2024-04-01,2024,Brisbane International,Hard,Altmaier D.,56.0,Dimitrov G.,14.0,5.5,1.14,0,10.0,0.3,2.4177777777777774
2024-04-11,2024,Belgrade Open,Hard,Altmaier D.,93.0,Darderi L.,43.0,1.8,2.0,1,10.0,0.3,2.723333333333333
2024-06-11,2024,Belgrade Open,Hard,Altmaier D.,93.0,O Connell C.,71.0,2.5,1.53,0,10.0,0.4,2.712222222222222
2024-07-01,2024,ASB Classic,Hard,Altmaier D.,57.0,Giron M.,60.0,2.63,1.5,1,10.0,0.4,2.6844444444444444
2024-07-03,2024,BNP Paribas Open,Hard,Altmaier D.,53.0,Pouille L.,273.0,1.8,2.0,0,10.0,0.4,2.679
2024-09-01,2024,ASB Classic,Hard,Altmaier D.,57.0,Auger-Aliassime F.,27.0,3.0,1.4,1,10.0,0.4,2.426
2024-11-01,2024,ASB Classic,Hard,Altmaier D.,57.0,Fils A.,35.0,3.75,1.29,0,10.0,0.5,2.476
2025-01-10,2025,Shanghai Masters,Hard,Altmaier D.,49.0,Schoolkate T.,96.0,2.0,1.8,1,10.0,0.5,2.721
2025-04-10,2025,Shanghai Masters,Hard,Altmaier D.,49.0,Sinner J.,2.0,17.0,1.03,0,10.0,0.5,2.73
2025-04-11,2025,Open de Moselle,Hard,Altmaier D.,46.0,Rinderknech A.,28.0,2.5,1.53,1,10.0,0.5,4.154999999999999
2025-05-02,2025,ABN AMRO World Tennis Tournament,Hard,Altmaier D.,93.0,Kovacevic A.,75.0,,,1,10.0,0.5,4.248
2025-05-11,2025,Open de Moselle,Hard,Altmaier D.,46.0,Gaston H.,98.0,2.0,1.8,1,10.0,0.6,4.108888888888889
2025-06-01,2025,ASB Classic,Hard,Altmaier D.,93.0,Carballes Baena R.,59.0,3.5,1.3,0,10.0,0.6,4.13111111111111
2025-06-02,2025,ABN AMRO World Tennis Tournament,Hard,Altmaier D.,93.0,Fils A.,19.0,4.0,1.25,1,10.0,0.6,4.242222222222221
2025-06-11,2025,Open de Moselle,Hard,Altmaier D.,46.0,Sonego L.,42.0,2.5,1.53,0,10.0,0.6,4.394444444444444
2025-07-02,2025,ABN AMRO World Tennis Tournament,Hard,Altmaier D.,93.0,De Minaur A.,8.0,10.0,1.06,0,10.0,0.6,4.472222222222222
2025-08-08,2025,Western & Southern Financial Group Masters,Hard,Altmaier D.,60.0,Bautista Agut R.,53.0,2.38,1.6,0,10.0,0.5,5.25
2025-11-02,2025,Open 13,Hard,Altmaier D.,80.0,Nardi L.,83.0,2.0,1.8,1,10.0,0.5,5.097777777777777
2025-12-02,2025,Open 13,Hard,Altmaier D.,80.0,Virtanen O.,98.0,2.1,1.73,1,10.0,0.5,5.097777777777777
2001-01-01,2001,TATA Open,Hard,Alvarez E.,125,Saulnier C.,130.0,,,0,9.0,0.5555555555555556,3.61
2022-11-10,2022,Gijon Open,Hard,Alvarez Varona N.,231.0,Trungelliti M.,241.0,2.3,1.61,1,8.0,0.5,3.7685714285714282
2022-12-10,2022,Gijon Open,Hard,Alvarez Varona N.,231.0,Paul T.,30.0,8.0,1.08,0,8.0,0.5,3.585
2001-10-09,2001,Brasil Open,Hard,Alves T.,349,Canas G.,24.0,,,0,7.0,0.42857142857142855,3.8114285714285714
2007-02-01,2007,Chennai Open,Hard,Alves T.,105.0,Rastogi K.,480.0,,,0,7.0,0.42857142857142855,3.8633333333333333
2009-03-02,2009,SA Tennis Open,Hard,Alves T.,124.0,Tsonga J.W.,14.0,12.0,1.02,0,7.0,0.2857142857142857,3.836
2010-02-02,2010,SA Tennis Open,Hard,Alves T.,134.0,Dolgopolov O.,115.0,2.5,1.5,1,7.0,0.2857142857142857,5.736
2010-04-02,2010,SA Tennis Open,Hard,Alves T.,134.0,Devvarman S.,162.0,2.5,1.5,0,7.0,0.42857142857142855,4.236
2010-12-03,2010,BNP Paribas Open,Hard,Alves T.,129.0,Schuettler R.,90.0,2.37,1.53,0,7.0,0.42857142857142855,4.26
2004-05-01,2004,TATA Open,Hard,Amritraj P.,280.0,Mankad H.,340.0,,,1,6.0,0.3333333333333333,4.825
2004-08-01,2004,TATA Open,Hard,Amritraj P.,280.0,Ascione T.,102.0,3.5,1.286,0,7.0,0.42857142857142855,4.825
2005-03-01,2005,TATA Open,Hard,Amritraj P.,340.0,Heuberger I.,124.0,2.625,1.444,0,8.0,0.375,4.5600000000000005
2006-02-01,2006,Chennai Open,Hard,Amritraj P.,267.0,Mello R.,111.0,3.0,1.33,1,8.0,0.25,4.625
2006-04-01,2006,Chennai Open,Hard,Amritraj P.,267.0,Stepanek R.,20.0,,,0,9.0,0.3333333333333333,4.354166666666667
2007-01-01,2007,Chennai Open,Hard,Amritraj P.,393.0,Karlovic I.,98.0,3.5,1.25,0,9.0,0.3333333333333333,4.354166666666667
2008-01-01,2008,Chennai Open,Hard,Amritraj P.,278.0,Kudryavtsev A.,255.0,2.37,1.53,0,9.0,0.3333333333333333,4.232142857142857
2009-05-01,2009,Chennai Open,Hard,Amritraj P.,206.0,Schuettler R.,33.0,3.75,1.25,0,9.0,0.3333333333333333,2.8564285714285718
2010-05-01,2010,Chennai Open,Hard,Amritraj P.,212.0,Russell M.,83.0,2.5,1.5,0,9.0,0.2222222222222222,3.035
2013-01-01,2013,Chennai Open,Hard,Amritraj P.,549.0,Rufin G.,92.0,2.75,1.4,1,9.0,0.2222222222222222,3.035
2013-02-01,2013,Chennai Open,Hard,Amritraj P.,549.0,Soeda G.,60.0,3.5,1.28,0,10.0,0.3,2.999375
2002-09-09,2002,Brasil Open,Hard,Ancic M.,112,Spadea V.,66.0,,,0,9.0,0.2222222222222222,2.999375
2002-12-08,2002,RCA Championships,Hard,Ancic M.,129.0,Fukarek O.,117,1.615,2.2,1,9.0,0.2222222222222222,2.927857142857143
2002-12-08,2002,RCA Championships,Hard,Ancic M.,129.0,Kafelnikov Y.,4,3.25,1.333,1,9.0,0.3333333333333333,2.7835714285714284
2002-12-08,2002,RCA Championships,Hard,Ancic M.,129,Clement A.,42.0,2.625,1.444,0,9.0,0.3333333333333333,2.8192857142857144
2003-01-08,2003,Legg Mason Classic,Hard,Ancic M.,74,Gonzalez F.,14.0,3.0,1.364,0,9.0,0.3333333333333333,2.795
2003-02-10,2003,Japan Open,Hard,Ancic M.,72,Philippoussis M.,14.0,4.0,1.222,0,9.0,0.3333333333333333,2.7325
2003-05-08,2003,Montreal TMS,Hard,Ancic M.,71,Novak J.,12.0,3.25,1.333,0,9.0,0.3333333333333333,2.93625
2003-10-03,2003,Pacific Life Open,Hard,Ancic M.,73,Kiefer N.,76.0,1.909,1.8,0,9.0,0.3333333333333333,2.87375
2003-12-02,2003,Open 13,Hard,Ancic M.,67.0,Dupuis A.,72,1.833,1.833,1,9.0,0.3333333333333333,2.799875
2004-02-03,2004,Franklin Templeton Tennis Classic,Hard,Ancic M.,81.0,Andreev I.,83.0,1.5,2.5,0,9.0,0.3333333333333333,2.68525
2004-05-01,2004,AAPT Championships,Hard,Ancic M.,74.0,Martin A.,54.0,1.72,2.0,0,10.0,0.3,2.5535555555555556
2005-02-09,2005,US Open,Hard,Ancic M.,24.0,Djokovic N.,97.0,1.28,3.5,0,10.0,0.3,2.4701999999999997
2005-06-10,2005,Japan Open,Hard,Ancic M.,24.0,Saulnier C.,66.0,,,1,10.0,0.2,2.4367
2005-06-10,2005,Japan Open,Hard,Ancic M.,24.0,Gambill J.M.,186.0,1.16,4.5,1,10.0,0.2,2.3463333333333334
